Código IBGE;Município;Região Administrativa;Código RA;Código DRS;DRS;Ano;Área (Em km2);Densidade Demográfica (Habitantes/km2);População;População Urbana;Grau de Urbanização (Em %);Domicílios Particulares Permanentes;Hab./Domicílio
3521309;Ipuã;RA de Franca;6;4;Franca;2020;466,46;34;15.861;15.355;96,81;5529;2,87
3521408;Iracemápolis;RA de Campinas;4;11;Piracicaba;2020;115,12;205,47;23.654;23.238;98,24;7837;3,02
3521507;Irapuã;RA de São José do Rio Preto;14;15;São José do Rio Preto;2020;257,61;30,02;7.734;7.132;92,22;2684;2,88
3521606;Irapuru;RA de Presidente Prudente;9;2;Presidente Prudente;2020;214,46;34,2;7.334;5.185;70,7;2228;3,29
3521705;Itaberá;RA de Itapeva;7;6;Sorocaba;2020;1100,25;16,01;17.614;13.379;75,96;6065;2,90
3521804;Itaí;RA de Itapeva;7;12;Bauru;2020;1092,88;24,25;26.507;20.814;78,52;8577;3,09
3521903;Itajobi;RA de São José do Rio Preto;14;15;São José do Rio Preto;2020;502,07;29,11;14.614;12.840;87,86;5368;2,72
3522000;Itaju;RA de Bauru;3;12;Bauru;2020;230,36;15,86;3.654;2.959;80,98;1223;2,99
3522109;Itanhaém;RA de Santos;12;13;Baixada Santista;2020;601,71;164,13;98.757;98.018;99,25;33519;2,95
3522158;Itaoca;RA de Itapeva;7;6;Sorocaba;2020;183,02;17,41;3.186;1.737;54,52;1054;3,02
3522208;Itapecerica da Serra;RM de São Paulo;10;10;Grande São Paulo;2020;150,74;1125,24;169.619;168.213;99,17;53310;3,18
3522307;Itapetininga;RA de Sorocaba;13;6;Sorocaba;2020;1789,35;89,5;160.150;147.379;92,03;51625;3,10
3522406;Itapeva;RA de Itapeva;7;6;Sorocaba;2020;1826,26;50,21;91.693;83.413;90,97;30994;2,96
3522505;Itapevi;RM de São Paulo;10;10;Grande São Paulo;2020;82,66;2875,8;237.714;237.714;100;77498;3,07
3522604;Itapira;RA de Campinas;4;14;São João da Boa Vista;2020;518,42;137,92;71.500;67.027;93,74;24397;2,93
3522653;Itapirapuã Paulista;RA de Itapeva;7;6;Sorocaba;2020;406,48;10,28;4.180;2.146;51,34;1394;3,00
3522703;Itápolis;RA Central;5;8;Araraquara;2020;996,75;41,68;41.548;38.966;93,79;15127;2,75
3522802;Itaporanga;RA de Itapeva;7;12;Bauru;2020;508;28,91;14.688;11.952;81,37;5151;2,85
3522901;Itapuí;RA de Bauru;3;12;Bauru;2020;140,02;98,41;13.779;13.369;97,02;4620;2,98
3523008;Itapura;RA de Araçatuba;1;7;Araçatuba;2020;301,65;16,3;4.916;3.929;79,92;1696;2,90
3523107;Itaquaquecetuba;RM de São Paulo;10;10;Grande São Paulo;2020;82,62;4485,46;370.589;370.589;100;119140;3,11
3523206;Itararé;RA de Itapeva;7;6;Sorocaba;2020;1003,86;48,83;49.018;45.460;92,74;17240;2,84
3523305;Itariri;RA de Registro;16;9;Registro;2020;273,67;63,12;17.274;12.323;71,34;5827;2,96
3523404;Itatiba;RA de Campinas;4;3;Campinas;2020;322,28;365,88;117.916;102.739;87,13;40121;2,94
3523503;Itatinga;RA de Sorocaba;13;12;Bauru;2020;979,82;20,97;20.550;19.190;93,38;6602;3,11
3523602;Itirapina;RA de Campinas;4;11;Piracicaba;2020;564,6;30,4;17.162;15.873;92,49;4807;3,57
3523701;Itirapuã;RA de Franca;6;4;Franca;2020;161,12;38,97;6.279;5.425;86,4;2037;3,08
3523800;Itobi;RA de Campinas;4;14;São João da Boa Vista;2020;138,99;54,74;7.609;7.157;94,06;2607;2,92
3523909;Itu;RA de Sorocaba;13;6;Sorocaba;2020;640,72;264,97;169.772;161.437;95,09;56740;2,99
3524006;Itupeva;RA de Campinas;4;3;Campinas;2020;200,82;294,59;59.159;55.279;93,44;19698;3,00
3524105;Ituverava;RA de Franca;6;4;Franca;2020;704,66;57,11;40.246;37.890;94,15;14399;2,80
3524204;Jaborandi;RA de Barretos;2;16;Barretos;2020;273,44;24,42;6.677;6.340;94,95;2287;2,92
3524303;Jaboticabal;RA de Ribeirão Preto;11;1;Ribeirão Preto;2020;706,6;105,04;74.221;72.946;98,28;26162;2,84
3524402;Jacareí;RA de São José dos Campos;15;17;Taubaté;2020;464,27;490,98;227.945;224.797;98,62;76199;2,99
3524501;Jaci;RA de São José do Rio Preto;14;15;São José do Rio Preto;2020;145,13;48,02;6.969;6.371;91,42;2422;2,88
3524600;Jacupiranga;RA de Registro;16;9;Registro;2020;704,19;24,46;17.222;9.377;54,45;5917;2,91
3524709;Jaguariúna;RA de Campinas;4;3;Campinas;2020;141,39;387,92;54.848;53.844;98,17;18476;2,97
3524808;Jales;RA de São José do Rio Preto;14;15;São José do Rio Preto;2020;368,57;128,21;47.254;44.467;94,1;17973;2,63
3524907;Jambeiro;RA de São José dos Campos;15;17;Taubaté;2020;184,41;33,7;6.214;2.975;47,88;2120;2,93
3525003;Jandira;RM de São Paulo;10;10;Grande São Paulo;2020;17,45;7083,27;123.603;123.603;100;43029;2,87
3525102;Jardinópolis;RA de Ribeirão Preto;11;1;Ribeirão Preto;2020;501,87;85,47;42.893;42.070;98,08;14067;3,05
3525201;Jarinu;RA de Campinas;4;3;Campinas;2020;207,55;143,68;29.820;25.692;86,16;9707;3,07
3525300;Jaú;RA de Bauru;3;12;Bauru;2020;687,1;214,68;147.505;143.891;97,55;50233;2,94
3525409;Jeriquara;RA de Franca;6;4;Franca;2020;141,97;22,12;3.141;2.733;87,01;1097;2,86
3525508;Joanópolis;RA de Campinas;4;3;Campinas;2020;374,29;33,84;12.666;12.666;100;4590;2,76
3525607;João Ramalho;RA de Marília;8;2;Presidente Prudente;2020;415,45;10,55;4.384;3.903;89,03;1530;2,87
3525706;José Bonifácio;RA de São José do Rio Preto;14;15;São José do Rio Preto;2020;860,2;41,83;35.981;33.223;92,33;12581;2,86
3525805;Júlio Mesquita;RA de Marília;8;5;Marília;2020;128,18;36,2;4.640;4.430;95,47;1585;2,93
3525854;Jumirim;RA de Sorocaba;13;6;Sorocaba;2020;56,69;58,32;3.306;2.175;65,79;1151;2,87
3525904;Jundiaí;RA de Campinas;4;3;Campinas;2020;431,21;943,89;407.016;395.118;97,08;141326;2,88
3526001;Junqueirópolis;RA de Presidente Prudente;9;2;Presidente Prudente;2020;582,57;34,44;20.065;17.068;85,06;6557;3,06
3526100;Juquiá;RA de Registro;16;9;Registro;2020;812,8;23,16;18.828;12.310;65,38;6362;2,96
3526209;Juquitiba;RM de São Paulo;10;10;Grande São Paulo;2020;522,17;58,22;30.401;26.087;85,81;10331;2,94
3526308;Lagoinha;RA de São José dos Campos;15;17;Taubaté;2020;255,47;18,86;4.819;3.421;70,99;1827;2,64
3526407;Laranjal Paulista;RA de Sorocaba;13;12;Bauru;2020;384,27;72,43;27.834;25.207;90,56;9453;2,94
3526506;Lavínia;RA de Araçatuba;1;7;Araçatuba;2020;537,68;15,81;8.500;4.148;48,8;1818;4,68
3526605;Lavrinhas;RA de São José dos Campos;15;17;Taubaté;2020;167,07;42,9;7.167;6.741;94,06;2280;3,14
3526704;Leme;RA de Campinas;4;11;Piracicaba;2020;402,87;250,64;100.975;99.174;98,22;34413;2,93
3526803;Lençóis Paulista;RA de Bauru;3;12;Bauru;2020;809,54;81,95;66.343;65.168;98,23;22093;3,00
3526902;Limeira;RA de Campinas;4;11;Piracicaba;2020;580,71;510,24;296.300;289.378;97,66;101231;2,93
3527009;Lindóia;RA de Campinas;4;3;Campinas;2020;48,76;158,37;7.722;7.722;100;2798;2,76
3527108;Lins;RA de Bauru;3;12;Bauru;2020;570,06;131,72;75.087;74.209;98,83;26254;2,86
3527207;Lorena;RA de São José dos Campos;15;17;Taubaté;2020;414,16;209,19;86.639;84.522;97,56;28837;3,00
3527256;Lourdes;RA de Araçatuba;1;7;Araçatuba;2020;113,94;19,15;2.182;1.870;85,7;807;2,70
3527306;Louveira;RA de Campinas;4;3;Campinas;2020;55,13;875,53;48.268;47.122;97,63;16407;2,94
3527405;Lucélia;RA de Presidente Prudente;9;5;Marília;2020;314,81;66,77;21.019;18.381;87,45;7012;3,00
3527504;Lucianópolis;RA de Bauru;3;12;Bauru;2020;189,54;11,93;2.261;1.843;81,51;771;2,93
3527603;Luís Antônio;RA de Ribeirão Preto;11;1;Ribeirão Preto;2020;598,26;23,68;14.166;13.961;98,55;4688;3,02
3527702;Luiziânia;RA de Araçatuba;1;7;Araçatuba;2020;166,58;34,54;5.754;5.441;94,56;1948;2,95
3527801;Lupércio;RA de Marília;8;5;Marília;2020;155,17;28,49;4.421;4.196;94,91;1483;2,98
3527900;Lutécia;RA de Marília;8;5;Marília;2020;475,23;5,52;2.621;2.197;83,82;975;2,69
3528007;Macatuba;RA de Bauru;3;12;Bauru;2020;224,51;75,42;16.932;16.559;97,8;5386;3,14
3528106;Macaubal;RA de São José do Rio Preto;14;15;São José do Rio Preto;2020;248,09;31,23;7.749;7.028;90,7;2971;2,61
3528205;Macedônia;RA de São José do Rio Preto;14;15;São José do Rio Preto;2020;327,57;10,91;3.574;2.844;79,57;1346;2,66
3528304;Magda;RA de São José do Rio Preto;14;15;São José do Rio Preto;2020;312,28;9,89;3.088;2.641;85,52;1184;2,61
3528403;Mairinque;RA de Sorocaba;13;6;Sorocaba;2020;210,15;220,43;46.323;37.178;80,26;15449;3,00
3528502;Mairiporã;RM de São Paulo;10;10;Grande São Paulo;2020;320,7;307,52;98.622;90.911;92,18;31235;3,16
3528601;Manduri;RA de Sorocaba;13;12;Bauru;2020;229,05;41,58;9.525;8.786;92,24;3349;2,84
3528700;Marabá Paulista;RA de Presidente Prudente;9;2;Presidente Prudente;2020;919,52;5,36;4.931;2.195;44,51;1367;3,61
3528809;Maracaí;RA de Marília;8;5;Marília;2020;533,5;25,34;13.521;12.503;92,47;4918;2,75
3528858;Marapoama;RA de São José do Rio Preto;14;15;São José do Rio Preto;2020;111,27;26,12;2.906;2.617;90,06;1074;2,71
3528908;Mariápolis;RA de Presidente Prudente;9;5;Marília;2020;186,54;21,31;3.975;3.406;85,69;1450;2,74
3529005;Marília;RA de Marília;8;5;Marília;2020;1170,52;197,82;231.554;221.166;95,51;80584;2,87
3529104;Marinópolis;RA de São José do Rio Preto;14;15;São José do Rio Preto;2020;77,83;26,94;2.097;1.728;82,4;753;2,78
3529203;Martinópolis;RA de Presidente Prudente;9;2;Presidente Prudente;2020;1253,56;20,48;25.668;22.310;86,92;8650;2,97
3529302;Matão;RA Central;5;8;Araraquara;2020;524,9;152,45;80.020;78.552;98,17;27750;2,88
3529401;Mauá;RM de São Paulo;10;10;Grande São Paulo;2020;61,91;7432,27;460.132;460.132;100;156862;2,93
3529500;Mendonça;RA de São José do Rio Preto;14;15;São José do Rio Preto;2020;195,15;25,84;5.043;4.386;86,97;1870;2,70
3529609;Meridiano;RA de São José do Rio Preto;14;15;São José do Rio Preto;2020;228,2;16,38;3.739;2.709;72,45;1353;2,76
3529658;Mesópolis;RA de São José do Rio Preto;14;15;São José do Rio Preto;2020;148,64;12,74;1.893;1.635;86,37;693;2,73
3529708;Miguelópolis;RA de Franca;6;4;Franca;2020;820,85;26,1;21.424;20.459;95,5;7557;2,83
3529807;Mineiros do Tietê;RA de Bauru;3;12;Bauru;2020;213,24;59,07;12.597;12.034;95,53;4237;2,97
3529906;Miracatu;RA de Registro;16;9;Registro;2020;1001,48;19,9;19.934;10.767;54,01;6519;3,06
3530003;Mira Estrela;RA de São José do Rio Preto;14;15;São José do Rio Preto;2020;216,83;13,55;2.939;1.960;66,69;1169;2,51
3530102;Mirandópolis;RA de Araçatuba;1;7;Araçatuba;2020;917,69;31,22;28.646;26.161;91,33;8973;3,19
3530201;Mirante do Paranapanema;RA de Presidente Prudente;9;2;Presidente Prudente;2020;1238,93;14,34;17.769;10.463;58,88;6302;2,82
3530300;Mirassol;RA de São José do Rio Preto;14;15;São José do Rio Preto;2020;243,23;237,73;57.824;56.363;97,47;20648;2,80
3530409;Mirassolândia;RA de São José do Rio Preto;14;15;São José do Rio Preto;2020;166,13;28,3;4.702;3.823;81,31;1656;2,84
