Código IBGE;Município;Região Administrativa;Código RA;Código DRS;DRS;   Ano   ;Sexo;Idade;População
3528106;Macaubal;RA de São José do Rio Preto;14;15;São José do Rio Preto;2020;Homens;30 a 34;306
3528205;Macedônia;RA de São José do Rio Preto;14;15;São José do Rio Preto;2020;Homens;30 a 34;125
3528304;Magda;RA de São José do Rio Preto;14;15;São José do Rio Preto;2020;Homens;30 a 34;110
3528403;Mairinque;RA de Sorocaba;13;6;Sorocaba;2020;Homens;30 a 34;1.732
3528502;Mairiporã;RM de São Paulo;10;10;Grande São Paulo;2020;Homens;30 a 34;4.091
3528601;Manduri;RA de Sorocaba;13;12;Bauru;2020;Homens;30 a 34;408
3528700;Marabá Paulista;RA de Presidente Prudente;9;2;Presidente Prudente;2020;Homens;30 a 34;325
3528809;Maracaí;RA de Marília;8;5;Marília;2020;Homens;30 a 34;557
3528858;Marapoama;RA de São José do Rio Preto;14;15;São José do Rio Preto;2020;Homens;30 a 34;138
3528908;Mariápolis;RA de Presidente Prudente;9;5;Marília;2020;Homens;30 a 34;187
3529005;Marília;RA de Marília;8;5;Marília;2020;Homens;30 a 34;9.427
3529104;Marinópolis;RA de São José do Rio Preto;14;15;São José do Rio Preto;2020;Homens;30 a 34;69
3529203;Martinópolis;RA de Presidente Prudente;9;2;Presidente Prudente;2020;Homens;30 a 34;1.215
3529302;Matão;RA Central;5;8;Araraquara;2020;Homens;30 a 34;3.430
3529401;Mauá;RM de São Paulo;10;10;Grande São Paulo;2020;Homens;30 a 34;20.564
3529500;Mendonça;RA de São José do Rio Preto;14;15;São José do Rio Preto;2020;Homens;30 a 34;250
3529609;Meridiano;RA de São José do Rio Preto;14;15;São José do Rio Preto;2020;Homens;30 a 34;139
3529658;Mesópolis;RA de São José do Rio Preto;14;15;São José do Rio Preto;2020;Homens;30 a 34;66
3529708;Miguelópolis;RA de Franca;6;4;Franca;2020;Homens;30 a 34;868
3529807;Mineiros do Tietê;RA de Bauru;3;12;Bauru;2020;Homens;30 a 34;476
3529906;Miracatu;RA de Registro;16;9;Registro;2020;Homens;30 a 34;597
3530003;Mira Estrela;RA de São José do Rio Preto;14;15;São José do Rio Preto;2020;Homens;30 a 34;116
3530102;Mirandópolis;RA de Araçatuba;1;7;Araçatuba;2020;Homens;30 a 34;1.731
3530201;Mirante do Paranapanema;RA de Presidente Prudente;9;2;Presidente Prudente;2020;Homens;30 a 34;682
3530300;Mirassol;RA de São José do Rio Preto;14;15;São José do Rio Preto;2020;Homens;30 a 34;2.457
3530409;Mirassolândia;RA de São José do Rio Preto;14;15;São José do Rio Preto;2020;Homens;30 a 34;172
3530508;Mococa;RA de Campinas;4;14;São João da Boa Vista;2020;Homens;30 a 34;2.668
3530607;Mogi das Cruzes;RM de São Paulo;10;10;Grande São Paulo;2020;Homens;30 a 34;17.454
3530706;Mogi Guaçu;RA de Campinas;4;14;São João da Boa Vista;2020;Homens;30 a 34;6.259
3530805;Mogi Mirim;RA de Campinas;4;14;São João da Boa Vista;2020;Homens;30 a 34;3.630
3530904;Mombuca;RA de Campinas;4;11;Piracicaba;2020;Homens;30 a 34;136
3531001;Monções;RA de São José do Rio Preto;14;15;São José do Rio Preto;2020;Homens;30 a 34;102
3531100;Mongaguá;RA de Santos;12;13;Baixada Santista;2020;Homens;30 a 34;2.140
3531209;Monte Alegre do Sul;RA de Campinas;4;3;Campinas;2020;Homens;30 a 34;333
3531308;Monte Alto;RA de Ribeirão Preto;11;1;Ribeirão Preto;2020;Homens;30 a 34;1.975
3531407;Monte Aprazível;RA de São José do Rio Preto;14;15;São José do Rio Preto;2020;Homens;30 a 34;1.059
3531506;Monte Azul Paulista;RA de Barretos;2;16;Barretos;2020;Homens;30 a 34;753
3531605;Monte Castelo;RA de Presidente Prudente;9;2;Presidente Prudente;2020;Homens;30 a 34;134
3531704;Monteiro Lobato;RA de São José dos Campos;15;17;Taubaté;2020;Homens;30 a 34;168
3531803;Monte Mor;RA de Campinas;4;3;Campinas;2020;Homens;30 a 34;2.708
3531902;Morro Agudo;RA de Franca;6;4;Franca;2020;Homens;30 a 34;1.562
3532009;Morungaba;RA de Campinas;4;3;Campinas;2020;Homens;30 a 34;587
3532058;Motuca;RA Central;5;8;Araraquara;2020;Homens;30 a 34;192
3532108;Murutinga do Sul;RA de Araçatuba;1;7;Araçatuba;2020;Homens;30 a 34;157
3532157;Nantes;RA de Presidente Prudente;9;2;Presidente Prudente;2020;Homens;30 a 34;127
3532207;Narandiba;RA de Presidente Prudente;9;2;Presidente Prudente;2020;Homens;30 a 34;188
3532306;Natividade da Serra;RA de São José dos Campos;15;17;Taubaté;2020;Homens;30 a 34;218
3532405;Nazaré Paulista;RA de Campinas;4;3;Campinas;2020;Homens;30 a 34;790
3532504;Neves Paulista;RA de São José do Rio Preto;14;15;São José do Rio Preto;2020;Homens;30 a 34;342
3532603;Nhandeara;RA de São José do Rio Preto;14;15;São José do Rio Preto;2020;Homens;30 a 34;457
3532702;Nipoã;RA de São José do Rio Preto;14;15;São José do Rio Preto;2020;Homens;30 a 34;263
3532801;Nova Aliança;RA de São José do Rio Preto;14;15;São José do Rio Preto;2020;Homens;30 a 34;270
3532827;Nova Campina;RA de Itapeva;7;6;Sorocaba;2020;Homens;30 a 34;355
3532843;Nova Canaã Paulista;RA de São José do Rio Preto;14;15;São José do Rio Preto;2020;Homens;30 a 34;56
3532868;Nova Castilho;RA de Araçatuba;1;7;Araçatuba;2020;Homens;30 a 34;38
3532900;Nova Europa;RA Central;5;8;Araraquara;2020;Homens;30 a 34;524
3533007;Nova Granada;RA de São José do Rio Preto;14;15;São José do Rio Preto;2020;Homens;30 a 34;982
3533106;Nova Guataporanga;RA de Presidente Prudente;9;2;Presidente Prudente;2020;Homens;30 a 34;84
3533205;Nova Independência;RA de Araçatuba;1;7;Araçatuba;2020;Homens;30 a 34;167
3533254;Novais;RA de São José do Rio Preto;14;15;São José do Rio Preto;2020;Homens;30 a 34;349
3533304;Nova Luzitânia;RA de Araçatuba;1;7;Araçatuba;2020;Homens;30 a 34;204
3533403;Nova Odessa;RA de Campinas;4;3;Campinas;2020;Homens;30 a 34;2.636
3533502;Novo Horizonte;RA de São José do Rio Preto;14;15;São José do Rio Preto;2020;Homens;30 a 34;1.735
3533601;Nuporanga;RA de Franca;6;4;Franca;2020;Homens;30 a 34;342
3533700;Ocauçu;RA de Marília;8;5;Marília;2020;Homens;30 a 34;167
3533809;Óleo;RA de Marília;8;5;Marília;2020;Homens;30 a 34;71
3533908;Olímpia;RA de Barretos;2;16;Barretos;2020;Homens;30 a 34;2.243
3534005;Onda Verde;RA de São José do Rio Preto;14;15;São José do Rio Preto;2020;Homens;30 a 34;206
3534104;Oriente;RA de Marília;8;5;Marília;2020;Homens;30 a 34;266
3534203;Orindiúva;RA de São José do Rio Preto;14;15;São José do Rio Preto;2020;Homens;30 a 34;338
3534302;Orlândia;RA de Franca;6;4;Franca;2020;Homens;30 a 34;1.783
3534401;Osasco;RM de São Paulo;10;10;Grande São Paulo;2020;Homens;30 a 34;28.323
3534500;Oscar Bressane;RA de Marília;8;5;Marília;2020;Homens;30 a 34;88
3534609;Osvaldo Cruz;RA de Presidente Prudente;9;5;Marília;2020;Homens;30 a 34;1.155
3534708;Ourinhos;RA de Marília;8;5;Marília;2020;Homens;30 a 34;4.305
3534757;Ouroeste;RA de São José do Rio Preto;14;15;São José do Rio Preto;2020;Homens;30 a 34;420
3534807;Ouro Verde;RA de Presidente Prudente;9;2;Presidente Prudente;2020;Homens;30 a 34;354
3534906;Pacaembu;RA de Presidente Prudente;9;5;Marília;2020;Homens;30 a 34;858
3535002;Palestina;RA de São José do Rio Preto;14;15;São José do Rio Preto;2020;Homens;30 a 34;585
3535101;Palmares Paulista;RA de São José do Rio Preto;14;15;São José do Rio Preto;2020;Homens;30 a 34;890
3535200;Palmeira d'Oeste;RA de São José do Rio Preto;14;15;São José do Rio Preto;2020;Homens;30 a 34;299
3535309;Palmital;RA de Marília;8;5;Marília;2020;Homens;30 a 34;769
3535408;Panorama;RA de Presidente Prudente;9;2;Presidente Prudente;2020;Homens;30 a 34;597
3535507;Paraguaçu Paulista;RA de Marília;8;5;Marília;2020;Homens;30 a 34;2.012
3535606;Paraibuna;RA de São José dos Campos;15;17;Taubaté;2020;Homens;30 a 34;713
3535705;Paraíso;RA de São José do Rio Preto;14;15;São José do Rio Preto;2020;Homens;30 a 34;256
3535804;Paranapanema;RA de Itapeva;7;12;Bauru;2020;Homens;30 a 34;778
3535903;Paranapuã;RA de São José do Rio Preto;14;15;São José do Rio Preto;2020;Homens;30 a 34;139
3536000;Parapuã;RA de Marília;8;5;Marília;2020;Homens;30 a 34;442
3536109;Pardinho;RA de Sorocaba;13;12;Bauru;2020;Homens;30 a 34;263
3536208;Pariquera-Açu;RA de Registro;16;9;Registro;2020;Homens;30 a 34;659
3536257;Parisi;RA de São José do Rio Preto;14;15;São José do Rio Preto;2020;Homens;30 a 34;82
3536307;Patrocínio Paulista;RA de Franca;6;4;Franca;2020;Homens;30 a 34;582
3536406;Paulicéia;RA de Presidente Prudente;9;2;Presidente Prudente;2020;Homens;30 a 34;334
3536505;Paulínia;RA de Campinas;4;3;Campinas;2020;Homens;30 a 34;4.783
3536570;Paulistânia;RA de Bauru;3;12;Bauru;2020;Homens;30 a 34;78
3536604;Paulo de Faria;RA de São José do Rio Preto;14;15;São José do Rio Preto;2020;Homens;30 a 34;344
3536703;Pederneiras;RA de Bauru;3;12;Bauru;2020;Homens;30 a 34;1.908
3536802;Pedra Bela;RA de Campinas;4;3;Campinas;2020;Homens;30 a 34;247
3536901;Pedranópolis;RA de São José do Rio Preto;14;15;São José do Rio Preto;2020;Homens;30 a 34;71
3537008;Pedregulho;RA de Franca;6;4;Franca;2020;Homens;30 a 34;722
3537107;Pedreira;RA de Campinas;4;3;Campinas;2020;Homens;30 a 34;2.181
3537156;Pedrinhas Paulista;RA de Marília;8;5;Marília;2020;Homens;30 a 34;118
3537206;Pedro de Toledo;RA de Registro;16;9;Registro;2020;Homens;30 a 34;326
3537305;Penápolis;RA de Araçatuba;1;7;Araçatuba;2020;Homens;30 a 34;2.398
3537404;Pereira Barreto;RA de Araçatuba;1;7;Araçatuba;2020;Homens;30 a 34;999
3537503;Pereiras;RA de Sorocaba;13;12;Bauru;2020;Homens;30 a 34;417
3537602;Peruíbe;RA de Santos;12;13;Baixada Santista;2020;Homens;30 a 34;2.095
3537701;Piacatu;RA de Araçatuba;1;7;Araçatuba;2020;Homens;30 a 34;263
3537800;Piedade;RA de Sorocaba;13;6;Sorocaba;2020;Homens;30 a 34;2.067
3537909;Pilar do Sul;RA de Sorocaba;13;6;Sorocaba;2020;Homens;30 a 34;1.087
3538006;Pindamonhangaba;RA de São José dos Campos;15;17;Taubaté;2020;Homens;30 a 34;6.736
3538105;Pindorama;RA de São José do Rio Preto;14;15;São José do Rio Preto;2020;Homens;30 a 34;769
3538204;Pinhalzinho;RA de Campinas;4;3;Campinas;2020;Homens;30 a 34;624
3538303;Piquerobi;RA de Presidente Prudente;9;2;Presidente Prudente;2020;Homens;30 a 34;133
3538501;Piquete;RA de São José dos Campos;15;17;Taubaté;2020;Homens;30 a 34;543
3538600;Piracaia;RA de Campinas;4;3;Campinas;2020;Homens;30 a 34;1.032
3538709;Piracicaba;RA de Campinas;4;11;Piracicaba;2020;Homens;30 a 34;16.582
3538808;Piraju;RA de Itapeva;7;12;Bauru;2020;Homens;30 a 34;1.079
3538907;Pirajuí;RA de Bauru;3;12;Bauru;2020;Homens;30 a 34;1.302
3539004;Pirangi;RA de Barretos;2;15;São José do Rio Preto;2020;Homens;30 a 34;434
3539103;Pirapora do Bom Jesus;RM de São Paulo;10;10;Grande São Paulo;2020;Homens;30 a 34;801
3539202;Pirapozinho;RA de Presidente Prudente;9;2;Presidente Prudente;2020;Homens;30 a 34;1.180
3539301;Pirassununga;RA de Campinas;4;11;Piracicaba;2020;Homens;30 a 34;2.998
3539400;Piratininga;RA de Bauru;3;12;Bauru;2020;Homens;30 a 34;581
3539509;Pitangueiras;RA de Ribeirão Preto;11;1;Ribeirão Preto;2020;Homens;30 a 34;1.687
3539608;Planalto;RA de São José do Rio Preto;14;15;São José do Rio Preto;2020;Homens;30 a 34;222
3539707;Platina;RA de Marília;8;5;Marília;2020;Homens;30 a 34;141
3539806;Poá;RM de São Paulo;10;10;Grande São Paulo;2020;Homens;30 a 34;4.645
3539905;Poloni;RA de São José do Rio Preto;14;15;São José do Rio Preto;2020;Homens;30 a 34;275
3540002;Pompéia;RA de Marília;8;5;Marília;2020;Homens;30 a 34;870
3540101;Pongaí;RA de Bauru;3;12;Bauru;2020;Homens;30 a 34;130
3540200;Pontal;RA de Ribeirão Preto;11;1;Ribeirão Preto;2020;Homens;30 a 34;2.845
3540259;Pontalinda;RA de São José do Rio Preto;14;15;São José do Rio Preto;2020;Homens;30 a 34;230
3540309;Pontes Gestal;RA de São José do Rio Preto;14;15;São José do Rio Preto;2020;Homens;30 a 34;99
3540408;Populina;RA de São José do Rio Preto;14;15;São José do Rio Preto;2020;Homens;30 a 34;160
3540507;Porangaba;RA de Sorocaba;13;12;Bauru;2020;Homens;30 a 34;366
3540606;Porto Feliz;RA de Sorocaba;13;6;Sorocaba;2020;Homens;30 a 34;2.251
3540705;Porto Ferreira;RA Central;5;8;Araraquara;2020;Homens;30 a 34;2.288
3540754;Potim;RA de São José dos Campos;15;17;Taubaté;2020;Homens;30 a 34;1.285
3540804;Potirendaba;RA de São José do Rio Preto;14;15;São José do Rio Preto;2020;Homens;30 a 34;843
3540853;Pracinha;RA de Presidente Prudente;9;5;Marília;2020;Homens;30 a 34;231
3540903;Pradópolis;RA de Ribeirão Preto;11;1;Ribeirão Preto;2020;Homens;30 a 34;1.126
3541000;Praia Grande;RA de Santos;12;13;Baixada Santista;2020;Homens;30 a 34;12.734
3541059;Pratânia;RA de Sorocaba;13;12;Bauru;2020;Homens;30 a 34;252
3541109;Presidente Alves;RA de Bauru;3;12;Bauru;2020;Homens;30 a 34;177
3541208;Presidente Bernardes;RA de Presidente Prudente;9;2;Presidente Prudente;2020;Homens;30 a 34;579
3541307;Presidente Epitácio;RA de Presidente Prudente;9;2;Presidente Prudente;2020;Homens;30 a 34;1.622
3541406;Presidente Prudente;RA de Presidente Prudente;9;2;Presidente Prudente;2020;Homens;30 a 34;8.855
3541505;Presidente Venceslau;RA de Presidente Prudente;9;2;Presidente Prudente;2020;Homens;30 a 34;1.707
3541604;Promissão;RA de Bauru;3;12;Bauru;2020;Homens;30 a 34;1.712
3541653;Quadra;RA de Sorocaba;13;6;Sorocaba;2020;Homens;30 a 34;117
3541703;Quatá;RA de Marília;8;2;Presidente Prudente;2020;Homens;30 a 34;570
3541802;Queiroz;RA de Marília;8;5;Marília;2020;Homens;30 a 34;146
3541901;Queluz;RA de São José dos Campos;15;17;Taubaté;2020;Homens;30 a 34;527
3542008;Quintana;RA de Marília;8;5;Marília;2020;Homens;30 a 34;278
3542107;Rafard;RA de Campinas;4;11;Piracicaba;2020;Homens;30 a 34;359
3542206;Rancharia;RA de Presidente Prudente;9;2;Presidente Prudente;2020;Homens;30 a 34;1.096
3542305;Redenção da Serra;RA de São José dos Campos;15;17;Taubaté;2020;Homens;30 a 34;114
3542404;Regente Feijó;RA de Presidente Prudente;9;2;Presidente Prudente;2020;Homens;30 a 34;770
3542503;Reginópolis;RA de Bauru;3;12;Bauru;2020;Homens;30 a 34;354
3542602;Registro;RA de Registro;16;9;Registro;2020;Homens;30 a 34;1.839
3542701;Restinga;RA de Franca;6;4;Franca;2020;Homens;30 a 34;346
3542800;Ribeira;RA de Itapeva;7;6;Sorocaba;2020;Homens;30 a 34;74
3542909;Ribeirão Bonito;RA Central;5;8;Araraquara;2020;Homens;30 a 34;539
3543006;Ribeirão Branco;RA de Itapeva;7;6;Sorocaba;2020;Homens;30 a 34;602
3543105;Ribeirão Corrente;RA de Franca;6;4;Franca;2020;Homens;30 a 34;220
3543204;Ribeirão do Sul;RA de Marília;8;5;Marília;2020;Homens;30 a 34;143
3543238;Ribeirão dos Índios;RA de Presidente Prudente;9;2;Presidente Prudente;2020;Homens;30 a 34;64
3543253;Ribeirão Grande;RA de Itapeva;7;6;Sorocaba;2020;Homens;30 a 34;268
3543303;Ribeirão Pires;RM de São Paulo;10;10;Grande São Paulo;2020;Homens;30 a 34;4.868
3543402;Ribeirão Preto;RA de Ribeirão Preto;11;1;Ribeirão Preto;2020;Homens;30 a 34;31.623
3543501;Riversul;RA de Itapeva;7;6;Sorocaba;2020;Homens;30 a 34;153
3543600;Rifaina;RA de Franca;6;4;Franca;2020;Homens;30 a 34;146
3543709;Rincão;RA Central;5;8;Araraquara;2020;Homens;30 a 34;406
3543808;Rinópolis;RA de Marília;8;5;Marília;2020;Homens;30 a 34;430
3543907;Rio Claro;RA de Campinas;4;11;Piracicaba;2020;Homens;30 a 34;8.761
3544004;Rio das Pedras;RA de Campinas;4;11;Piracicaba;2020;Homens;30 a 34;1.689
3544103;Rio Grande da Serra;RM de São Paulo;10;10;Grande São Paulo;2020;Homens;30 a 34;2.167
3544202;Riolândia;RA de São José do Rio Preto;14;15;São José do Rio Preto;2020;Homens;30 a 34;820
3544251;Rosana;RA de Presidente Prudente;9;2;Presidente Prudente;2020;Homens;30 a 34;659
3544301;Roseira;RA de São José dos Campos;15;17;Taubaté;2020;Homens;30 a 34;424
3544400;Rubiácea;RA de Araçatuba;1;7;Araçatuba;2020;Homens;30 a 34;144
3544509;Rubinéia;RA de São José do Rio Preto;14;15;São José do Rio Preto;2020;Homens;30 a 34;110
3544608;Sabino;RA de Bauru;3;12;Bauru;2020;Homens;30 a 34;200
3544707;Sagres;RA de Presidente Prudente;9;5;Marília;2020;Homens;30 a 34;73
3544806;Sales;RA de São José do Rio Preto;14;15;São José do Rio Preto;2020;Homens;30 a 34;245
3544905;Sales Oliveira;RA de Franca;6;4;Franca;2020;Homens;30 a 34;529
3545001;Salesópolis;RM de São Paulo;10;10;Grande São Paulo;2020;Homens;30 a 34;616
3545100;Salmourão;RA de Presidente Prudente;9;5;Marília;2020;Homens;30 a 34;209
3545159;Saltinho;RA de Campinas;4;11;Piracicaba;2020;Homens;30 a 34;356
3545209;Salto;RA de Sorocaba;13;6;Sorocaba;2020;Homens;30 a 34;5.114
3545308;Salto de Pirapora;RA de Sorocaba;13;6;Sorocaba;2020;Homens;30 a 34;1.824
3545407;Salto Grande;RA de Marília;8;5;Marília;2020;Homens;30 a 34;280
3545506;Sandovalina;RA de Presidente Prudente;9;2;Presidente Prudente;2020;Homens;30 a 34;150
3545605;Santa Adélia;RA de São José do Rio Preto;14;15;São José do Rio Preto;2020;Homens;30 a 34;618
3545704;Santa Albertina;RA de São José do Rio Preto;14;15;São José do Rio Preto;2020;Homens;30 a 34;232
3545803;Santa Bárbara d'Oeste;RA de Campinas;4;3;Campinas;2020;Homens;30 a 34;8.345
3546009;Santa Branca;RA de São José dos Campos;15;17;Taubaté;2020;Homens;30 a 34;553
3546108;Santa Clara d'Oeste;RA de São José do Rio Preto;14;15;São José do Rio Preto;2020;Homens;30 a 34;83
3546207;Santa Cruz da Conceição;RA de Campinas;4;11;Piracicaba;2020;Homens;30 a 34;170
3546256;Santa Cruz da Esperança;RA de Ribeirão Preto;11;1;Ribeirão Preto;2020;Homens;30 a 34;85
3546306;Santa Cruz das Palmeiras;RA de Campinas;4;14;São João da Boa Vista;2020;Homens;30 a 34;1.647
3546405;Santa Cruz do Rio Pardo;RA de Marília;8;5;Marília;2020;Homens;30 a 34;1.655
3546504;Santa Ernestina;RA Central;5;8;Araraquara;2020;Homens;30 a 34;278
3546603;Santa Fé do Sul;RA de São José do Rio Preto;14;15;São José do Rio Preto;2020;Homens;30 a 34;1.299
3546702;Santa Gertrudes;RA de Campinas;4;11;Piracicaba;2020;Homens;30 a 34;1.365
3546801;Santa Isabel;RM de São Paulo;10;10;Grande São Paulo;2020;Homens;30 a 34;2.270
3546900;Santa Lúcia;RA Central;5;8;Araraquara;2020;Homens;30 a 34;392
3547007;Santa Maria da Serra;RA de Campinas;4;11;Piracicaba;2020;Homens;30 a 34;307
3547106;Santa Mercedes;RA de Presidente Prudente;9;2;Presidente Prudente;2020;Homens;30 a 34;109
3547205;Santana da Ponte Pensa;RA de São José do Rio Preto;14;15;São José do Rio Preto;2020;Homens;30 a 34;62
3547304;Santana de Parnaíba;RM de São Paulo;10;10;Grande São Paulo;2020;Homens;30 a 34;5.989
3547403;Santa Rita d'Oeste;RA de São José do Rio Preto;14;15;São José do Rio Preto;2020;Homens;30 a 34;85
3547502;Santa Rita do Passa Quatro;RA Central;5;1;Ribeirão Preto;2020;Homens;30 a 34;973
3547601;Santa Rosa de Viterbo;RA de Ribeirão Preto;11;1;Ribeirão Preto;2020;Homens;30 a 34;1.095
3547650;Santa Salete;RA de São José do Rio Preto;14;15;São José do Rio Preto;2020;Homens;30 a 34;52
3547700;Santo Anastácio;RA de Presidente Prudente;9;2;Presidente Prudente;2020;Homens;30 a 34;748
3547809;Santo André;RM de São Paulo;10;10;Grande São Paulo;2020;Homens;30 a 34;28.369
3547908;Santo Antônio da Alegria;RA de Ribeirão Preto;11;1;Ribeirão Preto;2020;Homens;30 a 34;318
3548005;Santo Antônio de Posse;RA de Campinas;4;3;Campinas;2020;Homens;30 a 34;1.037
3548054;Santo Antônio do Aracanguá;RA de Araçatuba;1;7;Araçatuba;2020;Homens;30 a 34;345
3548104;Santo Antônio do Jardim;RA de Campinas;4;14;São João da Boa Vista;2020;Homens;30 a 34;219
3548203;Santo Antônio do Pinhal;RA de São José dos Campos;15;17;Taubaté;2020;Homens;30 a 34;257
3548302;Santo Expedito;RA de Presidente Prudente;9;2;Presidente Prudente;2020;Homens;30 a 34;110
3548401;Santópolis do Aguapeí;RA de Araçatuba;1;7;Araçatuba;2020;Homens;30 a 34;256
3548500;Santos;RA de Santos;12;13;Baixada Santista;2020;Homens;30 a 34;15.537
3548609;São Bento do Sapucaí;RA de São José dos Campos;15;17;Taubaté;2020;Homens;30 a 34;375
3548708;São Bernardo do Campo;RM de São Paulo;10;10;Grande São Paulo;2020;Homens;30 a 34;33.697
3548807;São Caetano do Sul;RM de São Paulo;10;10;Grande São Paulo;2020;Homens;30 a 34;5.653
3548906;São Carlos;RA Central;5;8;Araraquara;2020;Homens;30 a 34;10.804
3549003;São Francisco;RA de São José do Rio Preto;14;15;São José do Rio Preto;2020;Homens;30 a 34;94
3549102;São João da Boa Vista;RA de Campinas;4;14;São João da Boa Vista;2020;Homens;30 a 34;3.536
3549201;São João das Duas Pontes;RA de São José do Rio Preto;14;15;São José do Rio Preto;2020;Homens;30 a 34;88
3549250;São João de Iracema;RA de Araçatuba;1;15;São José do Rio Preto;2020;Homens;30 a 34;66
3549300;São João do Pau d'Alho;RA de Presidente Prudente;9;2;Presidente Prudente;2020;Homens;30 a 34;69
3549409;São Joaquim da Barra;RA de Franca;6;4;Franca;2020;Homens;30 a 34;2.131
3549508;São José da Bela Vista;RA de Franca;6;4;Franca;2020;Homens;30 a 34;388
3549607;São José do Barreiro;RA de São José dos Campos;15;17;Taubaté;2020;Homens;30 a 34;146
3549706;São José do Rio Pardo;RA de Campinas;4;14;São João da Boa Vista;2020;Homens;30 a 34;2.219
3549805;São José do Rio Preto;RA de São José do Rio Preto;14;15;São José do Rio Preto;2020;Homens;30 a 34;19.454
3549904;São José dos Campos;RA de São José dos Campos;15;17;Taubaté;2020;Homens;30 a 34;30.113
3549953;São Lourenço da Serra;RM de São Paulo;10;10;Grande São Paulo;2020;Homens;30 a 34;677
