Código IBGE;Município;Região Administrativa;Código RA;Código DRS;DRS;   Ano   ;Sexo;Idade;População
3501509;Alvinlândia;RA de Marília;8;5;Marília;2020;Homens;30 a 34;120
3501608;Americana;RA de Campinas;4;3;Campinas;2020;Homens;30 a 34;10.385
3501707;Américo Brasiliense;RA Central;5;8;Araraquara;2020;Homens;30 a 34;1.960
3501806;Américo de Campos;RA de São José do Rio Preto;14;15;São José do Rio Preto;2020;Homens;30 a 34;221
3501905;Amparo;RA de Campinas;4;3;Campinas;2020;Homens;30 a 34;3.039
3502002;Analândia;RA de Campinas;4;11;Piracicaba;2020;Homens;30 a 34;197
3502101;Andradina;RA de Araçatuba;1;7;Araçatuba;2020;Homens;30 a 34;2.256
3502200;Angatuba;RA de Itapeva;7;6;Sorocaba;2020;Homens;30 a 34;986
3502309;Anhembi;RA de Sorocaba;13;12;Bauru;2020;Homens;30 a 34;258
3502408;Anhumas;RA de Presidente Prudente;9;2;Presidente Prudente;2020;Homens;30 a 34;172
3502507;Aparecida;RA de São José dos Campos;15;17;Taubaté;2020;Homens;30 a 34;1.404
3502606;Aparecida d'Oeste;RA de São José do Rio Preto;14;15;São José do Rio Preto;2020;Homens;30 a 34;139
3502705;Apiaí;RA de Itapeva;7;6;Sorocaba;2020;Homens;30 a 34;744
3502754;Araçariguama;RA de Sorocaba;13;6;Sorocaba;2020;Homens;30 a 34;963
3502804;Araçatuba;RA de Araçatuba;1;7;Araçatuba;2020;Homens;30 a 34;7.529
3502903;Araçoiaba da Serra;RA de Sorocaba;13;6;Sorocaba;2020;Homens;30 a 34;1.295
3503000;Aramina;RA de Franca;6;4;Franca;2020;Homens;30 a 34;239
3503109;Arandu;RA de Itapeva;7;12;Bauru;2020;Homens;30 a 34;246
3503158;Arapeí;RA de São José dos Campos;15;17;Taubaté;2020;Homens;30 a 34;86
3503208;Araraquara;RA Central;5;8;Araraquara;2020;Homens;30 a 34;9.943
3503307;Araras;RA de Campinas;4;11;Piracicaba;2020;Homens;30 a 34;5.904
3503356;Arco-Íris;RA de Marília;8;5;Marília;2020;Homens;30 a 34;55
3503406;Arealva;RA de Bauru;3;12;Bauru;2020;Homens;30 a 34;316
3503505;Areias;RA de São José dos Campos;15;17;Taubaté;2020;Homens;30 a 34;139
3503604;Areiópolis;RA de Sorocaba;13;12;Bauru;2020;Homens;30 a 34;522
3503703;Ariranha;RA de São José do Rio Preto;14;15;São José do Rio Preto;2020;Homens;30 a 34;447
3503802;Artur Nogueira;RA de Campinas;4;3;Campinas;2020;Homens;30 a 34;2.515
3503901;Arujá;RM de São Paulo;10;10;Grande São Paulo;2020;Homens;30 a 34;3.805
3503950;Aspásia;RA de São José do Rio Preto;14;15;São José do Rio Preto;2020;Homens;30 a 34;67
3504008;Assis;RA de Marília;8;5;Marília;2020;Homens;30 a 34;4.370
3504107;Atibaia;RA de Campinas;4;3;Campinas;2020;Homens;30 a 34;5.790
3504206;Auriflama;RA de Araçatuba;1;7;Araçatuba;2020;Homens;30 a 34;638
3504305;Avaí;RA de Bauru;3;12;Bauru;2020;Homens;30 a 34;213
3504404;Avanhandava;RA de Araçatuba;1;7;Araçatuba;2020;Homens;30 a 34;603
3504503;Avaré;RA de Sorocaba;13;12;Bauru;2020;Homens;30 a 34;3.743
3504602;Bady Bassitt;RA de São José do Rio Preto;14;15;São José do Rio Preto;2020;Homens;30 a 34;688
3504701;Balbinos;RA de Bauru;3;12;Bauru;2020;Homens;30 a 34;597
3504800;Bálsamo;RA de São José do Rio Preto;14;15;São José do Rio Preto;2020;Homens;30 a 34;340
3504909;Bananal;RA de São José dos Campos;15;17;Taubaté;2020;Homens;30 a 34;372
3505005;Barão de Antonina;RA de Itapeva;7;12;Bauru;2020;Homens;30 a 34;128
3505104;Barbosa;RA de Araçatuba;1;7;Araçatuba;2020;Homens;30 a 34;321
3505203;Bariri;RA de Bauru;3;12;Bauru;2020;Homens;30 a 34;1.504
3505302;Barra Bonita;RA de Bauru;3;12;Bauru;2020;Homens;30 a 34;1.375
3505351;Barra do Chapéu;RA de Itapeva;7;6;Sorocaba;2020;Homens;30 a 34;193
3505401;Barra do Turvo;RA de Registro;16;9;Registro;2020;Homens;30 a 34;237
3505500;Barretos;RA de Barretos;2;16;Barretos;2020;Homens;30 a 34;5.149
3505609;Barrinha;RA de Ribeirão Preto;11;1;Ribeirão Preto;2020;Homens;30 a 34;1.564
3505708;Barueri;RM de São Paulo;10;10;Grande São Paulo;2020;Homens;30 a 34;10.761
3505807;Bastos;RA de Marília;8;5;Marília;2020;Homens;30 a 34;757
3505906;Batatais;RA de Franca;6;1;Ribeirão Preto;2020;Homens;30 a 34;2.537
3506003;Bauru;RA de Bauru;3;12;Bauru;2020;Homens;30 a 34;15.017
3506102;Bebedouro;RA de Barretos;2;16;Barretos;2020;Homens;30 a 34;2.973
3506201;Bento de Abreu;RA de Araçatuba;1;7;Araçatuba;2020;Homens;30 a 34;129
3506300;Bernardino de Campos;RA de Marília;8;5;Marília;2020;Homens;30 a 34;404
3506359;Bertioga;RA de Santos;12;13;Baixada Santista;2020;Homens;30 a 34;2.694
3506409;Bilac;RA de Araçatuba;1;7;Araçatuba;2020;Homens;30 a 34;334
3506508;Birigui;RA de Araçatuba;1;7;Araçatuba;2020;Homens;30 a 34;5.069
3506607;Biritiba Mirim;RM de São Paulo;10;10;Grande São Paulo;2020;Homens;30 a 34;1.364
3506706;Boa Esperança do Sul;RA Central;5;8;Araraquara;2020;Homens;30 a 34;606
3506805;Bocaina;RA de Bauru;3;12;Bauru;2020;Homens;30 a 34;532
3506904;Bofete;RA de Sorocaba;13;12;Bauru;2020;Homens;30 a 34;436
3507001;Boituva;RA de Sorocaba;13;6;Sorocaba;2020;Homens;30 a 34;2.749
3507100;Bom Jesus dos Perdões;RA de Campinas;4;3;Campinas;2020;Homens;30 a 34;1.089
3507159;Bom Sucesso de Itararé;RA de Itapeva;7;6;Sorocaba;2020;Homens;30 a 34;124
3507209;Borá;RA de Marília;8;5;Marília;2020;Homens;30 a 34;35
3507308;Boracéia;RA de Bauru;3;12;Bauru;2020;Homens;30 a 34;224
3507407;Borborema;RA Central;5;8;Araraquara;2020;Homens;30 a 34;717
3507456;Borebi;RA de Bauru;3;12;Bauru;2020;Homens;30 a 34;116
3507506;Botucatu;RA de Sorocaba;13;12;Bauru;2020;Homens;30 a 34;6.017
3507605;Bragança Paulista;RA de Campinas;4;3;Campinas;2020;Homens;30 a 34;6.956
3507704;Braúna;RA de Araçatuba;1;7;Araçatuba;2020;Homens;30 a 34;291
3507753;Brejo Alegre;RA de Araçatuba;1;7;Araçatuba;2020;Homens;30 a 34;117
3507803;Brodowski;RA de Ribeirão Preto;11;1;Ribeirão Preto;2020;Homens;30 a 34;1.051
3507902;Brotas;RA de Campinas;4;12;Bauru;2020;Homens;30 a 34;1.033
3508009;Buri;RA de Itapeva;7;6;Sorocaba;2020;Homens;30 a 34;682
3508108;Buritama;RA de Araçatuba;1;7;Araçatuba;2020;Homens;30 a 34;730
3508207;Buritizal;RA de Franca;6;4;Franca;2020;Homens;30 a 34;174
3508306;Cabrália Paulista;RA de Bauru;3;12;Bauru;2020;Homens;30 a 34;153
3508405;Cabreúva;RA de Campinas;4;3;Campinas;2020;Homens;30 a 34;2.297
3508504;Caçapava;RA de São José dos Campos;15;17;Taubaté;2020;Homens;30 a 34;3.682
3508603;Cachoeira Paulista;RA de São José dos Campos;15;17;Taubaté;2020;Homens;30 a 34;1.322
3508702;Caconde;RA de Campinas;4;14;São João da Boa Vista;2020;Homens;30 a 34;673
3508801;Cafelândia;RA de Bauru;3;12;Bauru;2020;Homens;30 a 34;705
3508900;Caiabu;RA de Presidente Prudente;9;2;Presidente Prudente;2020;Homens;30 a 34;183
3509007;Caieiras;RM de São Paulo;10;10;Grande São Paulo;2020;Homens;30 a 34;4.275
3509106;Caiuá;RA de Presidente Prudente;9;2;Presidente Prudente;2020;Homens;30 a 34;247
3509205;Cajamar;RM de São Paulo;10;10;Grande São Paulo;2020;Homens;30 a 34;3.596
3509254;Cajati;RA de Registro;16;9;Registro;2020;Homens;30 a 34;943
3509304;Cajobi;RA de Barretos;2;16;Barretos;2020;Homens;30 a 34;506
3509403;Cajuru;RA de Ribeirão Preto;11;1;Ribeirão Preto;2020;Homens;30 a 34;1.097
3509452;Campina do Monte Alegre;RA de Itapeva;7;6;Sorocaba;2020;Homens;30 a 34;230
3509502;Campinas;RA de Campinas;4;3;Campinas;2020;Homens;30 a 34;51.155
3509601;Campo Limpo Paulista;RA de Campinas;4;3;Campinas;2020;Homens;30 a 34;3.522
3509700;Campos do Jordão;RA de São José dos Campos;15;17;Taubaté;2020;Homens;30 a 34;1.904
3509809;Campos Novos Paulista;RA de Marília;8;5;Marília;2020;Homens;30 a 34;170
3509908;Cananéia;RA de Registro;16;9;Registro;2020;Homens;30 a 34;374
3509957;Canas;RA de São José dos Campos;15;17;Taubaté;2020;Homens;30 a 34;226
3510005;Cândido Mota;RA de Marília;8;5;Marília;2020;Homens;30 a 34;1.236
3510104;Cândido Rodrigues;RA Central;5;8;Araraquara;2020;Homens;30 a 34;116
3510153;Canitar;RA de Marília;8;5;Marília;2020;Homens;30 a 34;185
3510203;Capão Bonito;RA de Itapeva;7;6;Sorocaba;2020;Homens;30 a 34;1.678
3510302;Capela do Alto;RA de Sorocaba;13;6;Sorocaba;2020;Homens;30 a 34;1.006
3510401;Capivari;RA de Campinas;4;11;Piracicaba;2020;Homens;30 a 34;2.451
3510500;Caraguatatuba;RA de São José dos Campos;15;17;Taubaté;2020;Homens;30 a 34;4.820
3510609;Carapicuíba;RM de São Paulo;10;10;Grande São Paulo;2020;Homens;30 a 34;15.753
3510708;Cardoso;RA de São José do Rio Preto;14;15;São José do Rio Preto;2020;Homens;30 a 34;448
3510807;Casa Branca;RA de Campinas;4;14;São João da Boa Vista;2020;Homens;30 a 34;1.432
3510906;Cássia dos Coqueiros;RA de Ribeirão Preto;11;1;Ribeirão Preto;2020;Homens;30 a 34;80
3511003;Castilho;RA de Araçatuba;1;7;Araçatuba;2020;Homens;30 a 34;854
3511102;Catanduva;RA de São José do Rio Preto;14;15;São José do Rio Preto;2020;Homens;30 a 34;4.893
3511201;Catiguá;RA de São José do Rio Preto;14;15;São José do Rio Preto;2020;Homens;30 a 34;344
3511300;Cedral;RA de São José do Rio Preto;14;15;São José do Rio Preto;2020;Homens;30 a 34;374
3511409;Cerqueira César;RA de Sorocaba;13;12;Bauru;2020;Homens;30 a 34;835
3511508;Cerquilho;RA de Sorocaba;13;6;Sorocaba;2020;Homens;30 a 34;2.183
3511607;Cesário Lange;RA de Sorocaba;13;6;Sorocaba;2020;Homens;30 a 34;879
3511706;Charqueada;RA de Campinas;4;11;Piracicaba;2020;Homens;30 a 34;816
3511904;Clementina;RA de Araçatuba;1;7;Araçatuba;2020;Homens;30 a 34;518
3512001;Colina;RA de Barretos;2;16;Barretos;2020;Homens;30 a 34;798
3512100;Colômbia;RA de Barretos;2;16;Barretos;2020;Homens;30 a 34;246
3512209;Conchal;RA de Campinas;4;11;Piracicaba;2020;Homens;30 a 34;1.321
3512308;Conchas;RA de Sorocaba;13;12;Bauru;2020;Homens;30 a 34;642
3512407;Cordeirópolis;RA de Campinas;4;11;Piracicaba;2020;Homens;30 a 34;1.139
3512506;Coroados;RA de Araçatuba;1;7;Araçatuba;2020;Homens;30 a 34;265
3512605;Coronel Macedo;RA de Itapeva;7;12;Bauru;2020;Homens;30 a 34;169
3512704;Corumbataí;RA de Campinas;4;11;Piracicaba;2020;Homens;30 a 34;163
3512803;Cosmópolis;RA de Campinas;4;3;Campinas;2020;Homens;30 a 34;3.298
3512902;Cosmorama;RA de São José do Rio Preto;14;15;São José do Rio Preto;2020;Homens;30 a 34;264
3513009;Cotia;RM de São Paulo;10;10;Grande São Paulo;2020;Homens;30 a 34;10.252
3513108;Cravinhos;RA de Ribeirão Preto;11;1;Ribeirão Preto;2020;Homens;30 a 34;1.543
3513207;Cristais Paulista;RA de Franca;6;4;Franca;2020;Homens;30 a 34;354
3513306;Cruzália;RA de Marília;8;5;Marília;2020;Homens;30 a 34;83
3513405;Cruzeiro;RA de São José dos Campos;15;17;Taubaté;2020;Homens;30 a 34;3.031
3513504;Cubatão;RA de Santos;12;13;Baixada Santista;2020;Homens;30 a 34;5.582
3513603;Cunha;RA de São José dos Campos;15;17;Taubaté;2020;Homens;30 a 34;732
3513702;Descalvado;RA Central;5;8;Araraquara;2020;Homens;30 a 34;1.388
3513801;Diadema;RM de São Paulo;10;10;Grande São Paulo;2020;Homens;30 a 34;17.389
3513850;Dirce Reis;RA de São José do Rio Preto;14;15;São José do Rio Preto;2020;Homens;30 a 34;72
3513900;Divinolândia;RA de Campinas;4;14;São João da Boa Vista;2020;Homens;30 a 34;387
3514007;Dobrada;RA Central;5;8;Araraquara;2020;Homens;30 a 34;471
3514106;Dois Córregos;RA de Bauru;3;12;Bauru;2020;Homens;30 a 34;1.147
3514205;Dolcinópolis;RA de São José do Rio Preto;14;15;São José do Rio Preto;2020;Homens;30 a 34;81
3514304;Dourado;RA Central;5;8;Araraquara;2020;Homens;30 a 34;363
3514403;Dracena;RA de Presidente Prudente;9;2;Presidente Prudente;2020;Homens;30 a 34;1.805
3514502;Duartina;RA de Bauru;3;12;Bauru;2020;Homens;30 a 34;431
3514601;Dumont;RA de Ribeirão Preto;11;1;Ribeirão Preto;2020;Homens;30 a 34;502
3514700;Echaporã;RA de Marília;8;5;Marília;2020;Homens;30 a 34;216
3514809;Eldorado;RA de Registro;16;9;Registro;2020;Homens;30 a 34;467
3514908;Elias Fausto;RA de Campinas;4;11;Piracicaba;2020;Homens;30 a 34;869
3514924;Elisiário;RA de São José do Rio Preto;14;15;São José do Rio Preto;2020;Homens;30 a 34;184
3514957;Embaúba;RA de Barretos;2;15;São José do Rio Preto;2020;Homens;30 a 34;109
3515004;Embu das Artes;RM de São Paulo;10;10;Grande São Paulo;2020;Homens;30 a 34;10.733
3515103;Embu-Guaçu;RM de São Paulo;10;10;Grande São Paulo;2020;Homens;30 a 34;2.684
3515129;Emilianópolis;RA de Presidente Prudente;9;2;Presidente Prudente;2020;Homens;30 a 34;126
3515152;Engenheiro Coelho;RA de Campinas;4;11;Piracicaba;2020;Homens;30 a 34;1.179
3515186;Espírito Santo do Pinhal;RA de Campinas;4;14;São João da Boa Vista;2020;Homens;30 a 34;1.714
3515194;Espírito Santo do Turvo;RA de Marília;8;5;Marília;2020;Homens;30 a 34;216
3515202;Estrela d'Oeste;RA de São José do Rio Preto;14;15;São José do Rio Preto;2020;Homens;30 a 34;318
3515301;Estrela do Norte;RA de Presidente Prudente;9;2;Presidente Prudente;2020;Homens;30 a 34;112
3515350;Euclides da Cunha Paulista;RA de Presidente Prudente;9;2;Presidente Prudente;2020;Homens;30 a 34;329
3515400;Fartura;RA de Itapeva;7;12;Bauru;2020;Homens;30 a 34;586
3515509;Fernandópolis;RA de São José do Rio Preto;14;15;São José do Rio Preto;2020;Homens;30 a 34;2.584
3515608;Fernando Prestes;RA Central;5;15;São José do Rio Preto;2020;Homens;30 a 34;220
3515657;Fernão;RA de Marília;8;5;Marília;2020;Homens;30 a 34;60
3515707;Ferraz de Vasconcelos;RM de São Paulo;10;10;Grande São Paulo;2020;Homens;30 a 34;8.369
3515806;Flora Rica;RA de Presidente Prudente;9;2;Presidente Prudente;2020;Homens;30 a 34;48
3515905;Floreal;RA de São José do Rio Preto;14;15;São José do Rio Preto;2020;Homens;30 a 34;108
3516002;Flórida Paulista;RA de Presidente Prudente;9;5;Marília;2020;Homens;30 a 34;684
3516101;Florínea;RA de Marília;8;5;Marília;2020;Homens;30 a 34;90
3516200;Franca;RA de Franca;6;4;Franca;2020;Homens;30 a 34;14.412
3516309;Francisco Morato;RM de São Paulo;10;10;Grande São Paulo;2020;Homens;30 a 34;7.410
3516408;Franco da Rocha;RM de São Paulo;10;10;Grande São Paulo;2020;Homens;30 a 34;6.996
3516507;Gabriel Monteiro;RA de Araçatuba;1;7;Araçatuba;2020;Homens;30 a 34;109
3516606;Gália;RA de Marília;8;5;Marília;2020;Homens;30 a 34;227
3516705;Garça;RA de Marília;8;5;Marília;2020;Homens;30 a 34;1.671
3516804;Gastão Vidigal;RA de Araçatuba;1;15;São José do Rio Preto;2020;Homens;30 a 34;402
3516853;Gavião Peixoto;RA Central;5;8;Araraquara;2020;Homens;30 a 34;220
3516903;General Salgado;RA de Araçatuba;1;15;São José do Rio Preto;2020;Homens;30 a 34;448
3517000;Getulina;RA de Bauru;3;12;Bauru;2020;Homens;30 a 34;694
3517109;Glicério;RA de Araçatuba;1;7;Araçatuba;2020;Homens;30 a 34;163
3517208;Guaiçara;RA de Bauru;3;12;Bauru;2020;Homens;30 a 34;534
3517307;Guaimbê;RA de Bauru;3;5;Marília;2020;Homens;30 a 34;215
3517406;Guaíra;RA de Barretos;2;16;Barretos;2020;Homens;30 a 34;1.596
3517505;Guapiaçu;RA de São José do Rio Preto;14;15;São José do Rio Preto;2020;Homens;30 a 34;1.070
3517604;Guapiara;RA de Itapeva;7;6;Sorocaba;2020;Homens;30 a 34;552
3517703;Guará;RA de Franca;6;4;Franca;2020;Homens;30 a 34;809
3517802;Guaraçaí;RA de Araçatuba;1;7;Araçatuba;2020;Homens;30 a 34;311
3517901;Guaraci;RA de Barretos;2;16;Barretos;2020;Homens;30 a 34;509
3518008;Guarani d'Oeste;RA de São José do Rio Preto;14;15;São José do Rio Preto;2020;Homens;30 a 34;84
3518107;Guarantã;RA de Bauru;3;5;Marília;2020;Homens;30 a 34;266
3518206;Guararapes;RA de Araçatuba;1;7;Araçatuba;2020;Homens;30 a 34;1.253
3518305;Guararema;RM de São Paulo;10;10;Grande São Paulo;2020;Homens;30 a 34;1.229
3518404;Guaratinguetá;RA de São José dos Campos;15;17;Taubaté;2020;Homens;30 a 34;4.518
3518503;Guareí;RA de Sorocaba;13;6;Sorocaba;2020;Homens;30 a 34;1.190
3518602;Guariba;RA de Ribeirão Preto;11;1;Ribeirão Preto;2020;Homens;30 a 34;1.862
3518701;Guarujá;RA de Santos;12;13;Baixada Santista;2020;Homens;30 a 34;12.570
3518800;Guarulhos;RM de São Paulo;10;10;Grande São Paulo;2020;Homens;30 a 34;55.131
3518859;Guatapará;RA de Ribeirão Preto;11;1;Ribeirão Preto;2020;Homens;30 a 34;311
3518909;Guzolândia;RA de Araçatuba;1;7;Araçatuba;2020;Homens;30 a 34;202
3519006;Herculândia;RA de Marília;8;5;Marília;2020;Homens;30 a 34;384
3519055;Holambra;RA de Campinas;4;3;Campinas;2020;Homens;30 a 34;633
3519071;Hortolândia;RA de Campinas;4;3;Campinas;2020;Homens;30 a 34;11.270
3519105;Iacanga;RA de Bauru;3;12;Bauru;2020;Homens;30 a 34;553
3519204;Iacri;RA de Marília;8;5;Marília;2020;Homens;30 a 34;253
3519253;Iaras;RA de Sorocaba;13;12;Bauru;2020;Homens;30 a 34;455
3519303;Ibaté;RA Central;5;8;Araraquara;2020;Homens;30 a 34;1.749
3519402;Ibirá;RA de São José do Rio Preto;14;15;São José do Rio Preto;2020;Homens;30 a 34;597
3519501;Ibirarema;RA de Marília;8;5;Marília;2020;Homens;30 a 34;317
3519600;Ibitinga;RA Central;5;8;Araraquara;2020;Homens;30 a 34;2.756
3519709;Ibiúna;RA de Sorocaba;13;6;Sorocaba;2020;Homens;30 a 34;2.984
3519808;Icém;RA de São José do Rio Preto;14;15;São José do Rio Preto;2020;Homens;30 a 34;409
3519907;Iepê;RA de Presidente Prudente;9;2;Presidente Prudente;2020;Homens;30 a 34;288
3520004;Igaraçu do Tietê;RA de Bauru;3;12;Bauru;2020;Homens;30 a 34;1.019
3520103;Igarapava;RA de Franca;6;4;Franca;2020;Homens;30 a 34;1.432
3520202;Igaratá;RA de São José dos Campos;15;17;Taubaté;2020;Homens;30 a 34;323
3520301;Iguape;RA de Registro;16;9;Registro;2020;Homens;30 a 34;852
3520400;Ilhabela;RA de São José dos Campos;15;17;Taubaté;2020;Homens;30 a 34;1.554
3520426;Ilha Comprida;RA de Registro;16;9;Registro;2020;Homens;30 a 34;270
3520442;Ilha Solteira;RA de Araçatuba;1;7;Araçatuba;2020;Homens;30 a 34;1.009
3520509;Indaiatuba;RA de Campinas;4;3;Campinas;2020;Homens;30 a 34;11.477
3520608;Indiana;RA de Presidente Prudente;9;2;Presidente Prudente;2020;Homens;30 a 34;198
3520707;Indiaporã;RA de São José do Rio Preto;14;15;São José do Rio Preto;2020;Homens;30 a 34;149
3520806;Inúbia Paulista;RA de Presidente Prudente;9;5;Marília;2020;Homens;30 a 34;166
3520905;Ipaussu;RA de Marília;8;5;Marília;2020;Homens;30 a 34;671
3521002;Iperó;RA de Sorocaba;13;6;Sorocaba;2020;Homens;30 a 34;1.878
3521101;Ipeúna;RA de Campinas;4;11;Piracicaba;2020;Homens;30 a 34;398
3521150;Ipiguá;RA de São José do Rio Preto;14;15;São José do Rio Preto;2020;Homens;30 a 34;233
3521200;Iporanga;RA de Itapeva;7;9;Registro;2020;Homens;30 a 34;138
3521309;Ipuã;RA de Franca;6;4;Franca;2020;Homens;30 a 34;799
3521408;Iracemápolis;RA de Campinas;4;11;Piracicaba;2020;Homens;30 a 34;1.207
3521507;Irapuã;RA de São José do Rio Preto;14;15;São José do Rio Preto;2020;Homens;30 a 34;452
3521606;Irapuru;RA de Presidente Prudente;9;2;Presidente Prudente;2020;Homens;30 a 34;468
3521705;Itaberá;RA de Itapeva;7;6;Sorocaba;2020;Homens;30 a 34;594
3521804;Itaí;RA de Itapeva;7;12;Bauru;2020;Homens;30 a 34;1.275
3521903;Itajobi;RA de São José do Rio Preto;14;15;São José do Rio Preto;2020;Homens;30 a 34;646
3522000;Itaju;RA de Bauru;3;12;Bauru;2020;Homens;30 a 34;207
3522109;Itanhaém;RA de Santos;12;13;Baixada Santista;2020;Homens;30 a 34;3.367
3522158;Itaoca;RA de Itapeva;7;6;Sorocaba;2020;Homens;30 a 34;84
3522208;Itapecerica da Serra;RM de São Paulo;10;10;Grande São Paulo;2020;Homens;30 a 34;6.827
3522307;Itapetininga;RA de Sorocaba;13;6;Sorocaba;2020;Homens;30 a 34;6.836
3522406;Itapeva;RA de Itapeva;7;6;Sorocaba;2020;Homens;30 a 34;3.403
3522505;Itapevi;RM de São Paulo;10;10;Grande São Paulo;2020;Homens;30 a 34;10.146
3522604;Itapira;RA de Campinas;4;14;São João da Boa Vista;2020;Homens;30 a 34;3.107
3522653;Itapirapuã Paulista;RA de Itapeva;7;6;Sorocaba;2020;Homens;30 a 34;134
3522703;Itápolis;RA Central;5;8;Araraquara;2020;Homens;30 a 34;1.843
3522802;Itaporanga;RA de Itapeva;7;12;Bauru;2020;Homens;30 a 34;516
3522901;Itapuí;RA de Bauru;3;12;Bauru;2020;Homens;30 a 34;660
3523008;Itapura;RA de Araçatuba;1;7;Araçatuba;2020;Homens;30 a 34;211
3523107;Itaquaquecetuba;RM de São Paulo;10;10;Grande São Paulo;2020;Homens;30 a 34;15.464
3523206;Itararé;RA de Itapeva;7;6;Sorocaba;2020;Homens;30 a 34;1.848
3523305;Itariri;RA de Registro;16;9;Registro;2020;Homens;30 a 34;614
3523404;Itatiba;RA de Campinas;4;3;Campinas;2020;Homens;30 a 34;5.552
3523503;Itatinga;RA de Sorocaba;13;12;Bauru;2020;Homens;30 a 34;951
3523602;Itirapina;RA de Campinas;4;11;Piracicaba;2020;Homens;30 a 34;1.210
3523701;Itirapuã;RA de Franca;6;4;Franca;2020;Homens;30 a 34;243
3523800;Itobi;RA de Campinas;4;14;São João da Boa Vista;2020;Homens;30 a 34;367
3523909;Itu;RA de Sorocaba;13;6;Sorocaba;2020;Homens;30 a 34;7.197
3524006;Itupeva;RA de Campinas;4;3;Campinas;2020;Homens;30 a 34;2.896
3524105;Ituverava;RA de Franca;6;4;Franca;2020;Homens;30 a 34;1.612
3524204;Jaborandi;RA de Barretos;2;16;Barretos;2020;Homens;30 a 34;323
3524303;Jaboticabal;RA de Ribeirão Preto;11;1;Ribeirão Preto;2020;Homens;30 a 34;3.179
3524402;Jacareí;RA de São José dos Campos;15;17;Taubaté;2020;Homens;30 a 34;8.613
3524501;Jaci;RA de São José do Rio Preto;14;15;São José do Rio Preto;2020;Homens;30 a 34;338
3524600;Jacupiranga;RA de Registro;16;9;Registro;2020;Homens;30 a 34;567
3524709;Jaguariúna;RA de Campinas;4;3;Campinas;2020;Homens;30 a 34;2.590
3524808;Jales;RA de São José do Rio Preto;14;15;São José do Rio Preto;2020;Homens;30 a 34;1.788
3524907;Jambeiro;RA de São José dos Campos;15;17;Taubaté;2020;Homens;30 a 34;284
3525003;Jandira;RM de São Paulo;10;10;Grande São Paulo;2020;Homens;30 a 34;5.389
3525102;Jardinópolis;RA de Ribeirão Preto;11;1;Ribeirão Preto;2020;Homens;30 a 34;1.893
3525201;Jarinu;RA de Campinas;4;3;Campinas;2020;Homens;30 a 34;1.288
3525300;Jaú;RA de Bauru;3;12;Bauru;2020;Homens;30 a 34;6.412
3525409;Jeriquara;RA de Franca;6;4;Franca;2020;Homens;30 a 34;130
3525508;Joanópolis;RA de Campinas;4;3;Campinas;2020;Homens;30 a 34;553
3525607;João Ramalho;RA de Marília;8;2;Presidente Prudente;2020;Homens;30 a 34;188
3525706;José Bonifácio;RA de São José do Rio Preto;14;15;São José do Rio Preto;2020;Homens;30 a 34;1.646
3525805;Júlio Mesquita;RA de Marília;8;5;Marília;2020;Homens;30 a 34;165
3525854;Jumirim;RA de Sorocaba;13;6;Sorocaba;2020;Homens;30 a 34;182
3525904;Jundiaí;RA de Campinas;4;3;Campinas;2020;Homens;30 a 34;17.255
3526001;Junqueirópolis;RA de Presidente Prudente;9;2;Presidente Prudente;2020;Homens;30 a 34;1.067
3526100;Juquiá;RA de Registro;16;9;Registro;2020;Homens;30 a 34;560
3526209;Juquitiba;RM de São Paulo;10;10;Grande São Paulo;2020;Homens;30 a 34;1.122
3526308;Lagoinha;RA de São José dos Campos;15;17;Taubaté;2020;Homens;30 a 34;156
3526407;Laranjal Paulista;RA de Sorocaba;13;12;Bauru;2020;Homens;30 a 34;1.219
3526506;Lavínia;RA de Araçatuba;1;7;Araçatuba;2020;Homens;30 a 34;1.120
3526605;Lavrinhas;RA de São José dos Campos;15;17;Taubaté;2020;Homens;30 a 34;295
3526704;Leme;RA de Campinas;4;11;Piracicaba;2020;Homens;30 a 34;4.724
3526803;Lençóis Paulista;RA de Bauru;3;12;Bauru;2020;Homens;30 a 34;2.878
3526902;Limeira;RA de Campinas;4;11;Piracicaba;2020;Homens;30 a 34;12.587
3527009;Lindóia;RA de Campinas;4;3;Campinas;2020;Homens;30 a 34;315
3527108;Lins;RA de Bauru;3;12;Bauru;2020;Homens;30 a 34;3.224
3527207;Lorena;RA de São José dos Campos;15;17;Taubaté;2020;Homens;30 a 34;3.482
3527256;Lourdes;RA de Araçatuba;1;7;Araçatuba;2020;Homens;30 a 34;92
3527306;Louveira;RA de Campinas;4;3;Campinas;2020;Homens;30 a 34;2.727
3527405;Lucélia;RA de Presidente Prudente;9;5;Marília;2020;Homens;30 a 34;1.043
3527504;Lucianópolis;RA de Bauru;3;12;Bauru;2020;Homens;30 a 34;80
3527603;Luís Antônio;RA de Ribeirão Preto;11;1;Ribeirão Preto;2020;Homens;30 a 34;682
3527702;Luiziânia;RA de Araçatuba;1;7;Araçatuba;2020;Homens;30 a 34;324
3527801;Lupércio;RA de Marília;8;5;Marília;2020;Homens;30 a 34;150
3527900;Lutécia;RA de Marília;8;5;Marília;2020;Homens;30 a 34;89
3528007;Macatuba;RA de Bauru;3;12;Bauru;2020;Homens;30 a 34;660
