"Localidades";"Períodos";"População ";"População Masculina ";"População Feminina ";"Razão de Sexos ";"População Urbana ";"População Rural ";"Grau de Urbanização (Em %)";"Cód. IBGE"
"Icém";"2016";"7814";"3967";"3847";"103,12";"6747";"1067";"86,35";3519808
"Icém";"2017";"7867";"3993";"3874";"103,07";"6800";"1067";"86,44";3519808
"Icém";"2018";"7922";"4020";"3902";"103,02";"6854";"1068";"86,52";3519808
"Icém";"2019";"7977";"4048";"3929";"103,03";"6908";"1069";"86,6";3519808
"Icém";"2020";"8032";"4075";"3957";"102,98";"6963";"1069";"86,69";3519808
"Iepê";"2016";"7799";"3840";"3959";"96,99";"7134";"665";"91,47";3519907
"Iepê";"2017";"7828";"3851";"3977";"96,83";"7189";"639";"91,84";3519907
"Iepê";"2018";"7859";"3863";"3996";"96,67";"7245";"614";"92,19";3519907
"Iepê";"2019";"7890";"3875";"4015";"96,51";"7300";"590";"92,52";3519907
"Iepê";"2020";"7921";"3887";"4034";"96,36";"7354";"567";"92,84";3519907
"Igarapava";"2016";"28899";"14282";"14617";"97,71";"27467";"1432";"95,04";3520103
"Igarapava";"2017";"29037";"14348";"14689";"97,68";"27630";"1407";"95,15";3520103
"Igarapava";"2018";"29176";"14415";"14761";"97,66";"27793";"1383";"95,26";3520103
"Igarapava";"2019";"29316";"14482";"14834";"97,63";"27956";"1360";"95,36";3520103
"Igarapava";"2020";"29456";"14549";"14907";"97,6";"28119";"1337";"95,46";3520103
"Igaratá";"2016";"9122";"4649";"4473";"103,93";"7602";"1520";"83,34";3520202
"Igaratá";"2017";"9169";"4669";"4500";"103,76";"7696";"1473";"83,93";3520202
"Igaratá";"2018";"9217";"4689";"4528";"103,56";"7789";"1428";"84,51";3520202
"Igaratá";"2019";"9264";"4709";"4555";"103,38";"7880";"1384";"85,06";3520202
"Igaratá";"2020";"9312";"4729";"4583";"103,19";"7971";"1341";"85,6";3520202
"Igaraçu do Tietê";"2016";"23817";"11841";"11976";"98,87";"23680";"137";"99,42";3520004
"Igaraçu do Tietê";"2017";"23897";"11875";"12022";"98,78";"23760";"137";"99,43";3520004
"Igaraçu do Tietê";"2018";"23976";"11909";"12067";"98,69";"23838";"138";"99,42";3520004
"Igaraçu do Tietê";"2019";"24055";"11942";"12113";"98,59";"23917";"138";"99,43";3520004
"Igaraçu do Tietê";"2020";"24135";"11976";"12159";"98,49";"23997";"138";"99,43";3520004
"Iguape";"2016";"29158";"14532";"14626";"99,36";"25394";"3764";"87,09";3520301
"Iguape";"2017";"29235";"14557";"14678";"99,18";"25511";"3724";"87,26";3520301
"Iguape";"2018";"29311";"14582";"14729";"99";"25622";"3689";"87,41";3520301
"Iguape";"2019";"29388";"14607";"14781";"98,82";"25730";"3658";"87,55";3520301
"Iguape";"2020";"29465";"14632";"14833";"98,64";"25834";"3631";"87,68";3520301
"Ilha Comprida";"2016";"9774";"4788";"4986";"96,03";"9774";"-";"100";3520426
"Ilha Comprida";"2017";"9901";"4842";"5059";"95,71";"9901";"-";"100";3520426
"Ilha Comprida";"2018";"10031";"4897";"5134";"95,38";"10031";"-";"100";3520426
"Ilha Comprida";"2019";"10163";"4953";"5210";"95,07";"10163";"-";"100";3520426
"Ilha Comprida";"2020";"10296";"5009";"5287";"94,74";"10296";"-";"100";3520426
"Ilha Solteira";"2016";"25539";"12367";"13172";"93,89";"23966";"1573";"93,84";3520442
"Ilha Solteira";"2017";"25591";"12382";"13209";"93,74";"24015";"1576";"93,84";3520442
"Ilha Solteira";"2018";"25643";"12396";"13247";"93,58";"24063";"1580";"93,84";3520442
"Ilha Solteira";"2019";"25695";"12411";"13284";"93,43";"24112";"1583";"93,84";3520442
"Ilha Solteira";"2020";"25748";"12426";"13322";"93,27";"24162";"1586";"93,84";3520442
"Ilhabela";"2016";"31508";"15926";"15582";"102,21";"31291";"217";"99,31";3520400
"Ilhabela";"2017";"31988";"16156";"15832";"102,05";"31768";"220";"99,31";3520400
"Ilhabela";"2018";"32474";"16388";"16086";"101,88";"32251";"223";"99,31";3520400
"Ilhabela";"2019";"32968";"16624";"16344";"101,71";"32741";"227";"99,31";3520400
"Ilhabela";"2020";"33470";"16864";"16606";"101,55";"33240";"230";"99,31";3520400
"Indaiatuba";"2016";"229256";"113648";"115608";"98,3";"226951";"2305";"98,99";3520509
"Indaiatuba";"2017";"232586";"115258";"117328";"98,24";"230248";"2338";"98,99";3520509
"Indaiatuba";"2018";"235964";"116891";"119073";"98,17";"233592";"2372";"98,99";3520509
"Indaiatuba";"2019";"239391";"118547";"120844";"98,1";"236984";"2407";"98,99";3520509
"Indaiatuba";"2020";"242868";"120227";"122641";"98,03";"240426";"2442";"98,99";3520509
"Indiana";"2016";"4796";"2401";"2395";"100,25";"4181";"615";"87,18";3520608
"Indiana";"2017";"4791";"2398";"2393";"100,21";"4188";"603";"87,41";3520608
"Indiana";"2018";"4785";"2394";"2391";"100,13";"4195";"590";"87,67";3520608
"Indiana";"2019";"4780";"2391";"2389";"100,08";"4202";"578";"87,91";3520608
"Indiana";"2020";"4775";"2388";"2387";"100,04";"4209";"566";"88,15";3520608
"Indiaporã";"2016";"3866";"1885";"1981";"95,15";"3453";"413";"89,32";3520707
"Indiaporã";"2017";"3863";"1880";"1983";"94,81";"3464";"399";"89,67";3520707
"Indiaporã";"2018";"3860";"1876";"1984";"94,56";"3474";"386";"90";3520707
"Indiaporã";"2019";"3857";"1871";"1986";"94,21";"3483";"374";"90,3";3520707
"Indiaporã";"2020";"3854";"1867";"1987";"93,96";"3491";"363";"90,58";3520707
"Inúbia Paulista";"2016";"3793";"1893";"1900";"99,63";"3395";"398";"89,51";3520806
"Inúbia Paulista";"2017";"3818";"1904";"1914";"99,48";"3429";"389";"89,81";3520806
"Inúbia Paulista";"2018";"3842";"1915";"1927";"99,38";"3461";"381";"90,08";3520806
"Inúbia Paulista";"2019";"3867";"1927";"1940";"99,33";"3494";"373";"90,35";3520806
"Inúbia Paulista";"2020";"3892";"1938";"1954";"99,18";"3527";"365";"90,62";3520806
"Ipaussu";"2016";"14163";"7118";"7045";"101,04";"13238";"925";"93,47";3520905
"Ipaussu";"2017";"14247";"7157";"7090";"100,94";"13340";"907";"93,63";3520905
"Ipaussu";"2018";"14333";"7197";"7136";"100,85";"13443";"890";"93,79";3520905
"Ipaussu";"2019";"14420";"7238";"7182";"100,78";"13544";"876";"93,93";3520905
"Ipaussu";"2020";"14506";"7278";"7228";"100,69";"13644";"862";"94,06";3520905
"Iperó";"2016";"32077";"17065";"15012";"113,68";"19794";"12283";"61,71";3521002
"Iperó";"2017";"32632";"17337";"15295";"113,35";"20136";"12496";"61,71";3521002
"Iperó";"2018";"33195";"17612";"15583";"113,02";"20484";"12711";"61,71";3521002
"Iperó";"2019";"33769";"17892";"15877";"112,69";"20838";"12931";"61,71";3521002
"Iperó";"2020";"34352";"18176";"16176";"112,36";"21197";"13155";"61,71";3521002
"Ipeúna";"2016";"6932";"3566";"3366";"105,94";"6171";"761";"89,02";3521101
"Ipeúna";"2017";"7087";"3642";"3445";"105,72";"6339";"748";"89,45";3521101
"Ipeúna";"2018";"7244";"3719";"3525";"105,5";"6509";"735";"89,85";3521101
"Ipeúna";"2019";"7406";"3798";"3608";"105,27";"6683";"723";"90,24";3521101
"Ipeúna";"2020";"7571";"3879";"3692";"105,07";"6860";"711";"90,61";3521101
"Ipiguá";"2016";"4940";"2493";"2447";"101,88";"3113";"1827";"63,02";3521150
"Ipiguá";"2017";"5011";"2527";"2484";"101,73";"3179";"1832";"63,44";3521150
"Ipiguá";"2018";"5083";"2561";"2522";"101,55";"3246";"1837";"63,86";3521150
"Ipiguá";"2019";"5157";"2596";"2561";"101,37";"3314";"1843";"64,26";3521150
"Ipiguá";"2020";"5231";"2631";"2600";"101,19";"3383";"1848";"64,67";3521150
"Iporanga";"2016";"4353";"2186";"2167";"100,88";"2692";"1661";"61,84";3521200
"Iporanga";"2017";"4366";"2191";"2175";"100,74";"2743";"1623";"62,83";3521200
"Iporanga";"2018";"4380";"2196";"2184";"100,55";"2793";"1587";"63,77";3521200
"Iporanga";"2019";"4393";"2201";"2192";"100,41";"2843";"1550";"64,72";3521200
"Iporanga";"2020";"4407";"2206";"2201";"100,23";"2894";"1513";"65,67";3521200
"Ipuã";"2016";"15197";"7709";"7488";"102,95";"14663";"534";"96,49";3521309
"Ipuã";"2017";"15360";"7786";"7574";"102,8";"14834";"526";"96,58";3521309
"Ipuã";"2018";"15526";"7864";"7662";"102,64";"15007";"519";"96,66";3521309
"Ipuã";"2019";"15693";"7943";"7750";"102,49";"15181";"512";"96,74";3521309
"Ipuã";"2020";"15861";"8022";"7839";"102,33";"15355";"506";"96,81";3521309
"Iracemápolis";"2016";"22331";"11155";"11176";"99,81";"21927";"404";"98,19";3521408
"Iracemápolis";"2017";"22655";"11310";"11345";"99,69";"22249";"406";"98,21";3521408
"Iracemápolis";"2018";"22982";"11466";"11516";"99,57";"22573";"409";"98,22";3521408
"Iracemápolis";"2019";"23316";"11626";"11690";"99,45";"22904";"412";"98,23";3521408
"Iracemápolis";"2020";"23654";"11787";"11867";"99,33";"23238";"416";"98,24";3521408
"Irapuã";"2016";"7560";"3932";"3628";"108,38";"6906";"654";"91,35";3521507
"Irapuã";"2017";"7604";"3952";"3652";"108,21";"6965";"639";"91,6";3521507
"Irapuã";"2018";"7647";"3971";"3676";"108,03";"7022";"625";"91,83";3521507
"Irapuã";"2019";"7690";"3990";"3700";"107,84";"7078";"612";"92,04";3521507
"Irapuã";"2020";"7734";"4010";"3724";"107,68";"7132";"602";"92,22";3521507
"Irapuru";"2016";"7502";"4354";"3148";"138,31";"5304";"2198";"70,7";3521606
"Irapuru";"2017";"7460";"4329";"3131";"138,26";"5274";"2186";"70,7";3521606
"Irapuru";"2018";"7419";"4305";"3114";"138,25";"5245";"2174";"70,7";3521606
"Irapuru";"2019";"7376";"4280";"3096";"138,24";"5215";"2161";"70,7";3521606
"Irapuru";"2020";"7334";"4255";"3079";"138,19";"5185";"2149";"70,7";3521606
"Itaberá";"2016";"17665";"8882";"8783";"101,13";"12885";"4780";"72,94";3521705
"Itaberá";"2017";"17653";"8871";"8782";"101,01";"13014";"4639";"73,72";3521705
"Itaberá";"2018";"17639";"8859";"8780";"100,9";"13138";"4501";"74,48";3521705
"Itaberá";"2019";"17627";"8848";"8779";"100,79";"13260";"4367";"75,23";3521705
"Itaberá";"2020";"17614";"8836";"8778";"100,66";"13379";"4235";"75,96";3521705
"Itaí";"2016";"25505";"13453";"12052";"111,62";"20028";"5477";"78,53";3521804
"Itaí";"2017";"25753";"13571";"12182";"111,4";"20222";"5531";"78,52";3521804
"Itaí";"2018";"26002";"13689";"12313";"111,18";"20418";"5584";"78,52";3521804
"Itaí";"2019";"26254";"13809";"12445";"110,96";"20616";"5638";"78,53";3521804
"Itaí";"2020";"26507";"13928";"12579";"110,72";"20814";"5693";"78,52";3521804
"Itajobi";"2016";"14619";"7336";"7283";"100,73";"12622";"1997";"86,34";3521903
"Itajobi";"2017";"14618";"7329";"7289";"100,55";"12681";"1937";"86,75";3521903
"Itajobi";"2018";"14616";"7322";"7294";"100,38";"12736";"1880";"87,14";3521903
"Itajobi";"2019";"14615";"7315";"7300";"100,21";"12789";"1826";"87,51";3521903
"Itajobi";"2020";"14614";"7308";"7306";"100,03";"12840";"1774";"87,86";3521903
"Itaju";"2016";"3502";"1822";"1680";"108,45";"2730";"772";"77,96";3522000
"Itaju";"2017";"3539";"1839";"1700";"108,18";"2787";"752";"78,75";3522000
"Itaju";"2018";"3577";"1856";"1721";"107,84";"2844";"733";"79,51";3522000
"Itaju";"2019";"3615";"1873";"1742";"107,52";"2901";"714";"80,25";3522000
"Itaju";"2020";"3654";"1891";"1763";"107,26";"2959";"695";"80,98";3522000
"Itanhaém";"2016";"94088";"45395";"48693";"93,23";"93319";"769";"99,18";3522109
"Itanhaém";"2017";"95235";"45926";"49309";"93,14";"94473";"762";"99,2";3522109
"Itanhaém";"2018";"96394";"46462";"49932";"93,05";"95640";"754";"99,22";3522109
"Itanhaém";"2019";"97569";"47005";"50564";"92,96";"96823";"746";"99,24";3522109
"Itanhaém";"2020";"98757";"47554";"51203";"92,87";"98018";"739";"99,25";3522109
"Itaoca";"2016";"3186";"1658";"1528";"108,51";"1737";"1449";"54,52";3522158
"Itaoca";"2017";"3186";"1656";"1530";"108,24";"1737";"1449";"54,52";3522158
"Itaoca";"2018";"3186";"1655";"1531";"108,1";"1737";"1449";"54,52";3522158
"Itaoca";"2019";"3186";"1653";"1533";"107,83";"1737";"1449";"54,52";3522158
"Itaoca";"2020";"3186";"1652";"1534";"107,69";"1737";"1449";"54,52";3522158
"Itapecerica da Serra";"2016";"162907";"81305";"81602";"99,64";"161557";"1350";"99,17";3522208
"Itapecerica da Serra";"2017";"164559";"82112";"82447";"99,59";"163195";"1364";"99,17";3522208
"Itapecerica da Serra";"2018";"166229";"82927";"83302";"99,55";"164851";"1378";"99,17";3522208
"Itapecerica da Serra";"2019";"167916";"83751";"84165";"99,51";"166524";"1392";"99,17";3522208
"Itapecerica da Serra";"2020";"169619";"84582";"85037";"99,46";"168213";"1406";"99,17";3522208
"Itapetininga";"2016";"153861";"76683";"77178";"99,36";"140853";"13008";"91,55";3522307
"Itapetininga";"2017";"155410";"77431";"77979";"99,3";"142462";"12948";"91,67";3522307
"Itapetininga";"2018";"156973";"78186";"78787";"99,24";"144084";"12889";"91,79";3522307
"Itapetininga";"2019";"158553";"78949";"79604";"99,18";"145723";"12830";"91,91";3522307
"Itapetininga";"2020";"160150";"79719";"80431";"99,11";"147379";"12771";"92,03";3522307
"Itapeva";"2016";"89992";"44335";"45657";"97,1";"79833";"10159";"88,71";3522406
"Itapeva";"2017";"90414";"44542";"45872";"97,1";"80761";"9653";"89,32";3522406
"Itapeva";"2018";"90839";"44751";"46088";"97,1";"81668";"9171";"89,9";3522406
"Itapeva";"2019";"91265";"44960";"46305";"97,1";"82551";"8714";"90,45";3522406
"Itapeva";"2020";"91693";"45170";"46523";"97,09";"83413";"8280";"90,97";3522406
"Itapevi";"2016";"222501";"109432";"113069";"96,78";"222501";"-";"100";3522505
"Itapevi";"2017";"226211";"111256";"114955";"96,78";"226211";"-";"100";3522505
"Itapevi";"2018";"229982";"113109";"116873";"96,78";"229982";"-";"100";3522505
"Itapevi";"2019";"233816";"114994";"118822";"96,78";"233816";"-";"100";3522505
"Itapevi";"2020";"237714";"116910";"120804";"96,78";"237714";"-";"100";3522505
"Itapira";"2016";"70571";"34846";"35725";"97,54";"65894";"4677";"93,37";3522604
"Itapira";"2017";"70802";"34942";"35860";"97,44";"66177";"4625";"93,47";3522604
"Itapira";"2018";"71034";"35038";"35996";"97,34";"66461";"4573";"93,56";3522604
"Itapira";"2019";"71266";"35134";"36132";"97,24";"66743";"4523";"93,65";3522604
"Itapira";"2020";"71500";"35231";"36269";"97,14";"67027";"4473";"93,74";3522604
"Itapirapuã Paulista";"2016";"4040";"2065";"1975";"104,56";"2033";"2007";"50,32";3522653
"Itapirapuã Paulista";"2017";"4075";"2080";"1995";"104,26";"2061";"2014";"50,58";3522653
"Itapirapuã Paulista";"2018";"4109";"2094";"2015";"103,92";"2089";"2020";"50,84";3522653
"Itapirapuã Paulista";"2019";"4144";"2109";"2035";"103,64";"2117";"2027";"51,09";3522653
"Itapirapuã Paulista";"2020";"4180";"2124";"2056";"103,31";"2146";"2034";"51,34";3522653
"Itápolis";"2016";"40978";"20257";"20721";"97,76";"38017";"2961";"92,77";3522703
"Itápolis";"2017";"41120";"20316";"20804";"97,65";"38263";"2857";"93,05";3522703
"Itápolis";"2018";"41262";"20375";"20887";"97,55";"38502";"2760";"93,31";3522703
"Itápolis";"2019";"41405";"20434";"20971";"97,44";"38737";"2668";"93,56";3522703
"Itápolis";"2020";"41548";"20493";"21055";"97,33";"38966";"2582";"93,79";3522703
"Itaporanga";"2016";"14617";"7278";"7339";"99,17";"11590";"3027";"79,29";3522802
"Itaporanga";"2017";"14635";"7284";"7351";"99,09";"11683";"2952";"79,83";3522802
"Itaporanga";"2018";"14653";"7289";"7364";"98,98";"11775";"2878";"80,36";3522802
"Itaporanga";"2019";"14671";"7295";"7376";"98,9";"11865";"2806";"80,87";3522802
"Itaporanga";"2020";"14688";"7300";"7388";"98,81";"11952";"2736";"81,37";3522802
"Itapuí";"2016";"13163";"6618";"6545";"101,12";"12710";"453";"96,56";3522901
"Itapuí";"2017";"13314";"6688";"6626";"100,94";"12873";"441";"96,69";3522901
"Itapuí";"2018";"13467";"6759";"6708";"100,76";"13038";"429";"96,81";3522901
"Itapuí";"2019";"13622";"6831";"6791";"100,59";"13203";"419";"96,92";3522901
"Itapuí";"2020";"13779";"6904";"6875";"100,42";"13369";"410";"97,02";3522901
"Itapura";"2016";"4694";"2411";"2283";"105,61";"3751";"943";"79,91";3523008
"Itapura";"2017";"4748";"2435";"2313";"105,27";"3794";"954";"79,91";3523008
"Itapura";"2018";"4804";"2460";"2344";"104,95";"3839";"965";"79,91";3523008
"Itapura";"2019";"4860";"2485";"2375";"104,63";"3884";"976";"79,92";3523008
"Itapura";"2020";"4916";"2510";"2406";"104,32";"3929";"987";"79,92";3523008
"Itaquaquecetuba";"2016";"350610";"172561";"178049";"96,92";"350610";"-";"100";3523107
"Itaquaquecetuba";"2017";"355502";"174935";"180567";"96,88";"355502";"-";"100";3523107
"Itaquaquecetuba";"2018";"360462";"177342";"183120";"96,84";"360462";"-";"100";3523107
"Itaquaquecetuba";"2019";"365490";"179781";"185709";"96,81";"365490";"-";"100";3523107
"Itaquaquecetuba";"2020";"370589";"182254";"188335";"96,77";"370589";"-";"100";3523107
"Itararé";"2016";"48504";"23775";"24729";"96,14";"44910";"3594";"92,59";3523206
"Itararé";"2017";"48633";"23834";"24799";"96,11";"45048";"3585";"92,63";3523206
"Itararé";"2018";"48760";"23892";"24868";"96,08";"45184";"3576";"92,67";3523206
"Itararé";"2019";"48889";"23951";"24938";"96,04";"45322";"3567";"92,7";3523206
"Itararé";"2020";"49018";"24010";"25008";"96,01";"45460";"3558";"92,74";3523206
"Itariri";"2016";"16538";"8294";"8244";"100,61";"11340";"5198";"68,57";3523305
"Itariri";"2017";"16720";"8379";"8341";"100,46";"11585";"5135";"69,29";3523305
"Itariri";"2018";"16902";"8464";"8438";"100,31";"11830";"5072";"69,99";3523305
"Itariri";"2019";"17087";"8550";"8537";"100,15";"12076";"5011";"70,67";3523305
"Itariri";"2020";"17274";"8637";"8637";"100";"12323";"4951";"71,34";3523305
"Itatiba";"2016";"111835";"55119";"56716";"97,18";"96298";"15537";"86,11";3523404
"Itatiba";"2017";"113324";"55828";"57496";"97,1";"97878";"15446";"86,37";3523404
"Itatiba";"2018";"114835";"56547";"58288";"97,01";"99479";"15356";"86,63";3523404
"Itatiba";"2019";"116365";"57275";"59090";"96,93";"101099";"15266";"86,88";3523404
"Itatiba";"2020";"117916";"58013";"59903";"96,84";"102739";"15177";"87,13";3523404
"Itatinga";"2016";"19528";"9946";"9582";"103,8";"18065";"1463";"92,51";3523503
"Itatinga";"2017";"19779";"10068";"9711";"103,68";"18343";"1436";"92,74";3523503
"Itatinga";"2018";"20033";"10192";"9841";"103,57";"18623";"1410";"92,96";3523503
"Itatinga";"2019";"20290";"10317";"9973";"103,45";"18905";"1385";"93,17";3523503
"Itatinga";"2020";"20550";"10443";"10107";"103,32";"19190";"1360";"93,38";3523503
"Itirapina";"2016";"16524";"9647";"6877";"140,28";"15145";"1379";"91,65";3523602
"Itirapina";"2017";"16682";"9725";"6957";"139,79";"15326";"1356";"91,87";3523602
"Itirapina";"2018";"16840";"9803";"7037";"139,31";"15507";"1333";"92,08";3523602
"Itirapina";"2019";"17000";"9882";"7118";"138,83";"15690";"1310";"92,29";3523602
"Itirapina";"2020";"17162";"9962";"7200";"138,36";"15873";"1289";"92,49";3523602
"Itirapuã";"2016";"6131";"3106";"3025";"102,68";"5226";"905";"85,24";3523701
"Itirapuã";"2017";"6167";"3121";"3046";"102,46";"5275";"892";"85,54";3523701
"Itirapuã";"2018";"6204";"3137";"3067";"102,28";"5325";"879";"85,83";3523701
"Itirapuã";"2019";"6242";"3153";"3089";"102,07";"5375";"867";"86,11";3523701
"Itirapuã";"2020";"6279";"3169";"3110";"101,9";"5425";"854";"86,4";3523701
"Itobi";"2016";"7584";"3897";"3687";"105,7";"7035";"549";"92,76";3523800
"Itobi";"2017";"7591";"3896";"3695";"105,44";"7068";"523";"93,11";3523800
"Itobi";"2018";"7596";"3894";"3702";"105,19";"7098";"498";"93,44";3523800
"Itobi";"2019";"7603";"3893";"3710";"104,93";"7129";"474";"93,77";3523800
"Itobi";"2020";"7609";"3891";"3718";"104,65";"7157";"452";"94,06";3523800
"Itu";"2016";"163775";"80807";"82968";"97,4";"154843";"8932";"94,55";3523909
"Itu";"2017";"165253";"81508";"83745";"97,33";"156476";"8777";"94,69";3523909
"Itu";"2018";"166747";"82216";"84531";"97,26";"158121";"8626";"94,83";3523909
"Itu";"2019";"168252";"82929";"85323";"97,19";"159774";"8478";"94,96";3523909
"Itu";"2020";"169772";"83649";"86123";"97,13";"161437";"8335";"95,09";3523909
"Itupeva";"2016";"53551";"27071";"26480";"102,23";"48948";"4603";"91,4";3524006
"Itupeva";"2017";"54901";"27732";"27169";"102,07";"50497";"4404";"91,98";3524006
"Itupeva";"2018";"56285";"28408";"27877";"101,9";"52067";"4218";"92,51";3524006
"Itupeva";"2019";"57704";"29102";"28602";"101,75";"53661";"4043";"92,99";3524006
"Itupeva";"2020";"59159";"29812";"29347";"101,58";"55279";"3880";"93,44";3524006
"Ituverava";"2016";"39688";"19321";"20367";"94,86";"37365";"2323";"94,15";3524105
"Ituverava";"2017";"39827";"19384";"20443";"94,82";"37496";"2331";"94,15";3524105
"Ituverava";"2018";"39966";"19447";"20519";"94,78";"37627";"2339";"94,15";3524105
"Ituverava";"2019";"40106";"19510";"20596";"94,73";"37758";"2348";"94,15";3524105
"Ituverava";"2020";"40246";"19573";"20673";"94,68";"37890";"2356";"94,15";3524105
"Jaborandi";"2016";"6651";"3347";"3304";"101,3";"6284";"367";"94,48";3524204
"Jaborandi";"2017";"6657";"3348";"3309";"101,18";"6298";"359";"94,61";3524204
"Jaborandi";"2018";"6664";"3349";"3315";"101,03";"6313";"351";"94,73";3524204
"Jaborandi";"2019";"6670";"3350";"3320";"100,9";"6326";"344";"94,84";3524204
"Jaborandi";"2020";"6677";"3351";"3326";"100,75";"6340";"337";"94,95";3524204
"Jaboticabal";"2016";"73315";"35583";"37732";"94,3";"71752";"1563";"97,87";3524303
"Jaboticabal";"2017";"73541";"35687";"37854";"94,28";"72057";"1484";"97,98";3524303
