"Localidades";"Períodos";"População ";"População Masculina ";"População Feminina ";"Razão de Sexos ";"População Urbana ";"População Rural ";"Grau de Urbanização (Em %)";"Cód. IBGE"
"Embaúba";"2017";"2408";"1248";"1160";"107,59";"2114";"294";"87,79";3514957
"Embaúba";"2018";"2409";"1248";"1161";"107,49";"2123";"286";"88,13";3514957
"Embaúba";"2019";"2409";"1247";"1162";"107,31";"2131";"278";"88,46";3514957
"Embaúba";"2020";"2409";"1246";"1163";"107,14";"2139";"270";"88,79";3514957
"Embu das Artes";"2016";"258917";"125830";"133087";"94,55";"258917";"-";"100";3515004
"Embu das Artes";"2017";"261836";"127251";"134585";"94,55";"261836";"-";"100";3515004
"Embu das Artes";"2018";"264787";"128687";"136100";"94,55";"264787";"-";"100";3515004
"Embu das Artes";"2019";"267771";"130139";"137632";"94,56";"267771";"-";"100";3515004
"Embu das Artes";"2020";"270790";"131608";"139182";"94,56";"270790";"-";"100";3515004
"Embu-Guaçu";"2016";"65950";"32674";"33276";"98,19";"64191";"1759";"97,33";3515103
"Embu-Guaçu";"2017";"66470";"32917";"33553";"98,1";"64697";"1773";"97,33";3515103
"Embu-Guaçu";"2018";"66993";"33161";"33832";"98,02";"65206";"1787";"97,33";3515103
"Embu-Guaçu";"2019";"67521";"33408";"34113";"97,93";"65720";"1801";"97,33";3515103
"Embu-Guaçu";"2020";"68053";"33656";"34397";"97,85";"66238";"1815";"97,33";3515103
"Emilianópolis";"2016";"3057";"1529";"1528";"100,07";"2627";"430";"85,93";3515129
"Emilianópolis";"2017";"3059";"1530";"1529";"100,07";"2643";"416";"86,4";3515129
"Emilianópolis";"2018";"3063";"1532";"1531";"100,07";"2661";"402";"86,88";3515129
"Emilianópolis";"2019";"3065";"1533";"1532";"100,07";"2676";"389";"87,31";3515129
"Emilianópolis";"2020";"3068";"1534";"1534";"100";"2692";"376";"87,74";3515129
"Engenheiro Coelho";"2016";"18761";"9772";"8989";"108,71";"14067";"4694";"74,98";3515152
"Engenheiro Coelho";"2017";"19190";"9987";"9203";"108,52";"14446";"4744";"75,28";3515152
"Engenheiro Coelho";"2018";"19628";"10207";"9421";"108,34";"14834";"4794";"75,58";3515152
"Engenheiro Coelho";"2019";"20077";"10432";"9645";"108,16";"15232";"4845";"75,87";3515152
"Engenheiro Coelho";"2020";"20535";"10661";"9874";"107,97";"15639";"4896";"76,16";3515152
"Espírito Santo do Pinhal";"2016";"42350";"20704";"21646";"95,65";"38266";"4084";"90,36";3515186
"Espírito Santo do Pinhal";"2017";"42405";"20729";"21676";"95,63";"38412";"3993";"90,58";3515186
"Espírito Santo do Pinhal";"2018";"42461";"20754";"21707";"95,61";"38555";"3906";"90,8";3515186
"Espírito Santo do Pinhal";"2019";"42517";"20779";"21738";"95,59";"38697";"3820";"91,02";3515186
"Espírito Santo do Pinhal";"2020";"42573";"20804";"21769";"95,57";"38837";"3736";"91,22";3515186
"Espírito Santo do Turvo";"2016";"4573";"2294";"2279";"100,66";"3911";"662";"85,52";3515194
"Espírito Santo do Turvo";"2017";"4629";"2319";"2310";"100,39";"3959";"670";"85,53";3515194
"Espírito Santo do Turvo";"2018";"4685";"2344";"2341";"100,13";"4007";"678";"85,53";3515194
"Espírito Santo do Turvo";"2019";"4741";"2369";"2372";"99,87";"4055";"686";"85,53";3515194
"Espírito Santo do Turvo";"2020";"4799";"2395";"2404";"99,63";"4105";"694";"85,54";3515194
"Estiva Gerbi";"2016";"10678";"5350";"5328";"100,41";"8517";"2161";"79,76";3557303
"Estiva Gerbi";"2017";"10777";"5393";"5384";"100,17";"8596";"2181";"79,76";3557303
"Estiva Gerbi";"2018";"10877";"5436";"5441";"99,91";"8675";"2202";"79,76";3557303
"Estiva Gerbi";"2019";"10977";"5479";"5498";"99,65";"8755";"2222";"79,76";3557303
"Estiva Gerbi";"2020";"11079";"5523";"5556";"99,41";"8837";"2242";"79,76";3557303
"Estrela d'Oeste";"2016";"8144";"4088";"4056";"100,79";"6989";"1155";"85,82";3515202
"Estrela d'Oeste";"2017";"8132";"4080";"4052";"100,69";"7009";"1123";"86,19";3515202
"Estrela d'Oeste";"2018";"8119";"4072";"4047";"100,62";"7027";"1092";"86,55";3515202
"Estrela d'Oeste";"2019";"8107";"4064";"4043";"100,52";"7044";"1063";"86,89";3515202
"Estrela d'Oeste";"2020";"8094";"4056";"4038";"100,45";"7059";"1035";"87,21";3515202
"Estrela do Norte";"2016";"2656";"1360";"1296";"104,94";"2229";"427";"83,92";3515301
"Estrela do Norte";"2017";"2658";"1359";"1299";"104,62";"2249";"409";"84,61";3515301
"Estrela do Norte";"2018";"2661";"1359";"1302";"104,38";"2270";"391";"85,31";3515301
"Estrela do Norte";"2019";"2663";"1358";"1305";"104,06";"2289";"374";"85,96";3515301
"Estrela do Norte";"2020";"2665";"1357";"1308";"103,75";"2307";"358";"86,57";3515301
"Euclides da Cunha Paulista";"2016";"9507";"4756";"4751";"100,11";"6106";"3401";"64,23";3515350
"Euclides da Cunha Paulista";"2017";"9514";"4755";"4759";"99,92";"6118";"3396";"64,31";3515350
"Euclides da Cunha Paulista";"2018";"9523";"4755";"4768";"99,73";"6131";"3392";"64,38";3515350
"Euclides da Cunha Paulista";"2019";"9530";"4754";"4776";"99,54";"6143";"3387";"64,46";3515350
"Euclides da Cunha Paulista";"2020";"9537";"4753";"4784";"99,35";"6155";"3382";"64,54";3515350
"Fartura";"2016";"15497";"7492";"8005";"93,59";"12716";"2781";"82,05";3515400
"Fartura";"2017";"15534";"7507";"8027";"93,52";"12799";"2735";"82,39";3515400
"Fartura";"2018";"15570";"7521";"8049";"93,44";"12881";"2689";"82,73";3515400
"Fartura";"2019";"15608";"7536";"8072";"93,36";"12964";"2644";"83,06";3515400
"Fartura";"2020";"15644";"7550";"8094";"93,28";"13045";"2599";"83,39";3515400
"Fernando Prestes";"2016";"5563";"2721";"2842";"95,74";"4930";"633";"88,62";3515608
"Fernando Prestes";"2017";"5566";"2720";"2846";"95,57";"4961";"605";"89,13";3515608
"Fernando Prestes";"2018";"5567";"2718";"2849";"95,4";"4989";"578";"89,62";3515608
"Fernando Prestes";"2019";"5570";"2717";"2853";"95,23";"5017";"553";"90,07";3515608
"Fernando Prestes";"2020";"5572";"2716";"2856";"95,1";"5043";"529";"90,51";3515608
"Fernandópolis";"2016";"65663";"31894";"33769";"94,45";"63651";"2012";"96,94";3515509
"Fernandópolis";"2017";"65776";"31936";"33840";"94,37";"63761";"2015";"96,94";3515509
"Fernandópolis";"2018";"65887";"31977";"33910";"94,3";"63869";"2018";"96,94";3515509
"Fernandópolis";"2019";"65999";"32018";"33981";"94,22";"63977";"2022";"96,94";3515509
"Fernandópolis";"2020";"66112";"32060";"34052";"94,15";"64087";"2025";"96,94";3515509
"Fernão";"2016";"1613";"814";"799";"101,88";"944";"669";"58,52";3515657
"Fernão";"2017";"1622";"818";"804";"101,74";"960";"662";"59,19";3515657
"Fernão";"2018";"1631";"821";"810";"101,36";"977";"654";"59,9";3515657
"Fernão";"2019";"1640";"825";"815";"101,23";"993";"647";"60,55";3515657
"Fernão";"2020";"1649";"828";"821";"100,85";"1009";"640";"61,19";3515657
"Ferraz de Vasconcelos";"2016";"183163";"89438";"93725";"95,43";"174944";"8219";"95,51";3515707
"Ferraz de Vasconcelos";"2017";"185584";"90625";"94959";"95,44";"177257";"8327";"95,51";3515707
"Ferraz de Vasconcelos";"2018";"188035";"91827";"96208";"95,45";"179598";"8437";"95,51";3515707
"Ferraz de Vasconcelos";"2019";"190519";"93045";"97474";"95,46";"181970";"8549";"95,51";3515707
"Ferraz de Vasconcelos";"2020";"193037";"94280";"98757";"95,47";"184375";"8662";"95,51";3515707
"Flora Rica";"2016";"1641";"817";"824";"99,15";"1395";"246";"85,01";3515806
"Flora Rica";"2017";"1628";"810";"818";"99,02";"1394";"234";"85,63";3515806
"Flora Rica";"2018";"1615";"802";"813";"98,65";"1392";"223";"86,19";3515806
"Flora Rica";"2019";"1601";"794";"807";"98,39";"1388";"213";"86,7";3515806
"Flora Rica";"2020";"1589";"787";"802";"98,13";"1386";"203";"87,22";3515806
"Floreal";"2016";"2912";"1438";"1474";"97,56";"2430";"482";"83,45";3515905
"Floreal";"2017";"2897";"1428";"1469";"97,21";"2428";"469";"83,81";3515905
"Floreal";"2018";"2884";"1419";"1465";"96,86";"2426";"458";"84,12";3515905
"Floreal";"2019";"2870";"1410";"1460";"96,58";"2423";"447";"84,43";3515905
"Floreal";"2020";"2856";"1401";"1455";"96,29";"2420";"436";"84,73";3515905
"Flórida Paulista";"2016";"12380";"6781";"5599";"121,11";"9768";"2612";"78,9";3516002
"Flórida Paulista";"2017";"12315";"6745";"5570";"121,1";"9716";"2599";"78,9";3516002
"Flórida Paulista";"2018";"12249";"6708";"5541";"121,06";"9664";"2585";"78,9";3516002
"Flórida Paulista";"2019";"12184";"6672";"5512";"121,04";"9613";"2571";"78,9";3516002
"Flórida Paulista";"2020";"12120";"6637";"5483";"121,05";"9563";"2557";"78,9";3516002
"Florínea";"2016";"2740";"1330";"1410";"94,33";"2483";"257";"90,62";3516101
"Florínea";"2017";"2731";"1324";"1407";"94,1";"2482";"249";"90,88";3516101
"Florínea";"2018";"2722";"1319";"1403";"94,01";"2480";"242";"91,11";3516101
"Florínea";"2019";"2713";"1313";"1400";"93,79";"2478";"235";"91,34";3516101
"Florínea";"2020";"2703";"1307";"1396";"93,62";"2475";"228";"91,56";3516101
"Franca";"2016";"333405";"163011";"170394";"95,67";"327552";"5853";"98,24";3516200
"Franca";"2017";"335564";"164058";"171506";"95,66";"329673";"5891";"98,24";3516200
"Franca";"2018";"337738";"165112";"172626";"95,65";"331809";"5929";"98,24";3516200
"Franca";"2019";"339925";"166172";"173753";"95,64";"333957";"5968";"98,24";3516200
"Franca";"2020";"342125";"167238";"174887";"95,63";"336119";"6006";"98,24";3516200
"Francisco Morato";"2016";"166077";"82289";"83788";"98,21";"165739";"338";"99,8";3516309
"Francisco Morato";"2017";"168120";"83284";"84836";"98,17";"167778";"342";"99,8";3516309
"Francisco Morato";"2018";"170189";"84291";"85898";"98,13";"169843";"346";"99,8";3516309
"Francisco Morato";"2019";"172283";"85310";"86973";"98,09";"171933";"350";"99,8";3516309
"Francisco Morato";"2020";"174403";"86341";"88062";"98,05";"174048";"355";"99,8";3516309
"Franco da Rocha";"2016";"144159";"73544";"70615";"104,15";"132811";"11348";"92,13";3516408
"Franco da Rocha";"2017";"146129";"74503";"71626";"104,02";"134626";"11503";"92,13";3516408
"Franco da Rocha";"2018";"148126";"75475";"72651";"103,89";"136465";"11661";"92,13";3516408
"Franco da Rocha";"2019";"150151";"76460";"73691";"103,76";"138331";"11820";"92,13";3516408
"Franco da Rocha";"2020";"152201";"77456";"74745";"103,63";"140219";"11982";"92,13";3516408
"Gabriel Monteiro";"2016";"2698";"1359";"1339";"101,49";"2346";"352";"86,95";3516507
"Gabriel Monteiro";"2017";"2694";"1355";"1339";"101,19";"2356";"338";"87,45";3516507
"Gabriel Monteiro";"2018";"2692";"1352";"1340";"100,9";"2368";"324";"87,96";3516507
"Gabriel Monteiro";"2019";"2688";"1348";"1340";"100,6";"2377";"311";"88,43";3516507
"Gabriel Monteiro";"2020";"2684";"1344";"1340";"100,3";"2386";"298";"88,9";3516507
"Gália";"2016";"6696";"3327";"3369";"98,75";"5114";"1582";"76,37";3516606
"Gália";"2017";"6663";"3307";"3356";"98,54";"5108";"1555";"76,66";3516606
"Gália";"2018";"6629";"3287";"3342";"98,35";"5102";"1527";"76,96";3516606
"Gália";"2019";"6596";"3268";"3328";"98,2";"5095";"1501";"77,24";3516606
"Gália";"2020";"6563";"3248";"3315";"97,98";"5089";"1474";"77,54";3516606
"Garça";"2016";"42712";"20745";"21967";"94,44";"39667";"3045";"92,87";3516705
"Garça";"2017";"42654";"20714";"21940";"94,41";"39714";"2940";"93,11";3516705
"Garça";"2018";"42597";"20683";"21914";"94,38";"39753";"2844";"93,32";3516705
"Garça";"2019";"42540";"20653";"21887";"94,36";"39783";"2757";"93,52";3516705
"Garça";"2020";"42483";"20622";"21861";"94,33";"39806";"2677";"93,7";3516705
"Gastão Vidigal";"2016";"4563";"2487";"2076";"119,8";"4218";"345";"92,44";3516804
"Gastão Vidigal";"2017";"4614";"2512";"2102";"119,51";"4282";"332";"92,8";3516804
"Gastão Vidigal";"2018";"4664";"2537";"2127";"119,28";"4345";"319";"93,16";3516804
"Gastão Vidigal";"2019";"4716";"2562";"2154";"118,94";"4409";"307";"93,49";3516804
"Gastão Vidigal";"2020";"4768";"2588";"2180";"118,72";"4473";"295";"93,81";3516804
"Gavião Peixoto";"2016";"4535";"2332";"2203";"105,86";"3925";"610";"86,55";3516853
"Gavião Peixoto";"2017";"4553";"2339";"2214";"105,65";"3975";"578";"87,31";3516853
"Gavião Peixoto";"2018";"4572";"2347";"2225";"105,48";"4024";"548";"88,01";3516853
"Gavião Peixoto";"2019";"4591";"2354";"2237";"105,23";"4071";"520";"88,67";3516853
"Gavião Peixoto";"2020";"4610";"2362";"2248";"105,07";"4116";"494";"89,28";3516853
"General Salgado";"2016";"10679";"5324";"5355";"99,42";"9319";"1360";"87,26";3516903
"General Salgado";"2017";"10671";"5314";"5357";"99,2";"9347";"1324";"87,59";3516903
"General Salgado";"2018";"10663";"5305";"5358";"99,01";"9373";"1290";"87,9";3516903
"General Salgado";"2019";"10655";"5295";"5360";"98,79";"9399";"1256";"88,21";3516903
"General Salgado";"2020";"10648";"5286";"5362";"98,58";"9424";"1224";"88,5";3516903
"Getulina";"2016";"10807";"5872";"4935";"118,99";"8640";"2167";"79,95";3517000
"Getulina";"2017";"10817";"5876";"4941";"118,92";"8691";"2126";"80,35";3517000
"Getulina";"2018";"10827";"5879";"4948";"118,82";"8742";"2085";"80,74";3517000
"Getulina";"2019";"10837";"5883";"4954";"118,75";"8792";"2045";"81,13";3517000
"Getulina";"2020";"10847";"5887";"4960";"118,69";"8841";"2006";"81,51";3517000
"Glicério";"2016";"4681";"2334";"2347";"99,45";"3545";"1136";"75,73";3517109
"Glicério";"2017";"4698";"2341";"2357";"99,32";"3574";"1124";"76,07";3517109
"Glicério";"2018";"4714";"2347";"2367";"99,16";"3601";"1113";"76,39";3517109
"Glicério";"2019";"4732";"2354";"2378";"98,99";"3631";"1101";"76,73";3517109
"Glicério";"2020";"4749";"2361";"2388";"98,87";"3659";"1090";"77,05";3517109
"Guaimbê";"2016";"5479";"2714";"2765";"98,16";"4921";"558";"89,82";3517307
"Guaimbê";"2017";"5493";"2719";"2774";"98,02";"4954";"539";"90,19";3517307
"Guaimbê";"2018";"5507";"2725";"2782";"97,95";"4985";"522";"90,52";3517307
"Guaimbê";"2019";"5521";"2730";"2791";"97,81";"5016";"505";"90,85";3517307
"Guaimbê";"2020";"5534";"2735";"2799";"97,71";"5045";"489";"91,16";3517307
"Guaíra";"2016";"38473";"18993";"19480";"97,5";"37235";"1238";"96,78";3517406
"Guaíra";"2017";"38619";"19056";"19563";"97,41";"37388";"1231";"96,81";3517406
"Guaíra";"2018";"38766";"19120";"19646";"97,32";"37540";"1226";"96,84";3517406
"Guaíra";"2019";"38913";"19183";"19730";"97,23";"37690";"1223";"96,86";3517406
"Guaíra";"2020";"39061";"19247";"19814";"97,14";"37840";"1221";"96,87";3517406
"Guaiçara";"2016";"11454";"5743";"5711";"100,56";"10576";"878";"92,33";3517208
"Guaiçara";"2017";"11576";"5802";"5774";"100,48";"10714";"862";"92,55";3517208
"Guaiçara";"2018";"11698";"5861";"5837";"100,41";"10852";"846";"92,77";3517208
"Guaiçara";"2019";"11822";"5921";"5901";"100,34";"10991";"831";"92,97";3517208
"Guaiçara";"2020";"11947";"5981";"5966";"100,25";"11131";"816";"93,17";3517208
"Guapiara";"2016";"17707";"8969";"8738";"102,64";"7328";"10379";"41,38";3517604
"Guapiara";"2017";"17724";"8973";"8751";"102,54";"7371";"10353";"41,59";3517604
"Guapiara";"2018";"17741";"8976";"8765";"102,41";"7413";"10328";"41,78";3517604
"Guapiara";"2019";"17758";"8980";"8778";"102,3";"7456";"10302";"41,99";3517604
"Guapiara";"2020";"17775";"8983";"8792";"102,17";"7499";"10276";"42,19";3517604
"Guapiaçu";"2016";"19753";"9951";"9802";"101,52";"17788";"1965";"90,05";3517505
"Guapiaçu";"2017";"20021";"10081";"9940";"101,42";"18073";"1948";"90,27";3517505
"Guapiaçu";"2018";"20293";"10213";"10080";"101,32";"18360";"1933";"90,47";3517505
"Guapiaçu";"2019";"20569";"10347";"10222";"101,22";"18650";"1919";"90,67";3517505
"Guapiaçu";"2020";"20848";"10482";"10366";"101,12";"18942";"1906";"90,86";3517505
"Guará";"2016";"20421";"10145";"10276";"98,73";"19884";"537";"97,37";3517703
"Guará";"2017";"20521";"10192";"10329";"98,67";"19996";"525";"97,44";3517703
"Guará";"2018";"20622";"10240";"10382";"98,63";"20108";"514";"97,51";3517703
"Guará";"2019";"20722";"10287";"10435";"98,58";"20218";"504";"97,57";3517703
"Guará";"2020";"20824";"10335";"10489";"98,53";"20329";"495";"97,62";3517703
"Guaraci";"2016";"10589";"5379";"5210";"103,24";"9718";"871";"91,77";3517901
"Guaraci";"2017";"10685";"5425";"5260";"103,14";"9840";"845";"92,09";3517901
"Guaraci";"2018";"10781";"5471";"5310";"103,03";"9960";"821";"92,38";3517901
"Guaraci";"2019";"10879";"5518";"5361";"102,93";"10080";"799";"92,66";3517901
"Guaraci";"2020";"10978";"5565";"5413";"102,81";"10201";"777";"92,92";3517901
"Guarani d'Oeste";"2016";"1942";"949";"993";"95,57";"1726";"216";"88,88";3518008
"Guarani d'Oeste";"2017";"1937";"946";"991";"95,46";"1724";"213";"89";3518008
"Guarani d'Oeste";"2018";"1932";"944";"988";"95,55";"1722";"210";"89,13";3518008
"Guarani d'Oeste";"2019";"1927";"941";"986";"95,44";"1720";"207";"89,26";3518008
"Guarani d'Oeste";"2020";"1922";"939";"983";"95,52";"1718";"204";"89,39";3518008
"Guarantã";"2016";"6445";"3233";"3212";"100,65";"5731";"714";"88,92";3518107
"Guarantã";"2017";"6452";"3235";"3217";"100,56";"5770";"682";"89,43";3518107
"Guarantã";"2018";"6461";"3238";"3223";"100,47";"5810";"651";"89,92";3518107
"Guarantã";"2019";"6468";"3240";"3228";"100,37";"5846";"622";"90,38";3518107
"Guarantã";"2020";"6477";"3243";"3234";"100,28";"5882";"595";"90,81";3518107
"Guararapes";"2016";"31570";"15504";"16066";"96,5";"29513";"2057";"93,48";3518206
"Guararapes";"2017";"31696";"15559";"16137";"96,42";"29675";"2021";"93,62";3518206
"Guararapes";"2018";"31822";"15614";"16208";"96,34";"29836";"1986";"93,76";3518206
"Guararapes";"2019";"31949";"15669";"16280";"96,25";"29997";"1952";"93,89";3518206
"Guararapes";"2020";"32076";"15724";"16352";"96,16";"30158";"1918";"94,02";3518206
"Guararema";"2016";"27973";"14005";"13968";"100,26";"24072";"3901";"86,05";3518305
"Guararema";"2017";"28330";"14174";"14156";"100,13";"24379";"3951";"86,05";3518305
"Guararema";"2018";"28692";"14345";"14347";"99,99";"24691";"4001";"86,06";3518305
"Guararema";"2019";"29058";"14519";"14539";"99,86";"25006";"4052";"86,06";3518305
"Guararema";"2020";"29429";"14694";"14735";"99,72";"25325";"4104";"86,05";3518305
"Guaratinguetá";"2016";"116020";"55815";"60205";"92,71";"110600";"5420";"95,33";3518404
"Guaratinguetá";"2017";"116597";"56088";"60509";"92,69";"111163";"5434";"95,34";3518404
"Guaratinguetá";"2018";"117177";"56362";"60815";"92,68";"111728";"5449";"95,35";3518404
"Guaratinguetá";"2019";"117760";"56638";"61122";"92,66";"112297";"5463";"95,36";3518404
"Guaratinguetá";"2020";"118345";"56915";"61430";"92,65";"112868";"5477";"95,37";3518404
"Guaraçaí";"2016";"8434";"4163";"4271";"97,47";"6823";"1611";"80,9";3517802
"Guaraçaí";"2017";"8428";"4157";"4271";"97,33";"6845";"1583";"81,22";3517802
"Guaraçaí";"2018";"8424";"4152";"4272";"97,19";"6868";"1556";"81,53";3517802
"Guaraçaí";"2019";"8418";"4146";"4272";"97,05";"6890";"1528";"81,85";3517802
"Guaraçaí";"2020";"8412";"4140";"4272";"96,91";"6910";"1502";"82,14";3517802
"Guareí";"2016";"15279";"9234";"6045";"152,75";"8825";"6454";"57,76";3518503
"Guareí";"2017";"15395";"9287";"6108";"152,05";"8892";"6503";"57,76";3518503
"Guareí";"2018";"15512";"9340";"6172";"151,33";"8960";"6552";"57,76";3518503
"Guareí";"2019";"15631";"9394";"6237";"150,62";"9029";"6602";"57,76";3518503
"Guareí";"2020";"15750";"9448";"6302";"149,92";"9097";"6653";"57,76";3518503
"Guariba";"2016";"37679";"18934";"18745";"101,01";"37016";"663";"98,24";3518602
"Guariba";"2017";"38010";"19089";"18921";"100,89";"37360";"650";"98,29";3518602
"Guariba";"2018";"38344";"19246";"19098";"100,77";"37706";"638";"98,34";3518602
"Guariba";"2019";"38681";"19404";"19277";"100,66";"38054";"627";"98,38";3518602
"Guariba";"2020";"39021";"19563";"19458";"100,54";"38406";"615";"98,42";3518602
"Guarujá";"2016";"305938";"149056";"156882";"95,01";"305879";"59";"99,98";3518701
"Guarujá";"2017";"308522";"150310";"158212";"95,01";"308463";"59";"99,98";3518701
"Guarujá";"2018";"311128";"151574";"159554";"95";"311068";"60";"99,98";3518701
"Guarujá";"2019";"313756";"152849";"160907";"94,99";"313696";"60";"99,98";3518701
"Guarujá";"2020";"316405";"154134";"162271";"94,99";"316344";"61";"99,98";3518701
"Guarulhos";"2016";"1300708";"633646";"667062";"94,99";"1300708";"-";"100";3518800
"Guarulhos";"2017";"1313169";"639737";"673432";"95";"1313169";"-";"100";3518800
"Guarulhos";"2018";"1325750";"645886";"679864";"95";"1325750";"-";"100";3518800
"Guarulhos";"2019";"1338452";"652095";"686357";"95,01";"1338452";"-";"100";3518800
"Guarulhos";"2020";"1351275";"658363";"692912";"95,01";"1351275";"-";"100";3518800
"Guatapará";"2016";"7250";"3705";"3545";"104,51";"5641";"1609";"77,81";3518859
"Guatapará";"2017";"7297";"3725";"3572";"104,28";"5727";"1570";"78,48";3518859
"Guatapará";"2018";"7345";"3746";"3599";"104,08";"5813";"1532";"79,14";3518859
"Guatapará";"2019";"7392";"3766";"3626";"103,86";"5897";"1495";"79,78";3518859
"Guatapará";"2020";"7440";"3787";"3653";"103,67";"5982";"1458";"80,4";3518859
"Guzolândia";"2016";"4970";"2523";"2447";"103,11";"4347";"623";"87,46";3518909
"Guzolândia";"2017";"5004";"2537";"2467";"102,84";"4398";"606";"87,89";3518909
"Guzolândia";"2018";"5038";"2551";"2487";"102,57";"4449";"589";"88,31";3518909
"Guzolândia";"2019";"5072";"2565";"2507";"102,31";"4499";"573";"88,7";3518909
"Guzolândia";"2020";"5107";"2579";"2528";"102,02";"4550";"557";"89,09";3518909
"Herculândia";"2016";"9036";"4513";"4523";"99,78";"8391";"645";"92,86";3519006
"Herculândia";"2017";"9091";"4540";"4551";"99,76";"8462";"629";"93,08";3519006
"Herculândia";"2018";"9147";"4567";"4580";"99,72";"8533";"614";"93,29";3519006
"Herculândia";"2019";"9204";"4594";"4610";"99,65";"8603";"601";"93,47";3519006
"Herculândia";"2020";"9260";"4621";"4639";"99,61";"8671";"589";"93,64";3519006
"Holambra";"2016";"13335";"6748";"6587";"102,44";"10743";"2592";"80,56";3519055
"Holambra";"2017";"13616";"6889";"6727";"102,41";"11125";"2491";"81,71";3519055
"Holambra";"2018";"13901";"7032";"6869";"102,37";"11508";"2393";"82,79";3519055
"Holambra";"2019";"14194";"7179";"7015";"102,34";"11896";"2298";"83,81";3519055
"Holambra";"2020";"14493";"7329";"7164";"102,3";"12287";"2206";"84,78";3519055
"Hortolândia";"2016";"215281";"108423";"106858";"101,46";"215281";"-";"100";3519071
"Hortolândia";"2017";"218934";"110199";"108735";"101,35";"218934";"-";"100";3519071
"Hortolândia";"2018";"222649";"112004";"110645";"101,23";"222649";"-";"100";3519071
"Hortolândia";"2019";"226426";"113838";"112588";"101,11";"226426";"-";"100";3519071
"Hortolândia";"2020";"230268";"115703";"114565";"100,99";"230268";"-";"100";3519071
"Iacanga";"2016";"10820";"5550";"5270";"105,31";"9531";"1289";"88,09";3519105
"Iacanga";"2017";"10939";"5607";"5332";"105,16";"9652";"1287";"88,23";3519105
"Iacanga";"2018";"11060";"5665";"5395";"105";"9775";"1285";"88,38";3519105
"Iacanga";"2019";"11182";"5723";"5459";"104,84";"9899";"1283";"88,53";3519105
"Iacanga";"2020";"11306";"5782";"5524";"104,67";"10025";"1281";"88,67";3519105
"Iacri";"2016";"6337";"3203";"3134";"102,2";"5222";"1115";"82,4";3519204
"Iacri";"2017";"6320";"3194";"3126";"102,18";"5243";"1077";"82,96";3519204
"Iacri";"2018";"6305";"3186";"3119";"102,15";"5264";"1041";"83,49";3519204
"Iacri";"2019";"6288";"3177";"3111";"102,12";"5282";"1006";"84";3519204
"Iacri";"2020";"6272";"3168";"3104";"102,06";"5299";"973";"84,49";3519204
"Iaras";"2016";"6677";"4330";"2347";"184,49";"2971";"3706";"44,5";3519253
"Iaras";"2017";"6731";"4356";"2375";"183,41";"2995";"3736";"44,5";3519253
"Iaras";"2018";"6785";"4382";"2403";"182,36";"3019";"3766";"44,5";3519253
"Iaras";"2019";"6839";"4408";"2431";"181,32";"3043";"3796";"44,49";3519253
"Iaras";"2020";"6894";"4434";"2460";"180,24";"3067";"3827";"44,49";3519253
"Ibaté";"2016";"33192";"16976";"16216";"104,69";"31996";"1196";"96,4";3519303
"Ibaté";"2017";"33572";"17156";"16416";"104,51";"32379";"1193";"96,45";3519303
"Ibaté";"2018";"33956";"17338";"16618";"104,33";"32765";"1191";"96,49";3519303
"Ibaté";"2019";"34345";"17523";"16822";"104,17";"33156";"1189";"96,54";3519303
"Ibaté";"2020";"34738";"17709";"17029";"103,99";"33550";"1188";"96,58";3519303
"Ibirá";"2016";"11627";"5759";"5868";"98,14";"10827";"800";"93,12";3519402
"Ibirá";"2017";"11733";"5809";"5924";"98,06";"10937";"796";"93,22";3519402
"Ibirá";"2018";"11841";"5860";"5981";"97,98";"11048";"793";"93,3";3519402
"Ibirá";"2019";"11949";"5911";"6038";"97,9";"11158";"791";"93,38";3519402
"Ibirá";"2020";"12059";"5963";"6096";"97,82";"11269";"790";"93,45";3519402
"Ibirarema";"2016";"7197";"3613";"3584";"100,81";"6725";"472";"93,44";3519501
"Ibirarema";"2017";"7274";"3649";"3625";"100,66";"6807";"467";"93,58";3519501
"Ibirarema";"2018";"7351";"3685";"3666";"100,52";"6888";"463";"93,7";3519501
"Ibirarema";"2019";"7430";"3722";"3708";"100,38";"6971";"459";"93,82";3519501
"Ibirarema";"2020";"7509";"3759";"3750";"100,24";"7054";"455";"93,94";3519501
"Ibitinga";"2016";"56538";"27825";"28713";"96,91";"54593";"1945";"96,56";3519600
"Ibitinga";"2017";"57022";"28056";"28966";"96,86";"55094";"1928";"96,62";3519600
"Ibitinga";"2018";"57511";"28289";"29222";"96,81";"55597";"1914";"96,67";3519600
"Ibitinga";"2019";"58003";"28523";"29480";"96,75";"56100";"1903";"96,72";3519600
"Ibitinga";"2020";"58501";"28760";"29741";"96,7";"56607";"1894";"96,76";3519600
"Ibiúna";"2016";"74364";"37600";"36764";"102,27";"26872";"47492";"36,14";3519709
"Ibiúna";"2017";"74875";"37828";"37047";"102,11";"27198";"47677";"36,32";3519709
"Ibiúna";"2018";"75390";"38057";"37333";"101,94";"27528";"47862";"36,51";3519709
"Ibiúna";"2019";"75908";"38288";"37620";"101,78";"27862";"48046";"36,7";3519709
"Ibiúna";"2020";"76430";"38520";"37910";"101,61";"28199";"48231";"36,9";3519709
