Ano,Trimestre,Data do Anuncio,Empresa alvo do investimento,Empresa(s) investidora(s),Real (em milhoes),Dolar (em milhoes),Valor Informado,Municipio,Regiao,Descricao do investimento,CNAE Empresa alvo do investimento,CNAE Empresa(s) investidora(s),Tipo Investimento,Periodo
2013,3,14/09/2013,Olinto Cafe,Olinto Cafe,0.01,0,Sim,Franca,RA Franca,Inauguracao da segunda unidade da cafeteria,5611-2 - Restaurantes e outros estabelecimentos de servicos de alimentacao e bebidas,5611-2 - Restaurantes e outros estabelecimentos de servicos de alimentacao e bebidas,Implantacao,2013 - 2013
2013,3,10/09/2013,Franca Shopping,Sonae Sierra Brasil,96,42.29,Sim,Franca,RA Franca,Ampliacao de shopping,6822-6 - Gestao e administracao da propriedade imobiliaria,4110-7 - Incorporacao de empreendimentos imobiliarios,Ampliacao/Modernizacao,2013 - 2014
2013,3,09/07/2013,Associacao dos Pais e Amigos dos Excepcionais - Apae,Associacao dos Pais e Amigos dos Excepcionais - Apae,0.2,0.09,Sim,Franca,RA Franca,Instalacao de piscina para fisioterapia,"8650-0 - Atividades de profissionais da area de saude, exceto medicos e odontologos",9430-8 - Atividades de associacoes de defesa de direitos sociais,Ampliacao/Modernizacao,2013 - 2013
2013,3,08/08/2013,Supermercado Avenida Premium,Casa Avenida Comercio e Importacao,NA,NA,Nao,Assis,RA Marilia,Inauguracao de supermercado,"4711-3 - Comercio varejista de mercadorias em geral, com predominancia de produtos alimenticios - hipermercados e supermercados","4711-3 - Comercio varejista de mercadorias em geral, com predominancia de produtos alimenticios - hipermercados e supermercados",Implantacao,2013 - 2013
2013,3,09/09/2013,Nacao Verde,C.A. Rubira Danelon,0.22,0.1,Sim,Assis,RA Marilia,Inauguracao de franquia de loja de produtos organicos e naturais,4729-6 - Comercio varejista de produtos alimenticios em geral ou especializado em produtos alimenticios nao especificados anteriormente; produtos do fumo,4729-6 - Comercio varejista de produtos alimenticios em geral ou especializado em produtos alimenticios nao especificados anteriormente; produtos do fumo,Implantacao,2013 - 2013
2013,3,09/08/2013,Sasazaki,Sasazaki Industria e Comercio,200,85.4,Sim,Marilia,RA Marilia,Ampliacao da capacidade de producao da fabrica de esquadrias metalicas,2512-8 - Fabricacao de esquadrias de metal,2512-8 - Fabricacao de esquadrias de metal,Ampliacao/Modernizacao,2013 - 2017
2013,3,27/07/2013,Santa Casa de Marilia,Irmandade Santa Casa de Misericordia de Marilia,0.08,0.04,Sim,Marilia,RA Marilia,Inauguracao de consultorio de oncologia ocular,8610-1 - Atividades de atendimento hospitalar,8610-1 - Atividades de atendimento hospitalar,Implantacao,2012 - 2013
2013,3,25/09/2013,Clinica de Hematologia e Oncologia - Clion Marilia,Associacao Beneficente Hospital Universitario,0.16,0.07,Sim,Marilia,RA Marilia,Inauguracao de clinica de hematologia e oncologia,8640-2 - Atividades de servicos de complementacao diagnostica e terapeutica,8640-2 - Atividades de servicos de complementacao diagnostica e terapeutica,Implantacao,2013 - 2013
2013,3,01/08/2013,Esmalteria,Maiara de Siqueira Bonfim,0.07,0.03,Sim,Marilia,RA Marilia,Inauguracao de franquia de loja de manicure,9602-5 - Cabeleireiros e outras atividades de tratamento de beleza,9602-5 - Cabeleireiros e outras atividades de tratamento de beleza,Implantacao,2013 - 2013
2013,3,01/07/2013,Servico Nacional de Aprendizagem Industrial - Senai,Servico Nacional de Aprendizagem Industrial - Senai,10,4.44,Sim,Ourinhos,RA Marilia,Inauguracao de escola de ensino profissionalizante,8541-4 - Educacao profissional de nivel tecnico,8599-6 - Atividades de ensino nao especificadas anteriormente,Implantacao,2010 - 2013
2013,3,06/09/2013,Servico Social da Industria - Sesi,Servico Social da Industria - Sesi,13.7,6.04,Sim,Santa Cruz do Rio Pardo,RA Marilia,Inauguracao de escola de ensino fundamental e medio,8520-1 - Ensino medio,8599-6 - Atividades de ensino nao especificadas anteriormente,Implantacao,2012 - 2013
2013,3,01/07/2013,Servico Social da Industria - Sesi,Servico Social da Industria - Sesi,9.2,4.09,Sim,Presidente Epitacio,RA Presidente Prudente,Construcao de escola de ensino fundamental e medio,8520-1 - Ensino medio,8599-6 - Atividades de ensino nao especificadas anteriormente,Implantacao,2011 - 2013
2013,3,19/08/2013,Farmais,Farmais,NA,NA,Nao,Santo Anastacio,RA Presidente Prudente,Inauguracao de franquia de drogaria,4771-7 - Comercio varejista de produtos farmaceuticos para uso humano e veterinario,4771-7 - Comercio varejista de produtos farmaceuticos para uso humano e veterinario,Implantacao,2013 - 2013
2013,3,21/08/2013,Dow Agrosciences,Dow Agrosciences,NA,NA,Nao,Cravinhos,RA Ribeirao Preto,Instalacao de laboratorio de pesquisa e desenvolvimento de sementes,7210-0 - Pesquisa e desenvolvimento experimental em ciencias fisicas e naturais,0161-0 - Atividades de apoio a agricultura,Ampliacao/Modernizacao,2013 - 2014
2013,3,10/09/2013,Raizen Energia,Raizen Energia,NA,NA,Nao,Guariba,RA Ribeirao Preto,Ampliacao da usina Bonfim de producao de acucar e etanol,1931-4 - Fabricacao de alcool,1071-6 - Fabricacao de acucar em bruto,Ampliacao/Modernizacao,2013 - 2015
2013,3,30/09/2013,Paqueta Esportes,Paqueta Calcados,NA,NA,Nao,Ribeirao Preto,RA Ribeirao Preto,Inauguracao de franquia de loja de calcados e moda esportiva no Shopping Iguatemi Ribeirao,4763-6 - Comercio varejista de artigos recreativos e esportivos,4782-2 - Comercio varejista de calcados e artigos de viagem,Implantacao,2013 - 2013
2013,3,14/08/2013,Iodice,Iodice,0.5,0.21,Sim,Ribeirao Preto,RA Ribeirao Preto,Inauguracao de franquia de loja de moda feminina no Ribeirao Shopping,4781-4 - Comercio varejista de artigos do vestuario e acessorios,4781-4 - Comercio varejista de artigos do vestuario e acessorios,Implantacao,2013 - 2013
2013,3,29/09/2013,Lojas Riachuelo,Lojas Riachuelo,6.58,2.9,Sim,Ribeirao Preto,RA Ribeirao Preto,"Inauguracao de loja de moda feminina, masculina, infanto - juvenil, moda casa no shopping Iguatemi ribeirao preto.",4781-4 - Comercio varejista de artigos do vestuario e acessorios,4781-4 - Comercio varejista de artigos do vestuario e acessorios,Implantacao,2013 - 2013
2013,3,29/09/2013,MG Sports,MG Sports Comercio de Atigos de Vestuario e Acessorios para Esportes,NA,NA,Nao,Ribeirao Preto,RA Ribeirao Preto,Inauguracao de loja de calcados e moda esportiva no Shopping Iguatemi Ribeirao Preto,4781-4 - Comercio varejista de artigos do vestuario e acessorios,4781-4 - Comercio varejista de artigos do vestuario e acessorios,Implantacao,2013 - 2013
2013,3,14/08/2013,Primicia,Pebelar Comercio de Artefatos de Viagens,0.4,0.17,Sim,Ribeirao Preto,RA Ribeirao Preto,"Inauguracao de franquia de loja de bolsas, malas e acessorios no Ribeirao Shopping",4782-2 - Comercio varejista de calcados e artigos de viagem,4782-2 - Comercio varejista de calcados e artigos de viagem,Implantacao,2013 - 2013
2013,3,15/08/2013,Calcados Bibi,Calcados Bibi,NA,NA,Nao,Ribeirao Preto,RA Ribeirao Preto,Inauguracao de loja franqueada de calcados infantis no Ribeirao Shopping,4782-2 - Comercio varejista de calcados e artigos de viagem,4782-2 - Comercio varejista de calcados e artigos de viagem,Implantacao,2013 - 2013
2013,3,22/09/2013,H. Stern,HJS Comercial,NA,NA,Nao,Ribeirao Preto,RA Ribeirao Preto,Abertura de joalheria no Shopping Iguatemi Ribeirao Preto,4783-1 - Comercio varejista de joias e relogios,4783-1 - Comercio varejista de joias e relogios,Implantacao,2013 - 2013
2013,3,14/08/2013,Stream Palace Hotel,Black Stream Hotel,NA,NA,Nao,Ribeirao Preto,RA Ribeirao Preto,Reforma do hotel,5510-8 - Hoteis e similares,5510-8 - Hoteis e similares,Modernizacao,2013 - 2013
2013,3,23/09/2013,Blue Tree Hotels,Blue Tree Hotels & Resorts do Brasil,NA,NA,Nao,Ribeirao Preto,RA Ribeirao Preto,Construcao de hotel,5510-8 - Hoteis e similares,8299-7 - Atividades de servicos prestados principalmente as empresas nao especificadas anteriormente/4120-4 - Construcao de edificios,Implantacao,2013 - 2016
2013,3,14/08/2013,Madero Burger & Grill,Restaurante Madero Ribeirao Preto,NA,NA,Nao,Ribeirao Preto,RA Ribeirao Preto,Inauguracao de franquia de lanchonete no Ribeirao Shopping,5611-2 - Restaurantes e outros estabelecimentos de servicos de alimentacao e bebidas,5611-2 - Restaurantes e outros estabelecimentos de servicos de alimentacao e bebidas,Implantacao,2013 - 2013
2013,3,14/08/2013,Outback Steakhouse,CLS Sao Paulo,NA,NA,Nao,Ribeirao Preto,RA Ribeirao Preto,Reinauguracao de restaurante no Ribeirao Shopping,5611-2 - Restaurantes e outros estabelecimentos de servicos de alimentacao e bebidas,5611-2 - Restaurantes e outros estabelecimentos de servicos de alimentacao e bebidas,Ampliacao/Modernizacao,2013 - 2013
2013,3,14/08/2013,Santander,Banco Santander,NA,NA,Nao,Ribeirao Preto,RA Ribeirao Preto,Inauguracao de agencia bancaria no Ribeirao Shopping,"6422-1 - Bancos multiplos, com carteira comercial","6422-1 - Bancos multiplos, com carteira comercial",Implantacao,2012 - 2013
2013,3,14/08/2013,Luminus Platino Cabeleireiros,Luminus Instituto de Beleza,NA,NA,Nao,Ribeirao Preto,RA Ribeirao Preto,Inauguracao de cabeleireiro no Ribeirao Shopping,9602-5 - Cabeleireiros e outras atividades de tratamento de beleza,9602-5 - Cabeleireiros e outras atividades de tratamento de beleza,Implantacao,2013 - 2013
2013,3,13/09/2013,Laundromat Express,Laundromat Express,0.12,0.05,Sim,Sertaozinho,RA Ribeirao Preto,Abertura de lavanderia automatica em posto de gasolina,"9601-7 - Lavanderias, tinturarias e toalheiros","9601-7 - Lavanderias, tinturarias e toalheiros",Implantacao,2013 - 2013
2013,3,28/08/2013,Dersa,Desenvolvimento Rodoviario S.A. - Dersa,47.44,20.26,Sim,Diversos municipios-RGSantos,RA Santos,Modernizacao das travessias litoraneas,"5221-4 - Concessionarias de rodovias, pontes, tuneis e servicos relacionados","5221-4 - Concessionarias de rodovias, pontes, tuneis e servicos relacionados",Ampliacao/Modernizacao,2011 - 2013
2013,3,03/09/2013,Dersa,Desenvolvimento Rodoviario S.A. - Dersa,1166,513.61,Sim,Diversos municipios-RGSantos,RA Santos,"Construcao de tunel pre-moldado sob o canal do Estuario de Santos, ligando a cidade ao Guaruja.","5221-4 - Concessionarias de rodovias, pontes, tuneis e servicos relacionados","5221-4 - Concessionarias de rodovias, pontes, tuneis e servicos relacionados",Implantacao,2013 - 2017
2013,3,02/08/2013,Seven Idiomas,Premium Cursos de Idiomas e Comercio de Material Didatico,NA,NA,Nao,Santos,RA Santos,Implantacao de franquia de escola de ingles e espanhol,8593-7 - Ensino de idiomas,"4761-0 - Comercio varejista de livros, jornais, revistas e papelaria",Implantacao,2012 - 2013
2013,3,01/09/2013,Rede Tonin,Luiz Tonin Atacadista e Supermercados,25,11.01,Sim,Sao Jose do Rio Preto,RA Sao Jose do Rio Preto,Inauguracao de super atacado na av. Rui Seixas,"4693-1 - Comercio atacadista de mercadorias em geral, sem predominancia de alimentos ou de insumos agropecuarios","4693-1 - Comercio atacadista de mercadorias em geral, sem predominancia de alimentos ou de insumos agropecuarios",Modernizacao,2011 - 2013
2013,3,04/07/2013,Pao de Acucar,Companhia Brasileira de Distribuicao,15,6.66,Sim,Sao Jose do Rio Preto,RA Sao Jose do Rio Preto,Inauguracao de supermercado no Bairro Damha,"4711-3 - Comercio varejista de mercadorias em geral, com predominancia de produtos alimenticios - hipermercados e supermercados",4789-0 - Comercio varejista de outros produtos novos nao especificados anteriormente,Implantacao,2012 - 2013
2013,3,13/08/2013,Lavid Restaurant Nightclub,Lavid Restaurant Nightclub,NA,NA,Nao,Sao Jose do Rio Preto,RA Sao Jose do Rio Preto,Inauguracao de restaurante e night club,5611-2 - Restaurantes e outros estabelecimentos de servicos de alimentacao e bebidas,5611-2 - Restaurantes e outros estabelecimentos de servicos de alimentacao e bebidas,Implantacao,2013 - 2013
2013,3,01/09/2013,Fashion Center,Fashion Center Servicos de Moda,NA,NA,Nao,Sao Jose do Rio Preto,RA Sao Jose do Rio Preto,Construcao de shopping center de lojas de atacado de roupas,6822-6 - Gestao e administracao da propriedade imobiliaria,"4616-8 - Representantes comerciais e agentes do comercio de texteis, vestuario, calcados e artigos de viagem",Ampliacao/Modernizacao,2014 - 2015
2013,3,05/09/2013,Centro Universitario do Norte Paulista - Unorp,Cidade Norte Participacoes e Administracao,5,2.2,Sim,Sao Jose do Rio Preto,RA Sao Jose do Rio Preto,Construcao de campus universitario no Shopping Cidade Norte,8531-7 - Educacao superior - graduacao,4110-7 - Incorporacao de empreendimentos imobiliarios,Implantacao,2013 - 2014
2013,3,10/08/2013,Universidade Rodobens,Rodobens Negocios e Solucoes,1,0.43,Sim,Sao Jose do Rio Preto,RA Sao Jose do Rio Preto,Inauguracao de universidade corporativa,8599-6 - Atividades de ensino nao especificadas anteriormente,6462-0 - Holdings de instituicoes nao-financeiras,Implantacao,2013 - 2013
2013,3,20/08/2013,Santa Casa de Votuporanga,Santa Casa de Misericordia de Votuporanga,NA,NA,Nao,Votuporanga,RA Sao Jose do Rio Preto,"Inauguracao de clinica, ambulatorial, exames por imagens e laboratoriais",8610-1 - Atividades de atendimento hospitalar,8610-1 - Atividades de atendimento hospitalar,Implantacao,2011 - 2013
2013,3,29/09/2013,Servico Social do Transporte - Sest,Servico Social do Transporte - Sest,NA,NA,Nao,Votuporanga,RA Sao Jose do Rio Preto,"Construcao de complexo de servicos medicos, cultura, educacao e lazer ao trabalhador em transporte",8800-6 - Servicos de assistencia social sem alojamento,8800-6 - Servicos de assistencia social sem alojamento,Implantacao,2013 - ...
2013,3,03/09/2013,Super 8,Hotelpar Empreendimentos e Participacoes,11,4.85,Sim,Aparecida,RA Sao Jose dos Campos,Construcao de hotel,5510-8 - Hoteis e similares,6810-2 - Atividades imobiliarias de imoveis proprios,Implantacao,2013 - 2016
2013,3,07/09/2013,Super 8,Hotelpar Empreendimentos e Participacoes,11,4.85,Sim,Cacapava,RA Sao Jose dos Campos,Construcao de hotel,5510-8 - Hoteis e similares,6810-2 - Atividades imobiliarias de imoveis proprios,Implantacao,2013 - 2016
2013,3,07/09/2013,Super 8,Hotelpar Empreendimentos e Participacoes,11,4.85,Sim,Cachoeira Paulista,RA Sao Jose dos Campos,Construcao de hotel,5510-8 - Hoteis e similares,6810-2 - Atividades imobiliarias de imoveis proprios,Implantacao,2013 - 2016
2013,3,07/09/2013,Super 8,Hotelpar Empreendimentos e Participacoes,11,4.85,Sim,Caraguatatuba,RA Sao Jose dos Campos,Construcao de hotel,5510-8 - Hoteis e similares,6810-2 - Atividades imobiliarias de imoveis proprios,Implantacao,2013 - 2016
2013,3,07/09/2013,Super 8,Hotelpar Empreendimentos e Participacoes,11,4.85,Sim,Cruzeiro,RA Sao Jose dos Campos,Construcao de hotel,5510-8 - Hoteis e similares,6810-2 - Atividades imobiliarias de imoveis proprios,Implantacao,2013 - 2016
2013,3,07/09/2013,Super 8,Hotelpar Empreendimentos e Participacoes,11,4.85,Sim,Guaratingueta,RA Sao Jose dos Campos,Construcao de hotel,5510-8 - Hoteis e similares,6810-2 - Atividades imobiliarias de imoveis proprios,Implantacao,2013 - 2016
2013,3,09/09/2013,Nacao Verde,Silvio Roberto Resende,NA,NA,Nao,Jacarei,RA Sao Jose dos Campos,Inauguracao de franquia de loja de produtos organicos e naturais,4729-6 - Comercio varejista de produtos alimenticios em geral ou especializado em produtos alimenticios nao especificados anteriormente; produtos do fumo,"4713-0 - Comercio varejista de mercadorias em geral, sem predominancia de produtos alimenticios",Implantacao,2012 - 2013
2013,3,07/09/2013,Super 8,Hotelpar Empreendimentos e Participacoes,11,4.85,Sim,Jacarei,RA Sao Jose dos Campos,Construcao de hotel,5510-8 - Hoteis e similares,6810-2 - Atividades imobiliarias de imoveis proprios,Implantacao,2013 - 2016
2013,3,01/07/2013,Servico Social da Industria - Sesi,Servico Social da Industria - Sesi,9.1,4.04,Sim,Jacarei,RA Sao Jose dos Campos,Reinauguracao de escola de ensino fundamental e medio,8520-1 - Ensino medio,8599-6 - Atividades de ensino nao especificadas anteriormente,Ampliacao/Modernizacao,2010 - 2013
2013,3,07/09/2013,Super 8,Hotelpar Empreendimentos e Participacoes,11,4.85,Sim,Lorena,RA Sao Jose dos Campos,Construcao de hotel,5510-8 - Hoteis e similares,6810-2 - Atividades imobiliarias de imoveis proprios,Implantacao,2013 - 2016
2013,3,16/08/2013,Sleep Inn,Redpar Pinda Hotel Office e Mall Empreendimentos Imobiliarios,15,6.41,Sim,Pindamonhangaba,RA Sao Jose dos Campos,"Construcao de hotel, centro de convencoes e salas de reunioes corporativas",5510-8 - Hoteis e similares,4110-7 - Incorporacao de empreendimentos imobiliarios,Implantacao,2013 - 2016
2013,3,07/09/2013,Super 8,Hotelpar Empreendimentos e Participacoes,11,4.85,Sim,Pindamonhangaba,RA Sao Jose dos Campos,Construcao de hotel,5510-8 - Hoteis e similares,6810-2 - Atividades imobiliarias de imoveis proprios,Implantacao,2013 - 2016
2013,3,08/09/2013,Salution,Vanessa Fabiana de Deus Lopes,0.1,0.04,Sim,Sao Jose dos Campos,RA Sao Jose dos Campos,"Abertura de distribuidora de frutas selecionadas, higienizadas, prontas para consumo",4729-6 - Comercio varejista de produtos alimenticios em geral ou especializado em produtos alimenticios nao especificados anteriormente; produtos do fumo,4729-6 - Comercio varejista de produtos alimenticios em geral ou especializado em produtos alimenticios nao especificados anteriormente; produtos do fumo,Implantacao,2013 - 2013
2013,3,05/09/2013,Lojas Zara,Lojas Zara,NA,NA,Nao,Sao Jose dos Campos,RA Sao Jose dos Campos,"Inauguracao de loja de roupas e acessorios para o publico feminino, masculino e infantil no Shopping Center Vale",4781-4 - Comercio varejista de artigos do vestuario e acessorios,4781-4 - Comercio varejista de artigos do vestuario e acessorios,Implantacao,2013 - 2013
2013,3,05/09/2013,Coca-Cola Clothing,Coca-Cola Clothing,NA,NA,Nao,Sao Jose dos Campos,RA Sao Jose dos Campos,Inauguracao de loja de roupas e produtos licenciados Coca-Cola no Shopping Center Vale.,4781-4 - Comercio varejista de artigos do vestuario e acessorios,4781-4 - Comercio varejista de artigos do vestuario e acessorios,Implantacao,2013 - 2013
2013,3,05/09/2013,Lacoste,Lacoste,NA,NA,Nao,Sao Jose dos Campos,RA Sao Jose dos Campos,Inauguracao de loja de roupas no Shopping Center Vale,4781-4 - Comercio varejista de artigos do vestuario e acessorios,4781-4 - Comercio varejista de artigos do vestuario e acessorios,Implantacao,2012 - 2013
2013,3,01/08/2013,Dersa,Desenvolvimento Rodoviario S.A. - Dersa,9.9,4.23,Sim,Sao Jose dos Campos,RA Sao Jose dos Campos,Construcao de via de acesso ao aeroporto ate a rodovia dos Tamoios,"5221-4 - Concessionarias de rodovias, pontes, tuneis e servicos relacionados","5221-4 - Concessionarias de rodovias, pontes, tuneis e servicos relacionados",Ampliacao/Modernizacao,2012 - 2014
2013,3,05/07/2013,Infraero,Empresa Brasileira de Infraestrutura Aeroportuaria - Infraero,16.68,7.41,Sim,Sao Jose dos Campos,RA Sao Jose dos Campos,Ampliacao do aeroporto da cidade,5240-1 - Atividades auxiliares dos transportes aereos,5240-1 - Atividades auxiliares dos transportes aereos,Ampliacao/Modernizacao,2013 - 2014
2013,3,07/09/2013,Super 8,Hotelpar Empreendimentos e Participacoes,11,4.85,Sim,Sao Jose dos Campos,RA Sao Jose dos Campos,Construcao de hotel,5510-8 - Hoteis e similares,6810-2 - Atividades imobiliarias de imoveis proprios,Implantacao,2013 - 2016
2013,3,08/09/2013,Starbucks Coffee,Starbucks Brasil Comercio de Cafes,NA,NA,Nao,Sao Jose dos Campos,RA Sao Jose dos Campos,Inauguracao de cafeteria no Shopping Colinas,5611-2 - Restaurantes e outros estabelecimentos de servicos de alimentacao e bebidas,5611-2 - Restaurantes e outros estabelecimentos de servicos de alimentacao e bebidas,Implantacao,2013 - 2013
2013,3,08/09/2013,Starbucks Coffee,Starbucks Brasil Comercio de Cafes,NA,NA,Nao,Sao Jose dos Campos,RA Sao Jose dos Campos,Inauguracao de cafeteria no CenterVale Shopping,5611-2 - Restaurantes e outros estabelecimentos de servicos de alimentacao e bebidas,5611-2 - Restaurantes e outros estabelecimentos de servicos de alimentacao e bebidas,Implantacao,2013 - 2013
2013,3,05/09/2013,Shopping Colinas,Empreendimentos Shopping Colinas,175,77.09,Sim,Sao Jose dos Campos,RA Sao Jose dos Campos,Ampliacao de shopping center,6822-6 - Gestao e administracao da propriedade imobiliaria,8299-7 - Atividades de servicos prestados principalmente as empresas nao especificadas anteriormente,Ampliacao/Modernizacao,2011 - 2015
2013,3,28/08/2013,Embraer,Empresa Brasileira de Aeronautica - Embraer,NA,NA,Nao,Sao Jose dos Campos,RA Sao Jose dos Campos,"Inauguracao de laboratorio, Material Concept, Lab no distrito Eugenio de Melo.",7210-0 - Pesquisa e desenvolvimento experimental em ciencias fisicas e naturais,3041-5 - Fabricacao de aeronaves,Implantacao,2013 - 2013
2013,3,08/09/2013,VTX,VTX Brasil Tecnologia Participacao e Holding,4.9,2.16,Sim,Sao Jose dos Campos,RA Sao Jose dos Campos,Desenvolvimento de sistema que transforma cinzas toxicas em material vitrificado para uso na construcao civil,7210-0 - Pesquisa e desenvolvimento experimental em ciencias fisicas e naturais,6202-3 - Desenvolvimento e licenciamento de programas de computador customizaveis,Implantacao,2013 - 2015
2013,3,08/09/2013,Guiche Virtual,Ghiche Virtual Servicos de Internet/GTA Solucoes,0.3,0.13,Sim,Sao Jose dos Campos,RA Sao Jose dos Campos,Abertura de loja virtual de venda de passagem de onibus pela internet,7990-2 - Servicos de reservas e outros servicos de turismo nao especificados anteriormente,6190-6 - Outras atividades de telecomunicacoes/6201-5 - Desenvolvimento de programas de computador sob encomenda,Implantacao,2012 - 2013
2013,3,13/08/2013,Servico Nacional de Aprendizagem Industrial - Senai,Servico Nacional de Aprendizagem Industrial - Senai,20,8.54,Sim,Sao Jose dos Campos,RA Sao Jose dos Campos,Construcao de escola de formacao profissional para o setor aeroespacial no Parque Tecnologico,8541-4 - Educacao profissional de nivel tecnico,8599-6 - Atividades de ensino nao especificadas anteriormente,Implantacao,2012 - 2015
2013,3,06/07/2013,Hocus Pocus Studio & Cafe,Hocus Pocus Studio e Cafe,0.1,0.04,Sim,Sao Jose dos Campos,RA Sao Jose dos Campos,Reforma de  casa de shows,9329-8 - Atividades de recreacao e lazer nao especificadas anteriormente,5611-2 - Restaurantes e outros estabelecimentos de servicos de alimentacao e bebidas,Ampliacao/Modernizacao,2013 - 2013
2013,3,15/08/2013,Sleep Inn,Redpar Pinda Hotel Office e Mall Empreendimentos Imobiliarios,16,6.83,Sim,Taubate,RA Sao Jose dos Campos,Construcao de hotel,5510-8 - Hoteis e similares,4110-7 - Incorporacao de empreendimentos imobiliarios,Implantacao,2013 - 2016
2013,3,07/09/2013,Super 8,Hotelpar Empreendimentos e Participacoes,11,4.85,Sim,Taubate,RA Sao Jose dos Campos,Construcao de hotel,5510-8 - Hoteis e similares,6810-2 - Atividades imobiliarias de imoveis proprios,Implantacao,2013 - 2016
2013,3,16/08/2013,Nacco,Nacco Materials Handling Group - Nacco Brasil,NA,NA,Nao,Itu,RA Sorocaba,Construcao de fabrica de empilhadeiras,"2822-4 - Fabricacao de maquinas, equipamentos e aparelhos para transporte e elevacao de cargas e pessoas","2822-4 - Fabricacao de maquinas, equipamentos e aparelhos para transporte e elevacao de cargas e pessoas",Implantacao,2013 - 2014
2013,3,07/08/2013,Lifan Motors,"Lifan Motors do Brasil Importacao, Exportacao e Comercio de Veiculos",70.26,30,Sim,Salto,RA Sorocaba,Esta sendo realizado o investimento de U$ 30 mi na cidade de Salto mas que a inauguracao ocorrera apenas no final do ano.,4511-1 - Comercio a varejo e por atacado de veiculos automotores,4511-1 - Comercio a varejo e por atacado de veiculos automotores,Implantacao,2012 - 2013
2013,3,21/07/2013,Usina Sao Manoel,Centro de Tecnologia Canavieira - CTC,270,119.9,Sim,Sao Manuel,RA Sorocaba,Instalacao de unidade industrial para produzir etanol de 2a geracao,1931-4 - Fabricacao de alcool,7210-0 - Pesquisa e desenvolvimento experimental em ciencias fisicas e naturais,Ampliacao,2012 - 2014
2013,3,14/08/2013,Novo Aeroporto Executivo de Sao Paulo - Naesp,JHSF Incorporacoes,500,213.5,Sim,Sao Roque,RA Sorocaba,Construcao de aeroporto executivo privado,5240-1 - Atividades auxiliares dos transportes aereos,4110-7 - Incorporacao de empreendimentos imobiliarios,Implantacao,2012 - 2015
2013,3,27/09/2013,Lojas Renner,Lojas Renner,7.1,3.13,Sim,Sorocaba,RA Sorocaba,Instalacao de loja de roupas e acessorios no Shopping Cidade Sorocaba,4781-4 - Comercio varejista de artigos do vestuario e acessorios,"4713-0 - Comercio varejista de mercadorias em geral, sem predominancia de produtos alimenticios",Implantacao,2013 - 2013
2013,3,16/09/2013,Pet Center Marginal,Pet Center Marginal,NA,NA,Nao,Sorocaba,RA Sorocaba,Inauguracao de loja de pet shop no Shopping Iguatemi Esplanada,4789-0 - Comercio varejista de outros produtos novos nao especificados anteriormente,4789-0 - Comercio varejista de outros produtos novos nao especificados anteriormente,Implantacao,2013 - 2013
2013,3,20/09/2013,Cinematografica Araujo,Cinematografica Araujo,6,2.64,Sim,Sorocaba,RA Sorocaba,Inauguracao de cinema no Shopping Cidade,5914-6 - Atividades de exibicao cinematografica,5914-6 - Atividades de exibicao cinematografica,Implantacao,2013 - 2013
2013,3,13/09/2013,Unimed Sorocaba,Unimed de Sorocaba Cooperativa de Trabalho Medico,29.99,13.21,Sim,Sorocaba,RA Sorocaba,Inauguracao de unidade de atendimento avancado Doutor Basilio Cassar,6550-2 - Planos de saude,6550-2 - Planos de saude,Implantacao,2013 - 2013
2013,3,02/07/2013,AES Eletropaulo,Eletropaulo Metropolitana Eletricidade de Sao Paulo - AES Eletropaulo,40,17.76,Sim,Barueri,RM Sao Paulo,Instalacao do novo centro de Operacao da distribuicao - COD,3514-0 - Distribuicao de energia eletrica,3514-0 - Distribuicao de energia eletrica,Implantacao,2013 - 2013
2013,3,20/09/2013,Grand Bourbon Alphaville,Goincorp Incorporacoes e Empreendimentos Imobiliarios,240,105.72,Sim,Barueri,RM Sao Paulo,Construcao de hotel em Alphaville,5510-8 - Hoteis e similares,4110-7 - Incorporacao de empreendimentos imobiliarios,Implantacao,2013 - 2014
2013,3,10/09/2013,Euromonitor,Euromonitor International Research and Consulting,NA,NA,Nao,Barueri,RM Sao Paulo,Abertura de escritorio de pesquisa e analise de mercado em Alphaville,7320-3 - Pesquisas de mercado e de opiniao publica,"7490-1 - Atividades profissionais, cientificas e tecnicas nao especificadas anteriormente",Implantacao,2011 - 2013
2013,3,09/07/2013,FGS Brasil,FGS Brasil Industria e Comercio,60,26.64,Sim,Cajamar,RM Sao Paulo,Ampliacao da producao da fabrica de tubos de polietileno de alta densidade (PEAD),2223-4 - Fabricacao de tubos e acessorios de material plastico para uso na construcao,2223-4 - Fabricacao de tubos e acessorios de material plastico para uso na construcao,Ampliacao,2011 - 2013
2013,3,09/09/2013,Nacao Verde,Horus Falcao Comercial,0.2,0.09,Sim,Cotia,RM Sao Paulo,Inauguracao de franquia de loja de produtos organicos e naturais,4729-6 - Comercio varejista de produtos alimenticios em geral ou especializado em produtos alimenticios nao especificados anteriormente; produtos do fumo,4729-6 - Comercio varejista de produtos alimenticios em geral ou especializado em produtos alimenticios nao especificados anteriormente; produtos do fumo,Implantacao,2013 - 2013
