Ano;Trimestre;Data do Anúncio;Empresa alvo do investimento;Empresa(s) investidora(s);Real (em milhões);Dólar (em milhões);Valor Informado;Município;Região;Descrição do investimento;CNAE Empresa alvo do investimento;CNAE Empresa(s) investidora(s);Tipo Investimento;Período
"2012";"2";"20/04/2012";"3M";"3 M do Brasil LTDA.";"...";"...";"Não";"São José dos Campos";"RA São José dos Campos";"Inauguração de loja no complexo industrial da Embraer";"4684-2 - Comércio atacadista de produtos químicos e petroquímicos, exceto agroquímicos";"2099-1 - Fabricação de produtos químicos não especificados anteriormente";"Implantação";"2012 - 2012"
"2012";"2";"16/06/2012";"Havan";"Havan Lojas de Departamentos LTDA";"15,00";"7,32";"Sim";"São José dos Campos";"RA São José dos Campos";"Instalação de loja de departamentos.";"4711-3 - Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - hipermercados e supermercados";"4711-3 - Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - hipermercados e supermercados";"Implantação";"2012 - 2013"
"2012";"2";"30/06/2012";"Lojas Renner";"Lojas Renner S.A.";"6,50";"3,17";"Sim";"São José dos Campos";"RA São José dos Campos";"Inauguração de loja de roupas e acessórios no Vale Sul Shopping";"4713-0 - Comércio varejista de mercadorias em geral, sem predominância de produtos alimentícios";"4713-0 - Comércio varejista de mercadorias em geral, sem predominância de produtos alimentícios";"Implantação";"2012 - 2012"
"2012";"2";"06/06/2012";"Casa Amarela";"Monica Solange Ferreira Vinhas de Paiva - ME";"...";"...";"Não";"São José dos Campos";"RA São José dos Campos";"Inauguração de loja de móveis e decoração.";"4754-7 - Comércio varejista especializado de móveis, colchoaria e artigos de iluminação";"4754-7 - Comércio varejista especializado de móveis, colchoaria e artigos de iluminação";"Implantação";"2012 - 2012"
"2012";"2";"12/06/2012";"Outlet Lingerie";"sem informação";"0,22";"0,11";"Sim";"São José dos Campos";"RA São José dos Campos";"Inauguração de loja franqueadade lingerie na Vila Ema";"4781-4 - Comércio varejista de artigos do vestuário e acessórios";"4781-4 - Comércio varejista de artigos do vestuário e acessórios";"Implantação";"2011 - 2012"
"2012";"2";"26/06/2012";"Stampa by DTA";"P Arantes M Ferro Roupas e Acessórios";"...";"...";"Não";"São José dos Campos";"RA São José dos Campos";"Inauguração de loja de moda feminina no Vale Sul Shopping.";"4781-4 - Comércio varejista de artigos do vestuário e acessórios";"4781-4 - Comércio varejista de artigos do vestuário e acessórios";"Implantação";"2012 - 2012"
"2012";"2";"12/06/2012";"Empório Bijux";"sem informação";"0,40";"0,20";"Sim";"São José dos Campos";"RA São José dos Campos";"Inauguração de loja de bijuterias no Vale Sul Shopping";"4789-0 - Comércio varejista de outros produtos novos não especificados anteriormente";"4789-0 - Comércio varejista de outros produtos novos não especificados anteriormente";"Implantação";"2012 - 2012"
"2012";"2";"04/04/2012";"Brou'né";"A.B.&A.Z.";"...";"...";"Não";"São José dos Campos";"RA São José dos Campos";"Inauguração de loja de brownie de chocolate no Shopping Centervale";"5611-2 - Restaurantes e outros estabelecimentos de serviços de alimentação e bebidas";"5611-2 - Restaurantes e outros estabelecimentos de serviços de alimentação e bebidas";"Implantação";"2011 - 2012"
"2012";"2";"25/04/2012";"Roots Sanduicheria";"Roots Sanduiceria Ltda Me";"0,13";"0,07";"Sim";"São José dos Campos";"RA São José dos Campos";"Inauguração da primeira Roots Sanduicheria no bairro Urbanova.";"5611-2 - Restaurantes e outros estabelecimentos de serviços de alimentação e bebidas";"5611-2 - Restaurantes e outros estabelecimentos de serviços de alimentação e bebidas";"Implantação";"2011 - 2012"
"2012";"2";"18/05/2012";"Net Serviços";"Net serviços de Comunicação S/A";"50,00";"25,18";"Sim";"São José dos Campos";"RA São José dos Campos";"Ampliação e modernização da rede de banda larga.";"6141-8 - Operadoras de televisão por assinatura por cabo";"8299-7 - Atividades de serviços prestados principalmente às empresas não especificadas anteriormente";"Ampliação/Modernização";"2012 - 2012"
"2012";"2";"27/05/2012";"Shopping Vale Sul";"Condomínio Vale Sul Shopping";"...";"...";"Não";"São José dos Campos";"RA São José dos Campos";"Ampliação de shopping Vale Sul";"6822-6 - Gestão e administração da propriedade imobiliária";"8112-5 - Condomínios prediais";"Ampliação";"2011 - 2012"
"2012";"2";"30/05/2012";"The One Office Tower";"GMR S/A Empreendimentos e Participações";"75,00";"37,77";"Sim";"São José dos Campos";"RA São José dos Campos";"Construção de prédio comercial";"6822-6 - Gestão e administração da propriedade imobiliária";"6462-0 - Holdings de instituições não-financeiras";"Implantação";"2009 - 2012"
"2012";"2";"08/05/2012";"KMS Comunicação";"DX Media Experience LTDA - ME";"0,30";"0,15";"Sim";"São José dos Campos";"RA São José dos Campos";"Inauguração de escritório de comunicação empresarial.";"7311-4 - Agências de publicidade";"7311-4 - Agências de publicidade";"Ampliação";"2012 - 2012"
"2012";"2";"13/05/2012";"Instituto da Construção";"Calil E SA Cursos Profissionais LTDA-ME";"...";"...";"Não";"São José dos Campos";"RA São José dos Campos";"Inauguração de escola franqueada de cursos profissionalizantes no Centro.";"8599-6 - Atividades de ensino não especificadas anteriormente";"8599-6 - Atividades de ensino não especificadas anteriormente";"Implantação";"2011 - 2012"
"2012";"2";"05/05/2012";"Companhia Docas de São Sebastião";"Companhia Docas de São Sebastião";"165,00";"83,09";"Sim";"São Sebastião";"RA São José dos Campos";"Ampliação do porto e revestimento do pátio";"5231-1 - Gestão de portos e terminais";"5231-1 - Gestão de portos e terminais";"Ampliação";"2011 - 2013"
"2012";"2";"19/06/2012";"Empório Buona Vita";"A DE PAULA Emporio ME";"0,18";"0,09";"Sim";"Taubaté";"RA São José dos Campos";"Inauguração de revenda de vinhos";"4712-1 - Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns";"4712-1 - Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns";"Implantação";"2012 - 2012"
"2012";"2";"19/05/2012";"Extra  Hipermercados";"Companhia Brasileira de Distribuição";"25,00";"12,59";"Sim";"Taubaté";"RA São José dos Campos";"Inauguração de hipermercado.";"4789-0 - Comércio varejista de outros produtos novos não especificados anteriormente";"4789-0 - Comércio varejista de outros produtos novos não especificados anteriormente";"Implantação";"2012 - 2012"
"2012";"2";"19/04/2012";"Via Vale Garden Shopping";"Tenco Shopping Centers AS/WS Participações AS";"185,00";"99,76";"Sim";"Taubaté";"RA São José dos Campos";"Construção de shopping";"6822-6 - Gestão e administração da propriedade imobiliária";"7112-0 - Serviços de engenharia";"Implantação";"2011 - 2012"
"2012";"2";"20/06/2012";"Fulwood";"Fulwood Empreendimentos Imobiliários Ltda";"10,00";"4,88";"Sim";"Araçariguama";"RA Sorocaba";"Construção de condomínio industrial";"6822-6 - Gestão e administração da propriedade imobiliária";"4110-7 - Incorporação de empreendimentos imobiliários";"Implantação";"2012 - 2012"
"2012";"2";"22/04/2012";"Cipatex";"Cipatex Administração e Participação";"21,00";"11,32";"Sim";"Cerquilho";"RA Sorocaba";"Aumento da produção de forrações automotivas, de calçados e móveis";"2221-8 - Fabricação de laminados planos e tubulares de material plástico";"2221-8 - Fabricação de laminados planos e tubulares de material plástico";"Ampliação";"2010 - 2012"
"2012";"2";"29/06/2012";"Pousada Ronco do Bugio";"JLM Hotel, Comércio e Serviços Ltda. - EPP";"6,00";"2,93";"Sim";"Piedade";"RA Sorocaba";"Ampliação da pousada";"5510-8 - Hotéis e similares";"5510-8 - Hotéis e similares";"Ampliação/Modernização";"2005 - 2012"
"2012";"2";"17/04/2012";"Ingenico";"Ingenico do Brasil LTDA";"0,20";"0,11";"Sim";"Sorocaba";"RA Sorocaba";"Implantação do escritório, sede da empresa de fornecimento de soluções de automação comercial e terminais de cartões de crédito";"4651-6 - Comércio atacadista de computadores, periféricos e suprimentos de informática";"4651-6 - Comércio atacadista de computadores, periféricos e suprimentos de informática";"Implantação";"2012 - 2013"
"2012";"2";"31/05/2012";"Huawei";"Huawei do Brasil Telecomunicações LTDA";"123,00";"61,94";"Sim";"Sorocaba";"RA Sorocaba";"Instalação de centro de distribuição de equipamentos de telecomunicações em Sorocaba";"4652-4 - Comércio atacadista de componentes eletrônicos e equipamentos de telefonia e comunicação";"4652-4 - Comércio atacadista de componentes eletrônicos e equipamentos de telefonia e comunicação";"Implantação";"2011 - 2012"
"2012";"2";"21/04/2012";"Russi Supermercados";"Irmãos Russi LTDA.";"10,00";"5,39";"Sim";"Sorocaba";"RA Sorocaba";"Instalação de Supermercado.";"4711-3 - Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - hipermercados e supermercados";"4711-3 - Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - hipermercados e supermercados";"Implantação";"2012 - 2013"
"2012";"2";"12/05/2012";"América Latina Logística - ALL";"América Latina Logística S/A";"2,00";"1,01";"Sim";"Sorocaba";"RA Sorocaba";"Manutenção e melhorias da malha rodoviária";"4911-6 - Transporte ferroviário de carga";"4911-6 - Transporte ferroviário de carga";"Implantação";"2012 - 2012"
"2012";"2";"18/05/2012";"Net Serviços";"Net serviços de Comunicação S/A";"50,00";"25,18";"Sim";"Sorocaba";"RA Sorocaba";"Ampliação e modernização da rede de banda larga.";"6141-8 - Operadoras de televisão por assinatura por cabo";"8299-7 - Atividades de serviços prestados principalmente às empresas não especificadas anteriormente";"Ampliação/Modernização";"2012 - 2012"
"2012";"2";"22/05/2012";"Shopping Pátio Cianê";"Saphyr Holdco Serviços de Shoppings Centers S/A";"210,00";"105,76";"Sim";"Sorocaba";"RA Sorocaba";"Construção de shopping center";"6822-6 - Gestão e administração da propriedade imobiliária";"4110-7 - Incorporação de empreendimentos imobiliários";"Implantação";"2010 - 2013"
"2012";"2";"12/06/2012";"Shopping Cidade Sorocaba";"AD Shopping Agência de Desenvolvimento de Shopping Center";"50,00";"24,4";"Sim";"Sorocaba";"RA Sorocaba";"Construção de Shopping Center, na zona norte";"6822-6 - Gestão e administração da propriedade imobiliária";"6822-6 - Gestão e administração da propriedade imobiliária";"Implantação";"2011 - 2013"
"2012";"2";"20/06/2012";"Fulwood";"Fulwood Empreendimentos Imobiliários Ltda";"36,00";"17,57";"Sim";"Sorocaba";"RA Sorocaba";"Construção de condomínio industrial";"6822-6 - Gestão e administração da propriedade imobiliária";"4110-7 - Incorporação de empreendimentos imobiliários";"Implantação";"2012 - 2012"
"2012";"2";"09/06/2012";"Serviço Social do Comércio - Sesc";"Serviço Social do Comércio - Sesc";"90,00";"43,93";"Sim";"Sorocaba";"RA Sorocaba";"Inauguração do centro educacional cultural e desportivo.";"8599-6 - Atividades de ensino não especificadas anteriormente";"8800-6 - Serviços de assistência social sem alojamento";"Implantação";"2011 - 2012"
"2012";"2";"17/06/2012";"Águas de Votorantim";"Águas de Votorantim S/A";"90,00";"43,93";"Sim";"Votorantim";"RA Sorocaba";"Melhoria e conservação do serviço de abastecimento de agua e ampliação do sistema de tratamento de esgoto";"3600-6 - Captação, tratamento e distribuição de água";"3600-6 - Captação, tratamento e distribuição de água";"Ampliação";"2012 - 2012"
"2012";"2";"11/04/2012";"Blue Tree Hotels";"SS Incorporação  Eireli";"77,00";"41,52";"Sim";"Votorantim";"RA Sorocaba";"Inauguração de hotel";"5510-8 - Hotéis e similares";"4110-7 - Incorporação de empreendimentos imobiliários";"Implantação";"2012 - 2014"
"2012";"2";"30/04/2012";"Sonda";"Sonda Supermercados Exp. Imp S.A";"...";"...";"Não";"Arujá";"RM São Paulo";"Inauguração de supermercado em Arujá";"4711-3 - Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - hipermercados e supermercados";"4711-3 - Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - hipermercados e supermercados";"Implantação";"2011 - 2014"
"2012";"2";"05/06/2012";"Lopes Supermercados";"Supermercados Irmãos Lopes Ltda.";"...";"...";"Não";"Barueri";"RM São Paulo";"Inauguração de supermercado na Avenida Calil Mohamed Rahal.";"4711-3 - Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - hipermercados e supermercados";"4711-3 - Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - hipermercados e supermercados";"Implantação";"2012 - 2012"
"2012";"2";"26/04/2012";"Meias Lupo/Lupo";"";"...";"...";"Não";"Barueri";"RM São Paulo";"Inauguração de loja franqueada de roupas íntimas e esportivas";"4781-4 - Comércio varejista de artigos do vestuário e acessórios";"4781-4 - Comércio varejista de artigos do vestuário e acessórios";"Implantação";"2012 - 2012"
"2012";"2";"17/05/2012";"Golden Cargo";"Golden Cargo Transportes e Logistica Ltda";"15,00";"7,55";"Sim";"Barueri";"RM São Paulo";"Compra de 61 caminhões.";"4930-2 - Transporte rodoviário de carga";"4930-2 - Transporte rodoviário de carga";"Ampliação";"2012 - 2012"
"2012";"2";"13/04/2012";"Total Express";"Tex Courier Ltda";"8,80";"4,75";"Sim";"Barueri";"RM São Paulo";"Compra de equipamento para empresa de logistica e distribuilção, para cliente da e-commerce.";"5320-2 - Atividades de malote e de entrega";"5320-2 - Atividades de malote e de entrega";"Ampliação";"2012 - 2012"
"2012";"2";"11/04/2012";"Blue Tree Hotels";"Norfin Brasil Gestão de Empreendimentos Imobiliários S/A";"150,00";"80,88";"Sim";"Barueri";"RM São Paulo";"Inauguração de hotel em Alphaville.";"5510-8 - Hotéis e similares";"6822-6 - Gestão e administração da propriedade imobiliária";"Implantação";"2012 - 2014"
"2012";"2";"08/05/2012";"Icon Alphaville";"Halna Comércio e Emp LTDA/J. Bens pARTICIPAÇÃOES ltda/Lati Incorporadora Ltda";"80,00";"40,29";"Sim";"Barueri";"RM São Paulo";"Construção de prédio de escritório de 19 andares.";"6822-6 - Gestão e administração da propriedade imobiliária";"4110-7 - Incorporação de empreendimentos imobiliários";"Implantação";"2008 - 2012"
"2012";"2";"30/04/2012";"TAM Viagens";"Fidelidade viagens e turismo LTDA";"0,27";"0,15";"Sim";"Barueri";"RM São Paulo";"Inauguração de Agência de viagens";"7911-2 - Agências de viagens";"7911-2 - Agências de viagens";"Implantação";"2012 - 2012"
"2012";"2";"23/04/2012";"Hospital Israelita Albert Einstein";"Sociedade Beneficiente Israelita Brasileira Hospital Albert Einstein";"80,00";"43,14";"Sim";"Barueri";"RM São Paulo";"Inauguração do hospital em alphaville";"8630-5 - Atividades de atenção ambulatorial executadas por médicos e odontólogos";"8610-1 - Atividades de atendimento hospitalar";"Implantação";"2010 - 2012"
"2012";"2";"22/06/2012";"Fleury";"Fleury Medicina e Saude";"...";"...";"Não";"Barueri";"RM São Paulo";"Inauguração de laboratório de exames médicos em Alphaville";"8640-2 - Atividades de serviços de complementação diagnóstica e terapêutica";"8640-2 - Atividades de serviços de complementação diagnóstica e terapêutica";"Implantação";"2010 - 2011"
"2012";"2";"26/06/2012";"SKF";"SKF do Brasil LTDA";"7,00";"3,42";"Sim";"Cajamar";"RM São Paulo";"Construção de Centro de Distribuição";"2949-2 - Fabricação de peças e acessórios para veículos automotores não especificados anteriormente";"2949-2 - Fabricação de peças e acessórios para veículos automotores não especificados anteriormente";"Implantação";"2012 - 2013"
"2012";"2";"17/04/2012";"Cetesb";"CETESB Companhia Ambiental do Estado de São Paulo/Dersa Desenvolvimento Rodoviário AS";"...";"...";"Não";"Carapicuíba";"RM São Paulo";"Instalação de estação de monitoramento de qualidade do ar";"7120-1 - Testes e análises técnicas";"8411-6 - Administração pública em geral";"Implantação";"2012 - 2012"
"2012";"2";"21/05/2012";"McTech";"Valinhos Comércio de Livros e Informática ME";"0,35";"0,18";"Sim";"Carapicuíba";"RM São Paulo";"Abertura de escola de cursos de informática e idiomas";"8593-7 - Ensino de idiomas";"4761-0 - Comércio varejista de livros, jornais, revistas e papelaria";"Implantação";"2012 - 2012"
"2012";"2";"28/06/2012";"The Square Open Mall";"Godoi Construtora SPE3 LTDA";"0,16";"0,08";"Sim";"Cotia";"RM São Paulo";"Inauguração de Shopping na Granja Viana";"6822-6 - Gestão e administração da propriedade imobiliária";"4110-7 - Incorporação de empreendimentos imobiliários";"Implantação";"2010 - 2011"
"2012";"2";"25/04/2012";"Casa Lotérica/Caixa Econômica Federal - CEF";"Caixa Econômica Federal - CEF";"...";"...";"Não";"Cotia";"RM São Paulo";"Inauguração de casa lotérica";"8299-7 - Atividades de serviços prestados principalmente às empresas não especificadas anteriormente";"6423-9 - Caixas econômicas";"Implantação";"2012 - 2012"
"2012";"2";"28/06/2012";"Shopping Ferraz de Vasconcelos";"Matec Engenharia e Construção Ltda";"120,00";"58,57";"Sim";"Ferraz de Vasconcelos";"RM São Paulo";"Construção de shopping center";"6822-6 - Gestão e administração da propriedade imobiliária";"4120-4 - Construção de edifícios";"Implantação";"2012 - 2014"
"2012";"2";"12/04/2012";"Hotéis Deville";"Hotel Deville  Guarulhos Ltda";"4,00";"2,16";"Sim";"Guarulhos";"RM São Paulo";"Reforma geral dos apartamentos do hotel";"5510-8 - Hotéis e similares";"5510-8 - Hotéis e similares";"Ampliação";"2012 - 2013"
"2012";"2";"03/04/2012";"Frango Assado";"International Meal Company - IMC";"...";"...";"Não";"Guarulhos";"RM São Paulo";"Inauguração de restaurante no aeroporto de Cumbica.";"5611-2 - Restaurantes e outros estabelecimentos de serviços de alimentação e bebidas";"6462-0 - Holdings de instituições não-financeiras";"Implantação";"2011 - 2012"
"2012";"2";"17/04/2012";"Wilson Sons";"Wilson Sons Logística LTDA";"10,00";"5,39";"Sim";"Itapevi";"RM São Paulo";"Inauguração de centro de loçística para ampliar sua atuação no segmento de armazenagem e transporte";"5250-8 - Atividades relacionadas à organização do transporte de carga";"5250-8 - Atividades relacionadas à organização do transporte de carga";"Implantação";"2011 - 2012"
"2012";"2";"02/05/2012";"Logical Center Itapeví";"Retha Empreendimentos e Participações Ltda";"20,00";"10,07";"Sim";"Itapevi";"RM São Paulo";"Inauguração de centro de distribuiçãp da Goodyear na Rodivia Castelo Branco";"6810-2 - Atividades imobiliárias de imóveis próprios";"4110-7 - Incorporação de empreendimentos imobiliários";"Implantação";"2012 - 2012"
"2012";"2";"02/05/2012";"Logical Center Itapeví";"Sanca Engenharia Ltda";"...";"...";"Não";"Itapevi";"RM São Paulo";"Construçãio de Centro Logístico, Condomínio Industrial com 33 galpões.";"6810-2 - Atividades imobiliárias de imóveis próprios";"4110-7 - Incorporação de empreendimentos imobiliários";"Implantação";"2010 - 2012"
"2012";"2";"24/05/2012";"Espiroflex";"Espirolez Vedação Industrial LTDA";"4,00";"2,01";"Sim";"Mairiporã";"RM São Paulo";"Construção de fábrica de peças para a produção de refino de óleo e gás e compra de equipamentos no bairro Terra Preta.";"2599-3 - Fabricação de produtos de metal não especificados anteriormente";"2599-3 - Fabricação de produtos de metal não especificados anteriormente";"Implantação";"2012 - 2012"
"2012";"2";"10/04/2012";"Carbinox";"Carbinox Indústria e Comércio LTDA";"12,00";"6,47";"Sim";"Mogi das Cruzes";"RM São Paulo";"Ampliação do parque fabril com a instalação da 2ª unidade, para produzir conexões de aço inoxidável, açoligas e ligas especiais.";"2451-2 - Fundição de ferro e aço";"4685-1 - Comércio atacadista de produtos siderúrgicos e metalúrgicos, exceto para construção";"Ampliação";"2011 - 2012"
"2012";"2";"25/04/2012";"Sabesp";"Cia de Saneamento Básico do Estado de São Paulo - Sabesp";"120,00";"64,71";"Sim";"Mogi das Cruzes";"RM São Paulo";"Construção de usina de tratamento térmico de resíduos sólidos e geração de energia.";"3821-1 - Tratamento e disposição de resíduos não-perigosos";"3600-6 - Captação, tratamento e distribuição de água";"Implantação";"2012 - 2015"
"2012";"2";"13/04/2012";"JSL";"JSL S/A";"1.000,00";"539,23";"Sim";"Mogi das Cruzes";"RM São Paulo";"Aquisição de 16.900 veículos leves pesados para renovação da frota.";"4930-2 - Transporte rodoviário de carga";"4930-2 - Transporte rodoviário de carga";"Ampliação";"2012 - 2012"
"2012";"2";"01/04/2012";"Omega Corporate Office/Omega Office Place";"J. Bianchi";"...";"...";"Não";"Mogi das Cruzes";"RM São Paulo";"Construção de edifício comercial para grandes empresas";"6810-2 - Atividades imobiliárias de imóveis próprios";"4120-4 - Construção de edifícios";"Implantação";"2013 - 2015"
"2012";"2";"01/04/2012";"Omega Office Place";"J. Bianchi";"...";"...";"Não";"Mogi das Cruzes";"RM São Paulo";"Construção de Edifício Comercial";"6810-2 - Atividades imobiliárias de imóveis próprios";"4120-4 - Construção de edifícios";"Implantação";"2013 - 2015"
"2012";"2";"01/04/2012";"Omega Mall/Omega Office Place";"J. Bianchi";"...";"...";"Não";"Mogi das Cruzes";"RM São Paulo";"Construção de Shopping Center";"6822-6 - Gestão e administração da propriedade imobiliária";"4120-4 - Construção de edifícios";"Implantação";"2013 - 2015"
"2012";"2";"25/04/2012";"Casa Lotérica/Caixa Econômica Federal - CEF";"Caixa Econômica Federal - CEF";"...";"...";"Não";"Osasco";"RM São Paulo";"Inauguração de casa lotérica";"8299-7 - Atividades de serviços prestados principalmente às empresas não especificadas anteriormente";"6423-9 - Caixas econômicas";"Implantação";"2012 - 2012"
"2012";"2";"25/04/2012";"Casa Lotérica/Caixa Econômica Federal - CEF";"Caixa Econômica Federal - CEF";"...";"...";"Não";"Osasco";"RM São Paulo";"Inauguração de casa lotérica";"8299-7 - Atividades de serviços prestados principalmente às empresas não especificadas anteriormente";"6423-9 - Caixas econômicas";"Implantação";"2012 - 2012"
"2012";"2";"25/04/2012";"Casa Lotérica/Caixa Econômica Federal - CEF";"Caixa Econômica Federal - CEF";"...";"...";"Não";"Osasco";"RM São Paulo";"Inauguração de casa lotérica";"8299-7 - Atividades de serviços prestados principalmente às empresas não especificadas anteriormente";"6423-9 - Caixas econômicas";"Implantação";"2012 - 2012"
"2012";"2";"25/04/2012";"Casa Lotérica/Caixa Econômica Federal - CEF";"Caixa Econômica Federal - CEF";"...";"...";"Não";"Osasco";"RM São Paulo";"Inauguração de casa lotérica";"8299-7 - Atividades de serviços prestados principalmente às empresas não especificadas anteriormente";"6423-9 - Caixas econômicas";"Implantação";"2012 - 2012"
"2012";"2";"12/04/2012";"Smartz School";"gobbato sales empreendimentos educacionais ltda me";"0,03";"0,01";"Sim";"Osasco";"RM São Paulo";"Inauguração de escola de reforço de portugês, inglês e matemática na Vila Campesina.";"8593-7 - Ensino de idiomas";"8593-7 - Ensino de idiomas";"Implantação";"2011 - 2012"
"2012";"2";"05/06/2012";"Rhodia";"Rhodia Brasil Ltda.";"34,83";"17,00";"Sim";"Santo André";"RM São Paulo";"Ampliação da capacidade de produção do fio texturizado Emana.";"2029-1 - Fabricação de produtos químicos orgânicos não especificados anteriormente";"2029-1 - Fabricação de produtos químicos orgânicos não especificados anteriormente";"Ampliação";"2011 - 2013"
"2012";"2";"16/04/2012";"Giraffas";"";"0,65";"0,35";"Sim";"Santo André";"RM São Paulo";"Abertura de restaurante fastfood, franqueado";"5611-2 - Restaurantes e outros estabelecimentos de serviços de alimentação e bebidas";"5611-2 - Restaurantes e outros estabelecimentos de serviços de alimentação e bebidas";"Implantação";"2012 - 2012"
"2012";"2";"23/05/2012";"CVC Turismo";"CVC Brasil Operadora e Agend. de Viagens S.A.";"...";"...";"Não";"Santo André";"RM São Paulo";"Instalação de centro de controle operacional (CCO) da agência de viagens.";"7911-2 - Agências de viagens";"7911-2 - Agências de viagens";"Implantação";"2011 - 2012"
"2012";"2";"15/04/2012";"Kumon";"Kumon Instituto de Educacao LTDA";"...";"...";"Não";"Santo André";"RM São Paulo";"Inauguração de escola da franquia de ensino.";"8599-6 - Atividades de ensino não especificadas anteriormente";"8599-6 - Atividades de ensino não especificadas anteriormente";"Implantação";"2012 - 2013"
"2012";"2";"15/04/2012";"Kumon";"Kumon Instituto de Educacao LTDA";"...";"...";"Não";"Santo André";"RM São Paulo";"Inauguração de escola da franquia de ensino.";"8599-6 - Atividades de ensino não especificadas anteriormente";"8599-6 - Atividades de ensino não especificadas anteriormente";"Implantação";"2012 - 2012"
"2012";"2";"21/06/2012";"Jandaia Serviços Médicos";"Jandaia Serviços Medicos LTDA";"2,00";"0,98";"Sim";"Santo André";"RM São Paulo";"Inauguração de clínica médica";"8630-5 - Atividades de atenção ambulatorial executadas por médicos e odontólogos";"8630-5 - Atividades de atenção ambulatorial executadas por médicos e odontólogos";"Ampliação";"2012 - 2012"
"2012";"2";"05/05/2012";"Clínica Riviera";"Clínica Residencial Campestre";"...";"...";"Não";"Santo André";"RM São Paulo";"Abertura de casa de repouso.";"8711-5 - Atividades de assistência a idosos, deficientes físicos, imunodeprimidos e convalescentes prestadas em residências coletivas e particulares";"8711-5 - Atividades de assistência a idosos, deficientes físicos, imunodeprimidos e convalescentes prestadas em residências coletivas e particulares";"Implantação";"2011 - 2012"
"2012";"2";"17/05/2012";"Termomecânica";"Termomecanica São Paulo SA";"300,00";"151,08";"Sim";"São Bernardo do Campo";"RM São Paulo";"Ampliação da produção de condutores e conexões de metais e ligas-metálicas não ferrosos.";"2443-1 - Metalurgia do cobre";"2443-1 - Metalurgia do cobre";"Ampliação";"2012 - 2014"
"2012";"2";"15/04/2012";"Kumon";"Kumon Instituto de Educacao LTDA";"...";"...";"Não";"São Bernardo do Campo";"RM São Paulo";"Inauguração de escola da franquia de ensino.";"8599-6 - Atividades de ensino não especificadas anteriormente";"8599-6 - Atividades de ensino não especificadas anteriormente";"Implantação";"2012 - 2013"
"2012";"2";"15/04/2012";"Kumon";"Kumon Instituto de Educacao LTDA";"...";"...";"Não";"São Bernardo do Campo";"RM São Paulo";"Inauguração de escola da franquia de ensino.";"8599-6 - Atividades de ensino não especificadas anteriormente";"8599-6 - Atividades de ensino não especificadas anteriormente";"Implantação";"2011 - 2012"
"2012";"2";"25/05/2012";"Imprima 3D";"Imprima 3D Comercio Eletrônico LTDA";"0,50";"0,25";"Sim";"São Caetano do Sul";"RM São Paulo";"Compra de equipamento para impressão em 3D e desenvolvimento de ferramentas";"1813-0 - Impressão de materiais para outros usos";"4789-0 - Comércio varejista de outros produtos novos não especificados anteriormente";"Implantação";"2010 - 2011"
"2012";"2";"16/04/2012";"Mundo Verde";"APF Logística e Produtos Naturais LTDA - ME";"0,25";"0,14";"Sim";"São Caetano do Sul";"RM São Paulo";"Inauguração de loja franqueada de produtos orgânicos e naturais no bairro Santa Paula.";"4729-6 - Comércio varejista de produtos alimentícios em geral ou especializado em produtos alimentícios não especificados anteriormente; produtos do fumo";"4729-6 - Comércio varejista de produtos alimentícios em geral ou especializado em produtos alimentícios não especificados anteriormente; produtos do fumo";"Implantação";"2011 - 2012"
"2012";"2";"29/06/2012";"Bora Viagens";"Walhalatur Viagens e Turismo S.A.";"5,00";"2,44";"Sim";"São Caetano do Sul";"RM São Paulo";"Inauguração de agência de viagens no Park Shopping São Caetano.";"7911-2 - Agências de viagens";"7911-2 - Agências de viagens";"Implantação";"2011 - 2011"
"2012";"2";"15/04/2012";"Kumon";"Kumon Instituto de Educacao LTDA";"...";"...";"Não";"São Caetano do Sul";"RM São Paulo";"Inauguração de escola da franquia de ensino.";"8599-6 - Atividades de ensino não especificadas anteriormente";"8599-6 - Atividades de ensino não especificadas anteriormente";"Implantação";"2012 - 2013"
"2012";"2";"15/04/2012";"Kumon";"Kumon Instituto de Educacao LTDA";"...";"...";"Não";"São Caetano do Sul";"RM São Paulo";"Inauguração de escola da franquia de ensino.";"8599-6 - Atividades de ensino não especificadas anteriormente";"8599-6 - Atividades de ensino não especificadas anteriormente";"Implantação";"2011 - 2012"
"2012";"2";"21/05/2012";"Sococo";"Sococo S.A. Indústrias Alimentícias";"5,00";"2,52";"Sim";"São Paulo";"RM São Paulo";"Instalação de centro de distribuição.";"1069-4 - Moagem e fabricação de produtos de origem vegetal não especificados anteriormente";"1069-4 - Moagem e fabricação de produtos de origem vegetal não especificados anteriormente";"Implantação";"2012 - 2015"
