Ano;Trimestre;Data do Anúncio;Empresa alvo do investimento;Empresa(s) investidora(s);Real (em milhões);Dólar (em milhões);Valor Informado;Município;Região;Descrição do investimento;CNAE Empresa alvo do investimento;CNAE Empresa(s) investidora(s);Tipo Investimento;Período
"2014";"4";"27/10/2014";"TAM Cargo";"Latam Airlines Group";"38,00";"15,52";"Sim";"Guarulhos";"RM São Paulo";"Construção de terminal de cargas";"5120-0 - Transporte aéreo de carga";"5111-1 - Transporte aéreo de passageiros regular";"Implantação";"2014 - 2015"
"2014";"4";"03/10/2014";"Cinemark";"Cinemark Brasil";"...";"...";"Não";"Guarulhos";"RM São Paulo";"Inauguração de duas salas de cinema com poltronas d-box no Internacional Shopping Guarulhos.";"5914-6 - Atividades de exibição cinematográfica";"5914-6 - Atividades de exibição cinematográfica";"Implantação";"2014 - 2014"
"2014";"4";"19/11/2014";"Centro Brasileiro de Cursos - Cebrac";"Cebrac Consultoria e Franquia";"0,30";"0,12";"Sim";"Mauá";"RM São Paulo";"Inauguração de franquia de escola de ensino profissionalizante";"8541-4 - Educação profissional de nível técnico";"8541-4 - Educação profissional de nível técnico";"Implantação";"2014 - 2014"
"2014";"4";"20/10/2014";"Jasmine";"Jasmine Comércio de Produtos Alimentícios";"...";"...";"Não";"Osasco";"RM São Paulo";"Abertura de centro de distribuição";"4637-1 - Comércio atacadista especializado em produtos alimentícios não especificados anteriormente";"4637-1 - Comércio atacadista especializado em produtos alimentícios não especificados anteriormente";"Implantação";"2014 - 2014"
"2014";"4";"17/10/2014";"RedeTV!";"TV Ômega";"...";"...";"Não";"Osasco";"RM São Paulo";"Construção de três estúdios de TV";"6021-7 - Atividades de televisão aberta";"6021-7 - Atividades de televisão aberta";"Ampliação";"2014 - 2015"
"2014";"4";"13/11/2014";"Sem Parar";"Centro de Gestão de Meios de Pagamentos - CGMP";"...";"...";"Não";"Osasco";"RM São Paulo";"Modernização dos mais de 2 milhões de tags para o sistema de pagamento eletrônico de pedágio";"8299-7 - Atividades de serviços prestados principalmente às empresas não especificadas anteriormente";"8299-7 - Atividades de serviços prestados principalmente às empresas não especificadas anteriormente";"Modernização";"2014 - 2015"
"2014";"4";"31/10/2014";"Hospital e Maternidade Sino-Brasileiro";"Associação Hospitalar Sino-Brasileiro - AHSB";"20,00";"8,17";"Sim";"Osasco";"RM São Paulo";"Instalação de centro cirúrgico do hospital";"8610-1 - Atividades de atendimento hospitalar";"8610-1 - Atividades de atendimento hospitalar";"Implantação";"2014 - 2015"
"2014";"4";"26/12/2014";"CPTM";"Companhia Paulista de Trens Metropolitanos - CPTM";"16,00";"6,06";"Sim";"Poá";"RM São Paulo";"Reforma da estação de Poá da Linha 11-Coral";"4912-4 - Transporte metroferroviário de passageiros";"4912-4 - Transporte metroferroviário de passageiros";"Ampliação";"2014 - 2015"
"2014";"4";"05/12/2014";"Emit";"Emit Comercial Importadora e Exportadora";"...";"...";"Não";"Santana de Parnaíba";"RM São Paulo";"Ampliação da produção de geradores, equipamentos e máquinas leves para construção";"2854-2 - Fabricação de máquinas e equipamentos para terraplenagem, pavimentação e construção, exceto tratores";"4669-9 - Comércio atacadista de máquinas, aparelhos e equipamentos não especificados anteriormente; partes e peças";"Ampliação";"2014 - 2015"
"2014";"4";"26/11/2014";"Cooperativa de Consumo - Coop";"Cooperativa de Consumo - Coop";"1,00";"0,41";"Sim";"Santo André";"RM São Paulo";"Inauguração da sexta drogaria";"4771-7 - Comércio varejista de produtos farmacêuticos para uso humano e veterinário";"4711-3 - Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - hipermercados e supermercados";"Implantação";"2014 - 2014"
"2014";"4";"30/10/2014";"Johnny Rockets";"Jr Tiete Souza Comércio de Alimentos";"1,50";"0,61";"Sim";"Santo André";"RM São Paulo";"Inauguração de hamburgueria americana no Grand Plaza Shopping";"5611-2 - Restaurantes e outros estabelecimentos de serviços de alimentação e bebidas";"5611-2 - Restaurantes e outros estabelecimentos de serviços de alimentação e bebidas";"Implantação";"2014 - 2014"
"2014";"4";"29/12/2014";"McDonald's";"McDonald's";"...";"...";"Não";"Santo André";"RM São Paulo";"Abertura de restaurante na Av. Pereira Barreto";"5611-2 - Restaurantes e outros estabelecimentos de serviços de alimentação e bebidas";"5611-2 - Restaurantes e outros estabelecimentos de serviços de alimentação e bebidas";"Implantação";"2014 - 2014"
"2014";"4";"30/10/2014";"Pirelli";"Pirelli Pneus";"33,20";"13,56";"Sim";"Santo André";"RM São Paulo";"Ampliação do centro de pesquisa e desenvolvimento da fábrica de pneus";"7210-0 - Pesquisa e desenvolvimento experimental em ciências físicas e naturais";"8211-3 - Serviços combinados de escritório e apoio administrativo";"Ampliação";"2014 - 2015"
"2014";"4";"03/11/2014";"Tubos Ipiranga";"Tubos ipiranga Indústria e Comércio";"1,50";"0,61";"Sim";"São Bernardo do Campo";"RM São Paulo";"Ampliação de fábrica de tubos de aço";"2431-8 - Produção de tubos de aço com costura";"4685-1 - Comércio atacadista de produtos siderúrgicos e metalúrgicos, exceto para construção";"Ampliação";"2014 - 2014"
"2014";"4";"10/10/2014";"Mercedes-Benz";"Mercedes-Benz do Brasil";"500,00";"204,25";"Sim";"São Bernardo do Campo";"RM São Paulo";"Ampliação da fábrica de caminhões.";"2920-4 - Fabricação de caminhões e ônibus";"2920-4 - Fabricação de caminhões e ônibus";"Ampliação";"2015 - 2018"
"2014";"4";"25/11/2014";"Scania";"Scania Latin America";"96,00";"37,68";"Sim";"São Bernardo do Campo";"RM São Paulo";"Construção de linha de pintura de cabines na fábrica de caminhões";"2920-4 - Fabricação de caminhões e ônibus";"2920-4 - Fabricação de caminhões e ônibus";"Ampliação";"2014 - 2018"
"2014";"4";"29/12/2014";"McDonald's";"McDonald's";"...";"...";"Não";"São Bernardo do Campo";"RM São Paulo";"Abertura de restaurante na Av. Taboão";"5611-2 - Restaurantes e outros estabelecimentos de serviços de alimentação e bebidas";"5611-2 - Restaurantes e outros estabelecimentos de serviços de alimentação e bebidas";"Implantação";"2014 - 2014"
"2014";"4";"09/10/2014";"Gilead Sciences";"Gilead Sciences Farmacêutica do Brasil";"...";"...";"Não";"São Paulo";"RM São Paulo";"Instalação de escritório da farmacêutica no bairro Cidade Jardim";"4644-3 - Comércio atacadista de produtos farmacêuticos para uso humano e veterinário";"4693-1 - Comércio atacadista de mercadorias em geral, sem predominância de alimentos ou de insumos agropecuários";"Implantação";"... - 2014"
"2014";"4";"03/10/2014";"Carrefour Express";"Carrefour Comércio e Indústria";"...";"...";"Não";"São Paulo";"RM São Paulo";"Inauguração de supermercado no bairro do Jardim Paulista";"4711-3 - Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - hipermercados e supermercados";"4711-3 - Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - hipermercados e supermercados";"Implantação";"2014 - 2014"
"2014";"4";"20/10/2014";"Pão de Açúcar";"Companhia Brasileira de Distribuição";"38,00";"15,52";"Sim";"São Paulo";"RM São Paulo";"Instalação de centro de distribuição-CD para supermercados";"4711-3 - Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - hipermercados e supermercados";"4789-0 - Comércio varejista de outros produtos novos não especificados anteriormente";"Implantação";"2014 - 2014"
"2014";"4";"28/10/2014";"Rua do Alecrim";"Espaço Gourmet Comércio de Alimentos";"0,03";"0,01";"Sim";"São Paulo";"RM São Paulo";"Inauguração de loja virtual e empório especializado na revenda de azeites no bairro da Vila Mariana";"4712-1 - Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns";"4712-1 - Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns";"Implantação";"2012 - 2014"
"2014";"4";"20/10/2014";"Pernambucanas";"Arthur Lundgren Tecidos";"...";"...";"Não";"São Paulo";"RM São Paulo";"Inauguração de loja de departamentos, artigos de cama, mesa, banho e eletrodomésticos no Jardim Ângela.";"4713-0 - Comércio varejista de mercadorias em geral, sem predominância de produtos alimentícios";"4713-0 - Comércio varejista de mercadorias em geral, sem predominância de produtos alimentícios";"Implantação";"... - 2014"
"2014";"4";"29/10/2014";"Santo Pão";"Santo Pão Comércio de Artigos para Padaria";"...";"...";"Não";"São Paulo";"RM São Paulo";"Abertura de padaria no bairro Cerqueira César";"4721-1 - Comércio varejista de produtos de padaria, laticínio, doces, balas e semelhantes";"4665-6 - Comércio atacadista de máquinas e equipamentos para uso comercial; partes e peças";"Ampliação";"2013 - 2014"
"2014";"4";"29/10/2014";"Mr. Baker";"Mr. Baker";"0,10";"0,04";"Sim";"São Paulo";"RM São Paulo";"Ampliação da padaria no bairro de Pinheiros";"4721-1 - Comércio varejista de produtos de padaria, laticínio, doces, balas e semelhantes";"4721-1 - Comércio varejista de produtos de padaria, laticínio, doces, balas e semelhantes";"Ampliação";"2014 - 2014"
"2014";"4";"07/12/2014";"Conceição Bem Casados";"Conceição Bem Casados";"...";"...";"Não";"São Paulo";"RM São Paulo";"Inauguração de loja de revenda de doces, bem casados, no Shopping Cidade Jardim";"4721-1 - Comércio varejista de produtos de padaria, laticínio, doces, balas e semelhantes";"1091-1 - Fabricação de produtos de panificação";"Implantação";"2014 - 2014"
"2014";"4";"07/12/2014";"Diaita";"Diaita Conceito em Alimentos Funcionais";"...";"...";"Não";"São Paulo";"RM São Paulo";"Inauguração de padaria especializada em pães funcionais, sem glúten, como o pão sírio de grão-de-bico com cebola no Shopping Cidade Jardim";"4721-1 - Comércio varejista de produtos de padaria, laticínio, doces, balas e semelhantes";"1091-1 - Fabricação de produtos de panificação";"Implantação";"2014 - 2014"
"2014";"4";"09/12/2014";"Top Churro";"Top Cidade Jardim Comércio de Alimentos";"0,07";"0,03";"Sim";"São Paulo";"RM São Paulo";"Inauguração de franquia de loja especializada em churros no Shopping Center Norte";"4721-1 - Comércio varejista de produtos de padaria, laticínio, doces, balas e semelhantes";"4721-1 - Comércio varejista de produtos de padaria, laticínio, doces, balas e semelhantes";"Implantação";"2014 - 2014"
"2014";"4";"09/12/2014";"Cacau Show";"ASSB Comércio Varejista de Doces";"...";"...";"Não";"São Paulo";"RM São Paulo";"Inauguração de franquia de loja de revenda de chocolates no Shopping Center Norte";"4721-1 - Comércio varejista de produtos de padaria, laticínio, doces, balas e semelhantes";"4721-1 - Comércio varejista de produtos de padaria, laticínio, doces, balas e semelhantes";"Implantação";"2014 - 2014"
"2014";"4";"07/12/2014";"Frutaria Cidade Jardim";"Pedro Alex Victorio Chagas";"...";"...";"Não";"São Paulo";"RM São Paulo";"Abertura de quitanda de produtos orgânicos no Shopping Cidade Jardim";"4724-5 - Comércio varejista de hortifrutigranjeiros";"4724-5 - Comércio varejista de hortifrutigranjeiros";"Implantação";"2014 - 2014"
"2014";"4";"20/10/2014";"Monama";"Monama Indústria e Comércio de Alimentos";"...";"...";"Não";"São Paulo";"RM São Paulo";"Abertura de empório de produtos naturais, orgânicos, integrais e saudáveis no bairro do Itaim Bibi";"4729-6 - Comércio varejista de produtos alimentícios em geral ou especializado em produtos alimentícios não especificados anteriormente; produtos do fumo";"1069-4 - Moagem e fabricação de produtos de origem vegetal não especificados anteriormente";"Implantação";"2014 - 2015"
"2014";"4";"07/12/2014";"Marcelo Rosellini";"Mr Nowicki Gastronomia";"0,12";"0,05";"Sim";"São Paulo";"RM São Paulo";"Inauguração de loja de revenda de temperos prontos no Shopping Cidade Jardim";"4729-6 - Comércio varejista de produtos alimentícios em geral ou especializado em produtos alimentícios não especificados anteriormente; produtos do fumo";"5620-1 - Serviços de catering, bufê e outros serviços de comida preparada";"Implantação";"2014 - 2014"
"2014";"4";"07/12/2014";"Pop Art";"Natasha M. Pedrotti Comércio Especializado em Alimentos Gourmet";"...";"...";"Não";"São Paulo";"RM São Paulo";"Inauguração de loja de revenda de pipocas gourmet no Shopping Cidade Jardim";"4729-6 - Comércio varejista de produtos alimentícios em geral ou especializado em produtos alimentícios não especificados anteriormente; produtos do fumo";"4729-6 - Comércio varejista de produtos alimentícios em geral ou especializado em produtos alimentícios não especificados anteriormente; produtos do fumo";"Implantação";"2013 - 2014"
"2014";"4";"07/12/2014";"Casa Europa";"Casa Europa Alimentos";"...";"...";"Não";"São Paulo";"RM São Paulo";"Inauguração de loja de embutidos e antepastos artesanais, ragus diversos, conservas, massas frescas de fabricação própria e massas secas importadas no Shopping Cidade Jardim";"4729-6 - Comércio varejista de produtos alimentícios em geral ou especializado em produtos alimentícios não especificados anteriormente; produtos do fumo";"5611-2 - Restaurantes e outros estabelecimentos de serviços de alimentação e bebidas";"Implantação";"2014 - 2014"
"2014";"4";"07/12/2014";"Companhia das Ervas";"Companhia das Ervas";"0,05";"0,02";"Sim";"São Paulo";"RM São Paulo";"Inauguração de loja especializada em ervas, pimentas e condimentos no shopping Cidade Jardim";"4729-6 - Comércio varejista de produtos alimentícios em geral ou especializado em produtos alimentícios não especificados anteriormente; produtos do fumo";"4637-1 - Comércio atacadista especializado em produtos alimentícios não especificados anteriormente";"Implantação";"2014 - 2014"
"2014";"4";"07/12/2014";"Keep Light";"CVB Comércio de Alimentos";"0,03";"0,01";"Sim";"São Paulo";"RM São Paulo";"Abertura de loja de revenda de programas alimentares, com refeições congeladas e saudáveis no Shopping Cidade Jardim";"4729-6 - Comércio varejista de produtos alimentícios em geral ou especializado em produtos alimentícios não especificados anteriormente; produtos do fumo";"5620-1 - Serviços de catering, bufê e outros serviços de comida preparada";"Implantação";"2014 - 2014"
"2014";"4";"10/10/2014";"Edu Tintas";"Anjo Química do Brasil";"2,30";"0,94";"Sim";"São Paulo";"RM São Paulo";"Inauguração da loja conceito da Anjo Tintas";"4741-5 - Comércio varejista de tintas e materiais para pintura";"2071-1 - Fabricação de tintas, vernizes, esmaltes e lacas";"Implantação";"2014 - 2014"
"2014";"4";"04/12/2014";"Leroy Merlin";"Leroy Merlin Companhia Brasileira de Bricolagem";"...";"...";"Não";"São Paulo";"RM São Paulo";"Investimentos em revendedoras de materiais de construção, inclusive na loja virtual, on-line.";"4744-0 - Comércio varejista de ferragens, madeira e materiais de construção";"4744-0 - Comércio varejista de ferragens, madeira e materiais de construção";"Implantação";"2014 - 2019"
"2014";"4";"23/12/2014";"Fast Shop";"Fast Shop";"...";"...";"Não";"São Paulo";"RM São Paulo";"Inauguração de loja de smartphones e tablets no Central Plaza Shopping";"4752-1 - Comércio varejista especializado de equipamentos de telefonia e comunicação";"4753-9 - Comércio varejista especializado de eletrodomésticos e equipamentos de áudio e vídeo";"Implantação";"2014 - 2015"
"2014";"4";"21/12/2014";"Geek House";"Geek House Comércio de Quadrinhos e Alimentos";"0,30";"0,11";"Sim";"São Paulo";"RM São Paulo";"Inauguração de loja de camisetas, revistas, brinquedos e espaço para o público geek: salas de leitura para quadrinhos e literatura, mesas para tabuleiros e RPG";"4761-0 - Comércio varejista de livros, jornais, revistas e papelaria";"4761-0 - Comércio varejista de livros, jornais, revistas e papelaria";"Implantação";"2014 - 2014"
"2014";"4";"12/10/2014";"Spokes";"La Bici Comércio e Exportação de Bicicletas";"0,01";"0,00";"Sim";"São Paulo";"RM São Paulo";"Abertura de loja de bicicletas e acessórios no bairro do Jardim Paulista";"4763-6 - Comércio varejista de artigos recreativos e esportivos";"4763-6 - Comércio varejista de artigos recreativos e esportivos";"Implantação";"2014 - 2015"
"2014";"4";"19/11/2014";"Salomon";"Winners Brasil Produtos Esportivos";"3,00";"1,18";"Sim";"São Paulo";"RM São Paulo";"Inauguração de loja de calçados confecções e acessórios do ramo esportivo no Shopping Anália Franco";"4763-6 - Comércio varejista de artigos recreativos e esportivos";"4689-3 - Comércio atacadista especializado de outros produtos intermediários não especificados anteriormente";"Implantação";"2014 - 2014"
"2014";"4";"19/11/2014";"Salomon";"Winners Brasil Produtos Esportivos";"3,00";"1,18";"Sim";"São Paulo";"RM São Paulo";"Inauguração de loja de calçados confecções e acessórios do ramo esportivo no Morumbi Shopping";"4763-6 - Comércio varejista de artigos recreativos e esportivos";"4689-3 - Comércio atacadista especializado de outros produtos intermediários não especificados anteriormente";"Implantação";"2014 - 2014"
"2014";"4";"19/11/2014";"Salomon";"Winners Brasil Produtos Esportivos";"3,00";"1,18";"Sim";"São Paulo";"RM São Paulo";"Inauguração de loja de calçados confecções e acessórios do ramo esportivo na Rua Oscar Freire, no Jardim Paulista";"4763-6 - Comércio varejista de artigos recreativos e esportivos";"4689-3 - Comércio atacadista especializado de outros produtos intermediários não especificados anteriormente";"Implantação";"2014 - 2014"
"2014";"4";"23/10/2014";"Rituals";"Rituals Cosmetics Trade";"...";"...";"Não";"São Paulo";"RM São Paulo";"Abertura de loja de cosméticos no Shopping Market Place";"4772-5 - Comércio varejista de cosméticos, produtos de perfumaria e de higiene pessoal";"4646-0 - Comércio atacadista de cosméticos, produtos de perfumaria e de higiene pessoal";"Ampliação";"2014 - 2014"
"2014";"4";"09/12/2014";"Caudalíe";"Caudalie Cosméticos do Brasil";"...";"...";"Não";"São Paulo";"RM São Paulo";"Abertura de loja de cosméticos no Shopping Pátio Higienópolis";"4772-5 - Comércio varejista de cosméticos, produtos de perfumaria e de higiene pessoal";"7020-4 - Atividades de consultoria em gestão empresarial";"Implantação";"2014 - 2014"
"2014";"4";"09/12/2014";"Sunglass Hut";"Sunglass Hut";"...";"...";"Não";"São Paulo";"RM São Paulo";"Inauguração de franquia de loja de óculos no Shopping Center Norte";"4774-1 - Comércio varejista de artigos de óptica";"4774-1 - Comércio varejista de artigos de óptica";"Implantação";"2014 - 2014"
"2014";"4";"08/10/2014";"Forever 21";"Highland Park Comércio e Importação";"...";"...";"Não";"São Paulo";"RM São Paulo";"Inauguração de loja de confecções no Shopping Eldorado";"4781-4 - Comércio varejista de artigos do vestuário e acessórios";"4781-4 - Comércio varejista de artigos do vestuário e acessórios";"Implantação";"2014 - 2014"
"2014";"4";"20/10/2014";"Lacoste";"Devanlay Ventures do Brasil Comércio Importação Exportação";"...";"...";"Não";"São Paulo";"RM São Paulo";"Conversão de unidade franqueada da empresa, situada no Shopping Market Place, em loja própria.";"4781-4 - Comércio varejista de artigos do vestuário e acessórios";"4781-4 - Comércio varejista de artigos do vestuário e acessórios";"Implantação";"2014 - 2014"
"2014";"4";"30/10/2014";"Rapsodia";"Rapsodia do Brasil";"...";"...";"Não";"São Paulo";"RM São Paulo";"Instalação de loja virtual, e-commerce";"4781-4 - Comércio varejista de artigos do vestuário e acessórios";"4781-4 - Comércio varejista de artigos do vestuário e acessórios";"Implantação";"2014 - 2015"
"2014";"4";"24/11/2014";"Canal Concept";"Zack Confecções de Roupas e Acessórios";"...";"...";"Não";"São Paulo";"RM São Paulo";"Abertura de loja conceito de moda feminina";"4781-4 - Comércio varejista de artigos do vestuário e acessórios";"1412-6 - Confecção de peças do vestuário, exceto roupas íntimas";"Implantação";"2014 - 2014"
"2014";"4";"09/12/2014";"Guess";"Guess Brasil Comércio e Distribuição";"...";"...";"Não";"São Paulo";"RM São Paulo";"Inauguração de loja de acessórios e calçados, moda feminina, moda masculina no Mooca Plaza Shopping";"4781-4 - Comércio varejista de artigos do vestuário e acessórios";"4781-4 - Comércio varejista de artigos do vestuário e acessórios";"Implantação";"2014 - 2014"
"2014";"4";"09/12/2014";"Memove";"Memove";"...";"...";"Não";"São Paulo";"RM São Paulo";"Inauguração de loja de moda feminina e moda masculina no Shopping Center Norte";"4781-4 - Comércio varejista de artigos do vestuário e acessórios";"4781-4 - Comércio varejista de artigos do vestuário e acessórios";"Implantação";"2014 - 2014"
"2014";"4";"09/12/2014";"Loja 18";"Loja 18";"...";"...";"Não";"São Paulo";"RM São Paulo";"Inauguração de loja de moda feminina no Shopping Center Norte";"4781-4 - Comércio varejista de artigos do vestuário e acessórios";"4781-4 - Comércio varejista de artigos do vestuário e acessórios";"Implantação";"2014 - 2014"
"2014";"4";"09/12/2014";"Siberian";"Valdac";"...";"...";"Não";"São Paulo";"RM São Paulo";"Abertura de loja de artigos do vestuário e acessórios no Shopping Vila Olímpia";"4781-4 - Comércio varejista de artigos do vestuário e acessórios";"4781-4 - Comércio varejista de artigos do vestuário e acessórios";"Implantação";"2014 - 2014"
"2014";"4";"09/12/2014";"New Era";"New Era Comércio Varejista de Confecções";"0,30";"0,11";"Sim";"São Paulo";"RM São Paulo";"Inauguração de loja de bonés e outros acessórios para a cabeça no Shopping Center Norte";"4781-4 - Comércio varejista de artigos do vestuário e acessórios";"4781-4 - Comércio varejista de artigos do vestuário e acessórios";"Implantação";"2014 - 2014"
"2014";"4";"22/10/2014";"Prada";"Prada Brasil Importação e Comércio de Artigos de Luxo";"...";"...";"Não";"São Paulo";"RM São Paulo";"Reforma de loja de calçados e acessórios no Shopping Cidade Jardim.";"4782-2 - Comércio varejista de calçados e artigos de viagem";"4781-4 - Comércio varejista de artigos do vestuário e acessórios";"Implantação";"... - 2014"
"2014";"4";"29/11/2014";"Prada";"Prada Brasil Importação e Comércio de Artigos de Luxo";"...";"...";"Não";"São Paulo";"RM São Paulo";"Abertura de loja de calçados e acessórios no Shopping Iguatemi";"4782-2 - Comércio varejista de calçados e artigos de viagem";"4781-4 - Comércio varejista de artigos do vestuário e acessórios";"Implantação";"2014 - 2014"
"2014";"4";"09/12/2014";"Carmen Steffens";"Carmen Steffens Franquias";"...";"...";"Não";"São Paulo";"RM São Paulo";"Inauguração de franquia de calçados femininos no Shopping Center Norte";"4782-2 - Comércio varejista de calçados e artigos de viagem";"7020-4 - Atividades de consultoria em gestão empresarial";"Implantação";"2014 - 2014"
"2014";"4";"09/12/2014";"Maxior Jóias";"Maxior Jóias";"...";"...";"Não";"São Paulo";"RM São Paulo";"Inauguração de loja de joias no Shopping Center Norte";"4783-1 - Comércio varejista de joias e relógios";"4783-1 - Comércio varejista de joias e relógios";"Implantação";"2014 - 2014"
"2014";"4";"31/10/2014";"DogLover Boutique";"CRS Comércio e Serviços";"0,30";"0,12";"Sim";"São Paulo";"RM São Paulo";"Inauguração de boutique para cães e gatos no bairro Jardim Paulista";"4789-0 - Comércio varejista de outros produtos novos não especificados anteriormente";"4789-0 - Comércio varejista de outros produtos novos não especificados anteriormente";"Implantação";"2014 - 2014"
"2014";"4";"10/10/2014";"Metrô";"Companhia do Metropolitano de São Paulo - Metrô";"...";"...";"Não";"São Paulo";"RM São Paulo";"Instalação de rede de internet wi-fi nas estações";"4912-4 - Transporte metroferroviário de passageiros";"4912-4 - Transporte metroferroviário de passageiros";"Implantação";"2014 - 2014"
"2014";"4";"04/11/2014";"CPTM";"Companhia Paulista de Trens Metropolitanos - CPTM";"630,00";"247,24";"Sim";"São Paulo";"RM São Paulo";"Construção de duas estações e prolongamento da Linha 9-Esmeralda";"4912-4 - Transporte metroferroviário de passageiros";"4912-4 - Transporte metroferroviário de passageiros";"Ampliação";"2014 - 2016"
"2014";"4";"17/11/2014";"ViaQuatro";"Concessionária da Linha 4 do Metrô de São Paulo";"4.896,00";"2.000,00";"Sim";"São Paulo";"RM São Paulo";"Construção da Linha 4-Amarela (Vila Sonia - Estação Luz)";"4912-4 - Transporte metroferroviário de passageiros";"4912-4 - Transporte metroferroviário de passageiros";"Implantação";"2006 - 2036"
"2014";"4";"06/10/2014";"Jadlog";"Jadlog Logística";"6,00";"2,45";"Sim";"São Paulo";"RM São Paulo";"Ampliação da  infraestrutura e modernização da área de tecnologia de informação-TI da transportadora de carga rápida";"4930-2 - Transporte rodoviário de carga";"4930-2 - Transporte rodoviário de carga";"Ampliação";"2013 - 2014"
"2014";"4";"19/12/2014";"TAM Linhas Aéreas";"Latam Airlines Group";"...";"...";"Não";"São Paulo";"RM São Paulo";"Aquisição de 30 aeronaves Embraer para voos regionais.";"5111-1 - Transporte aéreo de passageiros regular";"5111-1 - Transporte aéreo de passageiros regular";"Ampliação";"2014 - 2018"
"2014";"4";"27/10/2014";"TAM Cargo";"Latam Airlines Group";"11,00";"4,17";"Sim";"São Paulo";"RM São Paulo";"Instalação de sistemas operacionais que permitem o  monitoramento de cargas";"5120-0 - Transporte aéreo de carga";"5111-1 - Transporte aéreo de passageiros regular";"Implantação";"2014 - 2015"
"2014";"4";"31/10/2014";"El Misti Hostels";"El Misti Hostels";"...";"...";"Não";"São Paulo";"RM São Paulo";"Inauguração de franquia de hostel no Jardim Aeroporto";"5510-8 - Hotéis e similares";"5510-8 - Hotéis e similares";"Implantação";"2014 - 2015"
"2014";"4";"21/11/2014";"Hotel Pullman";"Hotelaria Accor Brasil";"...";"...";"Não";"São Paulo";"RM São Paulo";"Inauguração de hotel na Vila Olímpia";"5510-8 - Hotéis e similares";"5510-8 - Hotéis e similares";"Implantação";"2014 - 2014"
"2014";"4";"02/10/2014";"Dri Dri";"MV Gelato Importação e  Comercialização de Sorvetes";"...";"...";"Não";"São Paulo";"RM São Paulo";"Inauguração de sorveteria no Shopping Cidade Jardim";"5611-2 - Restaurantes e outros estabelecimentos de serviços de alimentação e bebidas";"5611-2 - Restaurantes e outros estabelecimentos de serviços de alimentação e bebidas";"Implantação";"2014 - 2014"
"2014";"4";"05/10/2014";"Junji Sakamoto";"SAB Comércio de Serviços de Alimentação";"1,50";"0,59";"Sim";"São Paulo";"RM São Paulo";"Abertura de restaurante especializado em comida japonesa no Shopping Iguatemi";"5611-2 - Restaurantes e outros estabelecimentos de serviços de alimentação e bebidas";"5611-2 - Restaurantes e outros estabelecimentos de serviços de alimentação e bebidas";"Implantação";"2014 - 2014"
"2014";"4";"09/10/2014";"The Little Coffe Shop";"Café Na Lisboa";"...";"...";"Não";"São Paulo";"RM São Paulo";"Inauguração de café no bairro de Pinheiros";"5611-2 - Restaurantes e outros estabelecimentos de serviços de alimentação e bebidas";"5611-2 - Restaurantes e outros estabelecimentos de serviços de alimentação e bebidas";"Implantação";"2014 - 2014"
"2014";"4";"14/10/2014";"Mercearia do Mediterrâneo";"Mercearia Moliere";"...";"...";"Não";"São Paulo";"RM São Paulo";"Reforma de empório e restaurante no bairro de Campo Grande";"5611-2 - Restaurantes e outros estabelecimentos de serviços de alimentação e bebidas";"5611-2 - Restaurantes e outros estabelecimentos de serviços de alimentação e bebidas";"Modernização";"2014 - 2014"
"2014";"4";"15/10/2014";"Olea Mozzarella Bar";"Pizza Music Bar";"...";"...";"Não";"São Paulo";"RM São Paulo";"Abertura de restaurante italiano no Shopping Cidade Jardim";"5611-2 - Restaurantes e outros estabelecimentos de serviços de alimentação e bebidas";"5611-2 - Restaurantes e outros estabelecimentos de serviços de alimentação e bebidas";"Implantação";"2014 - 2014"
"2014";"4";"15/10/2014";"Tartuferia San Paolo";"TSP Comércio, Indústria e Participações";"...";"...";"Não";"São Paulo";"RM São Paulo";"Abertura de café , loja e rotisseria com receitas e produtos à base de trufas italianas no bairro do Jardins";"5611-2 - Restaurantes e outros estabelecimentos de serviços de alimentação e bebidas";"5611-2 - Restaurantes e outros estabelecimentos de serviços de alimentação e bebidas";"Implantação";"2014 - 2014"
"2014";"4";"21/10/2014";"Comedoria Gonzales";"Winston E. Gonzales Frontaura Alimentos";"...";"...";"Não";"São Paulo";"RM São Paulo";"Inauguração de restaurante peruano no bairro de Pinheiros";"5611-2 - Restaurantes e outros estabelecimentos de serviços de alimentação e bebidas";"4729-6 - Comércio varejista de produtos alimentícios em geral ou especializado em produtos alimentícios não especificados anteriormente; produtos do fumo";"Implantação";"2014 - 2014"
"2014";"4";"26/10/2014";"Casa Baunilha";"Michel Pedro Scherer de Oliveira";"...";"...";"Não";"São Paulo";"RM São Paulo";"Abertura de confeitaria no bairro de Pinheiros.";"5611-2 - Restaurantes e outros estabelecimentos de serviços de alimentação e bebidas";"1091-1 - Fabricação de produtos de panificação";"Implantação";"2014 - 2014"
